case,frequency_real,frequency_imag,v(buf)_real,v(buf)_imag,v(hp)_real,v(hp)_imag,v(vn)_real,v(vn)_imag,v(in)_real,v(in)_imag,v(out)_real,v(out)_imag,v(vp)_real,v(vp)_imag,i(vp)_real,i(vp)_imag,i(vin)_real,i(vin)_imag,i(rh)_real,i(rh)_imag,i(rl)_real,i(rl)_imag,i(vn)_real,i(vn)_imag,i(ch)_real,i(ch)_imag,i(cl)_real,i(cl)_imag
3,19952.62314968852,0.0,0.9999473510286911,0.005975120918824718,0.9999363759491305,0.00797621481967169,0.0,0.0,1.0,0.0,0.0001112778003135764,-0.007975334979369402,0.0,0.0,-4.998628909469449e-05,-6.974887904494373e-07,-9.999463753128898e-05,-7.976294581820559e-07,9.999363759491305e-05,7.976214819671691e-07,9.998360732283775e-05,1.395045589819412e-06,-4.998628909469449e-05,-6.974887904494373e-07,9.999463753128898e-05,7.976294581827448e-07,9.998360732283777e-05,1.395045589819412e-06
3,20733.21573485926,0.0,0.9999517323604301,0.005596561589094207,0.9999410762979523,0.007675951409772005,0.0,0.0,1.0,0.0,0.0001018781848950387,-0.00767517440018705,0.0,0.0,-4.998697811767205e-05,-6.635548445597592e-07,-9.999510757087152e-05,-7.676028169270599e-07,9.999410762979523e-05,7.675951409772005e-07,9.998498541755352e-05,1.327173598928126e-06,-4.998697811767205e-05,-6.635548445597592e-07,9.999510757087152e-05,7.676028169272805e-07,9.998498541755352e-05,1.327173598928126e-06
3,21544.34690031854,0.0,0.999955741003584,0.005226240374693941,0.9999454294184376,0.007386988805602567,0.0,0.0,1.0,0.0,9.317286816334957e-05,-0.007386302813800142,0.0,0.0,-4.998761379334388e-05,-6.305972070382157e-07,-9.999554288727319e-05,-7.387062675480449e-07,9.999454294184377e-05,7.386988805602567e-07,9.998625681354207e-05,1.261254318849408e-06,-4.998761379334388e-05,-6.305972070382157e-07,9.999554288727319e-05,7.387062675486721e-07,9.998625681354207e-05,1.261254318849409e-06
3,22387.21138568308,0.0,0.9999594005759597,0.004863612411363561,0.9999494609586496,0.007108901965539948,0.0,0.0,1.0,0.0,8.511057694057193e-05,-0.007108296472583987,0.0,0.0,-4.998819986611752e-05,-5.985674502366305e-07,-9.999594604532591e-05,-7.108973054566203e-07,9.999494609586496e-05,7.108901965539949e-07,9.998742899990192e-05,1.197190888394755e-06,-4.998819986611752e-05,-5.985674502366305e-07,9.999594604532591e-05,7.108973054570973e-07,9.998742899990193e-05,1.197190888394755e-06
3,23263.05067153593,0.0,0.9999627326392325,0.004508144104961232,0.999953194672538,0.006841281804124484,0.0,0.0,1.0,0.0,7.764382299004296e-05,-0.00684074744348553,0.0,0.0,-4.998873978835638e-05,-5.674185006768586e-07,-9.999631942044847e-05,-6.84135021692539e-07,9.99953194672538e-05,6.841281804124485e-07,9.998850888162425e-05,1.134889154844676e-06,-4.998873978835638e-05,-5.674185006768586e-07,9.999631942044847e-05,6.841350216930392e-07,9.998850888162424e-05,1.134889154844676e-06
3,24173.1548080407,0.0,0.9999657568258533,0.004159312352566753,0.9999566525597642,0.006583734596363685,0.0,0.0,1.0,0.0,7.072862383451802e-05,-0.006583263027729724,0.0,0.0,-4.998923674072453e-05,-5.371045710955691e-07,-9.999666521262898e-05,-6.583800433689058e-07,9.999566525597643e-05,6.583734596363685e-07,9.998950282020189e-05,1.074257538029648e-06,-4.998923674072453e-05,-5.371045710955691e-07,9.999666521262898e-05,6.583800433692647e-07,9.998950282020189e-05,1.074257538029648e-06
3,25118.86431509545,0.0,0.9999684909546118,0.003816603778315602,0.9999598549952141,0.00633588140391516,0.0,0.0,1.0,0.0,6.432424413607156e-05,-0.006335465200730357,0.0,0.0,-4.998969365080375e-05,-5.0758109423519e-07,-9.99969854593764e-05,-6.335944762736467e-07,9.999598549952142e-05,6.33588140391516e-07,9.999041667104758e-05,1.015206897904596e-06,-4.998969365080375e-05,-5.0758109423519e-07,9.99969854593764e-05,6.335944762728907e-07,9.999041667104757e-05,1.015206897904596e-06
3,26101.572156825,0.0,0.9999709511355271,0.003479513982922022,0.9999628208489549,0.006097357522384741,0.0,0.0,1.0,0.0,5.839295612781273e-05,-0.006096990071623016,0.0,0.0,-4.999011321039221e-05,-4.788046583010272e-07,-9.999728204771634e-05,-6.097418495977502e-07,9.99962820848955e-05,6.097357522384741e-07,9.999125581793994e-05,9.576504054545038e-07,-4.999011321039221e-05,-4.788046583010272e-07,9.999728204771634e-05,6.09741849596151e-07,9.999125581793992e-05,9.576504054545038e-07
3,27122.7257933199,0.0,0.9999731518646912,0.003147546805861331,0.9999655675973409,0.005867811948998033,0.0,0.0,1.0,0.0,5.289981769772826e-05,-0.005867487361840612,0.0,0.0,-4.999049789132515e-05,-4.507329440029187e-07,-9.999755672530168e-05,-5.86787062710481e-07,9.99965567597341e-05,5.867811948998034e-07,9.999202520469934e-05,9.015034167701943e-07,-4.999049789132515e-05,-4.507329440029187e-07,9.999755672530168e-05,5.867870627108054e-07,9.999202520469934e-05,9.015034167701943e-07
3,28183.82931264413,0.0,0.9999751061096137,0.002820213599192595,0.9999681114259212,0.00564690686992562,0.0,0.0,1.0,0.0,4.781246682725183e-05,-0.005646619902156232,0.0,0.0,-4.999084996001879e-05,-4.233246631027367e-07,-9.999781111070356e-05,-5.646963338983013e-07,9.999681114259212e-05,5.64690686992562e-07,9.999272936427865e-05,8.466833501348827e-07,-4.999084996001879e-05,-4.233246631027367e-07,9.999781111070356e-05,5.646963338993347e-07,9.999272936427864e-05,8.466833501348828e-07
3,29286.44564625194,0.0,0.9999768253855711,0.002497032512013473,0.9999704673247543,0.005434317166564171,0.0,0.0,1.0,0.0,4.310093118205356e-05,-0.005434063147624485,0.0,0.0,-4.999117149077914e-05,-3.965394983875881e-07,-9.999804670294276e-05,-5.434371509738245e-07,9.999704673247543e-05,5.434317166564171e-07,9.99933724454389e-05,7.931095659637959e-07,-4.999117149077914e-05,-3.965394983875881e-07,9.999804670294276e-05,5.434371509740581e-07,9.99933724454389e-05,7.931095659637957e-07
3,30432.19887107678,0.0,0.9999783198234119,0.002177527784548983,0.999972649176686,0.005229729940097383,0.0,0.0,1.0,0.0,3.873745174056148e-05,-0.005229504709860156,0.0,0.0,-4.999146437802138e-05,-3.703380449924143e-07,-9.999826489031777e-05,-5.22978223740922e-07,9.999726491766861e-05,5.229729940097383e-07,9.999395823716713e-05,7.40703249440914e-07,-4.999146437802138e-05,-3.703380449924143e-07,9.999826489031777e-05,5.229782237409629e-07,9.999395823716713e-05,7.407032494409141e-07
3,31622.77660168334,0.0,0.9999795982292072,0.001861229050885083,0.9999746698391142,0.005032844053682046,0.0,0.0,1.0,0.0,3.469631942735876e-05,-0.005032643906101851,0.0,0.0,-4.999173034747617e-05,-3.4468175299322e-07,-9.999846695858125e-05,-5.032894382119013e-07,9.999746698391143e-05,5.032844053682046e-07,9.9994490190978e-05,6.893872956986935e-07,-4.999173034747617e-05,-3.4468175299322e-07,9.999846695858125e-05,5.032894382134808e-07,9.999449019097798e-05,6.893872956986935e-07
3,32859.93247600607,0.0,0.9999806681361101,0.001547670649366388,0.9999765412197159,0.004843369691625532,0.0,0.0,1.0,0.0,3.095372379430403e-05,-0.004843191324518281,0.0,0.0,-4.999197096628577e-05,-3.195328711961648e-07,-9.999865409851281e-05,-4.843418125316523e-07,9.999765412197159e-05,4.843369691625533e-07,9.999497144123158e-05,6.39086197388467e-07,-4.999197096628577e-05,-3.195328711961648e-07,9.999865409851281e-05,4.843418125314623e-07,9.999497144123158e-05,6.390861973884671e-07
3,34145.48873833552,0.0,0.9999815358487125,0.001236390939684902,0.9999782743465857,0.004661027934941609,0.0,0.0,1.0,0.0,2.748761286241576e-05,-0.00466086840522538,0.0,0.0,-4.999218765221192e-05,-2.948543920464048e-07,-9.99988274129329e-05,-4.661074545220245e-07,9.999782743465858e-05,4.66102793494161e-07,9.999540482358502e-05,5.897259344910282e-07,-4.999218765221192e-05,-2.948543920464048e-07,9.99988274129329e-05,4.66107454521512e-07,9.999540482358501e-05,5.897259344910282e-07
3,35481.33892335703,0.0,0.9999822064801758,0.0009269316256933661,0.9999798794331962,0.004485550352691724,0.0,0.0,1.0,0.0,2.427756330264768e-05,-0.004485407036494011,0.0,0.0,-4.999238168208048e-05,-2.706099975828097e-07,-9.999898792319904e-05,-4.485595208221504e-07,9.999798794331963e-05,4.485550352691724e-07,9.999579289168732e-05,5.412338662187377e-07,-4.999238168208048e-05,-2.706099975828097e-07,9.999898792319904e-05,4.48559520820452e-07,9.999579289168732e-05,5.412338662187379e-07
3,36869.45064519521,0.0,0.999982683982342,0.0006188370829825766,0.9999813659385623,0.004316678608538537,0.0,0.0,1.0,0.0,2.130466019401777e-05,-0.00431654916563965,0.0,0.0,-4.999255419918525e-05,-2.467640063647824e-07,-9.999913657522218e-05,-4.316721775310395e-07,9.999813659385623e-05,4.316678608538538e-07,9.99961379322148e-05,4.935386248622226e-07,-4.999255419918525e-05,-2.467640063647824e-07,9.999913657522218e-05,4.316721775322364e-07,9.99961379322148e-05,4.935386248622226e-07
3,38311.86849557231,0.0,0.9999829711690045,0.0003116536902669525,0.9999827426229632,0.004154164081957876,0.0,0.0,1.0,0.0,1.855138565349119e-05,-0.004154046424097853,0.0,0.0,-4.9992706220095e-05,-2.232813212989361e-07,-9.999927424503893e-05,-4.15420562359381e-07,9.999827426229632e-05,4.154164081957876e-07,9.99964419783351e-05,4.465700114364806e-07,-4.9992706220095e-05,-2.232813212989361e-07,9.999927424503893e-05,4.154205623586135e-07,9.99964419783351e-05,4.465700114364806e-07
3,39810.71705534914,0.0,0.9999830697324831,4.929163626551383e-06,0.9999840175995502,0.003997767503574035,0.0,0.0,1.0,0.0,1.600151568386512e-05,-0.003997659766201827,0.0,0.0,-4.999283864062093e-05,-2.001273782935807e-07,-9.99994017439726e-05,-3.997807481240234e-07,9.999840175995503e-05,3.997767503574035e-07,9.999670682167993e-05,4.002588929828378e-07,-4.999283864062093e-05,-2.001273782935807e-07,9.99994017439726e-05,3.997807481248495e-07,9.999670682167993e-05,4.002588929828379e-07
3,41368.20402388446,0.0,0.999982980253587,-0.0003017881073433642,0.9999851983821453,0.003847258604101636,0.0,0.0,1.0,0.0,1.36400246339628e-05,-0.003847159121191045,0.0,0.0,-4.999295224106942e-05,-1.772680956701131e-07,-9.99995198234129e-05,-3.847297076683964e-07,9.999851983821453e-05,3.847258604101637e-07,9.99969340228953e-05,3.545371013847681e-07,-4.999295224106942e-05,-1.772680956701131e-07,9.99995198234129e-05,3.847297076686474e-07,9.999693402289532e-05,3.545371013847681e-07
3,42986.62347082213,0.0,0.9999827022050385,-0.00060894972242205,0.9999862919295075,0.003702415776395154,0.0,0.0,1.0,0.0,1.145299670998671e-05,-0.003702323057992889,0.0,0.0,-4.999304769086332e-05,-1.546698242611362e-07,-9.999962917924268e-05,-3.702452800562195e-07,9.999862919295075e-05,3.702415776395154e-07,9.999712492083286e-05,3.093373335570839e-07,-4.999304769086332e-05,-1.546698242611362e-07,9.999962917924268e-05,3.702452800554412e-07,9.999712492083287e-05,3.093373335570838e-07
3,44668.35921509565,0.0,0.9999822339483648,-0.0009170079336381564,0.999987304686333,0.003563025750124501,0.0,0.0,1.0,0.0,9.427544018161824e-06,-0.003562938462332008,0.0,0.0,-4.999312555248325e-05,-1.32299298125622e-07,-9.999973045593798e-05,-3.56306138038498e-07,9.999873046863331e-05,3.563025750124501e-07,9.999728064043468e-05,2.645930528693851e-07,-4.999312555248325e-05,-1.32299298125622e-07,9.999973045593798e-05,3.563061380367665e-07,9.999728064043466e-05,2.645930528693852e-07
3,46415.88833612709,0.0,0.9999815727242505,-0.00122641630907564,0.9999882426212257,0.003428883278611916,0.0,0.0,1.0,0.0,7.551730657056594e-06,-0.003428800225735129,0.0,0.0,-4.999318628478439e-05,-1.10123585812371e-07,-9.999982425036519e-05,-3.428917567452339e-07,9.999882426212257e-05,3.428883278611916e-07,9.999740209935935e-05,2.202383916659489e-07,-4.999318628478439e-05,-1.10123585812371e-07,9.999982425036519e-05,3.428917567458206e-07,9.999740209935934e-05,2.20238391665949e-07
3,48231.78482239234,0.0,0.999980714636287,-0.001537630398557552,0.9999891112618648,0.003299790837381742,0.0,0.0,1.0,0.0,5.814502413421056e-06,-0.003299710946011729,0.0,0.0,-4.999323024565405e-05,-8.811004210344375e-08,-9.999991111529774e-05,-3.299823835324622e-07,9.999891112618649e-05,3.299790837381742e-07,9.999749001338737e-05,1.762080547454177e-07,-4.999323024565405e-05,-8.811004210344375e-08,9.999991111529774e-05,3.299823835309545e-07,9.999749001338735e-05,1.762080547454177e-07
3,50118.72336272647,0.0,0.9999796546280248,-0.001851108402156463,0.999989915727575,0.003175558333990545,0.0,0.0,1.0,0.0,4.205621648233238e-06,-0.003175480638803815,0.0,0.0,-4.99932576941628e-05,-6.62262601693552e-08,-9.999999156267321e-05,-3.175590089499192e-07,9.999899157275751e-05,3.175558333990545e-07,9.999754490063766e-05,1.324372236647352e-07,-4.99932576941628e-05,-6.62262601693552e-08,9.999999156267321e-05,3.175590089531568e-07,9.999754490063767e-05,1.324372236647352e-07
3,52079.48328595385,0.0,0.999978386453195,-0.002167311842483323,0.9999906607594895,0.003056002828720374,0.0,0.0,1.0,0.0,2.715606990084805e-06,-0.003055926459810549,0.0,0.0,-4.999326879211868e-05,-4.444002406968654e-08,-0.0001000000660666097,-3.056033388709745e-07,9.999906607594895e-05,3.056002828720374e-07,9.99975670846205e-05,8.88614617327227e-08,-4.999326879211868e-05,-4.444002406968654e-08,0.0001000000660666097,3.056033388728132e-07,9.999756708462051e-05,8.886146173272263e-08
3,54116.95265464555,0.0,0.9999769026389282,-0.002486706241710348,0.9999913507484887,0.002940948265732885,0.0,0.0,1.0,0.0,1.335677481242399e-06,-0.00294087243730589,0.0,0.0,-4.999326360496936e-05,-2.271926153113381e-08,-0.0001000001350661996,-2.940977675211509e-07,9.999913507484886e-05,2.940948265732886e-07,9.99975566961447e-05,4.541661955955417e-08,-4.999326360496936e-05,-2.271926153113381e-08,0.0001000001350661996,2.940977675239353e-07,9.99975566961447e-05,4.54166195595542e-08
3,56234.13251903405,0.0,0.9999751944417453,-0.002809761804288487,0.9999919897610725,0.002830225214296428,0.0,0.0,1.0,0.0,5.770084785375553e-08,-0.002830149214579571,0.0,0.0,-4.999324210216288e-05,-1.031996937342003e-09,-0.000100000198968097,-2.830253516550307e-07,9.999919897610725e-05,2.830225214296428e-07,9.999751367408975e-05,2.038741029108471e-09,-4.999324210216288e-05,-1.031996937342003e-09,0.000100000198968097,2.830253516521967e-07,9.999751367408974e-05,2.038741029108472e-09
3,58434.14133735087,0.0,0.9999732517960727,-0.003136954106325684,0.9999925815633222,0.00272367061971219,0.0,0.0,1.0,0.0,-1.125854410019332e-06,-0.002723593801943786,0.0,0.0,-4.999320415705749e-05,2.065369553611333e-08,-0.0001000002581489138,-2.72369785642157e-07,9.999925815633222e-05,2.72367061971219e-07,9.999743776504828e-05,-4.133603043818975e-08,-4.999320415705749e-05,2.065369553611333e-08,0.0001000002581489138,2.723697856402116e-07,9.999743776504828e-05,-4.133603043818975e-08
3,60720.21956909792,0.0,0.9999710632549695,-0.003468764792598993,0.9999931296430936,0.002621127563578963,0.0,0.0,1.0,0.0,-2.221963390427548e-06,-0.002621049337959568,0.0,0.0,-4.999314954613754e-05,4.236973870740796e-08,-0.000100000312957439,-2.621153774862162e-07,9.999931296430936e-05,2.621127563578962e-07,9.9997328521836e-05,-8.477154546394249e-08,-4.999314954613754e-05,4.236973870740796e-08,0.000100000312957439,2.621153774865311e-07,9.999732852183601e-05,-8.477154546394257e-08
3,63095.73444801835,0.0,0.9999686159227319,-0.003805682282181003,0.9999936372305706,0.002522445033049167,0.0,0.0,1.0,0.0,-3.237085884723114e-06,-0.002522364859548472,0.0,0.0,-4.999307794763264e-05,6.414809916067965e-08,-0.0001000003637166943,-2.522470257462772e-07,9.999936372305706e-05,2.522445033049167e-07,9.999718530086166e-05,-1.283317422632531e-07,-4.999307794763264e-05,6.414809916067965e-08,0.0001000003637166943,2.522470257442946e-07,9.999718530086168e-05,-1.28331742263253e-07
3,65564.18494179688,0.0,0.9999658953789595,-0.004148202483669506,0.9999941073172983,0.002427477698741386,0.0,0.0,1.0,0.0,-4.177204437761621e-06,-0.002427395080666236,0.0,0.0,-4.999298893976212e-05,8.602083406990106e-08,-0.0001000004107258371,-2.427501973531476e-07,9.999941073172984e-05,2.427477698741386e-07,9.999700725833973e-05,-1.72080740300327e-07,-4.999298893976212e-05,8.602083406990106e-08,0.0001000004107258371,2.427501973553023e-07,9.999700725833973e-05,-1.72080740300327e-07
3,68129.20690579507,0.0,0.9999628855936598,-0.004496829521018534,0.9999945426738153,0.002336085700986848,0.0,0.0,1.0,0.0,-5.047859597129855e-06,-0.002336000179226158,0.0,0.0,-4.99928819981052e-05,1.080201381404699e-07,-0.0001000004542619242,-2.33610906182069e-07,9.999945426738153e-05,2.336085700986848e-07,9.99967933453257e-05,-2.160829341792376e-07,-4.99928819981052e-05,1.080201381404699e-07,0.0001000004542619242,2.336109061830194e-07,9.99967933453257e-05,-2.160829341792376e-07
3,70794.57843841269,0.0,0.999959568832875,-0.004852076470978729,0.999994945865977,0.002248134444099079,0.0,0.0,1.0,0.0,-5.854182558889506e-06,-0.002248045591970514,0.0,0.0,-4.999275649261725e-05,1.301783907344087e-07,-0.0001000004945815436,-2.248156925413469e-07,9.999949458659771e-05,2.248134444099079e-07,9.999654230154339e-05,-2.604030879008214e-07,-4.999275649261725e-05,1.301783907344087e-07,0.0001000004945815436,2.248156925420538e-07,9.999654230154339e-05,-2.604030879008215e-07
3,73564.22544596299,0.0,0.9999559255542888,-0.0052144661131657,0.999995319270079,0.002163494398367331,0.0,0.0,1.0,0.0,-6.600925402019719e-06,-0.002163401816998764,0.0,0.0,-4.999261168388974e-05,1.525282032427086e-07,-0.0001000005319223272,-2.163516033340529e-07,9.999953192700791e-05,2.163494398367331e-07,9.99962526479691e-05,-3.051064296166936e-07,-4.999261168388974e-05,1.525282032427086e-07,0.0001000005319223272,2.163516033307734e-07,9.999625264796908e-05,-3.051064296166937e-07
3,76442.22742525882,0.0,0.9999519342921952,-0.005584531693786124,0.9999956650868599,0.002082040909485364,0.0,0.0,1.0,0.0,-7.292489089561762e-06,-0.002081944223671374,0.0,0.0,-4.999244671877873e-05,1.751024667731756e-07,-0.0001000005665043511,-2.082061729830054e-07,9.999956650868599e-05,2.082040909485364e-07,9.999592267812849e-05,-3.502587470114751e-07,-4.999244671877873e-05,1.751024667731756e-07,0.0001000005665043511,2.082061729832611e-07,9.999592267812849e-05,-3.502587470114751e-07
3,79432.8234724269,0.0,0.999947571531153,-0.005962817704063144,0.9999959853544703,0.002003654015137746,0.0,0.0,1.0,0.0,-7.932949401334287e-06,-0.002003552869617863,0.0,0.0,-4.999226062542966e-05,1.97934400216935e-07,-0.0001000005985314324,-2.003674051606619e-07,9.999959853544704e-05,2.003654015137746e-07,9.999555044805544e-05,-3.959264834445281e-07,-4.999226062542966e-05,1.97934400216935e-07,0.0001000005985314324,2.003674051640742e-07,9.999555044805543e-05,-3.959264834445282e-07
3,82540.41852680054,0.0,0.9999428115675975,-0.006349880674414748,0.9999962819604853,0.001928218268476118,0.0,0.0,1.0,0.0,-8.526080950920129e-06,-0.001928112324587316,0.0,0.0,-4.999205230752507e-05,2.210575987611116e-07,-0.0001000006281923305,-1.928237550671841e-07,9.999962819604853e-05,1.928218268476118e-07,9.999513376485485e-05,-4.421768349827433e-07,-4.999205230752507e-05,2.210575987611116e-07,0.0001000006281923305,1.928237550662875e-07,9.999513376485485e-05,-4.421768349827433e-07
3,85769.58985908805,0.0,0.9999376263585776,-0.006746289985451214,0.9999965566530276,0.001855622568227666,0.0,0.0,1.0,0.0,-9.075379428355079e-06,-0.001855511500888654,0.0,0.0,-4.999182053781748e-05,2.445060829120069e-07,-0.0001000006556618594,-1.855641124509644e-07,9.999965566530276e-05,1.855622568227666e-07,9.999467017380061e-05,-4.89077848456256e-07,-4.999182053781748e-05,2.445060829120069e-07,0.0001000006556618594,1.855641124501003e-07,9.99946701738006e-05,-4.890778484562559e-07
3,89125.09381337314,0.0,0.9999319853567566,-0.007152628696870613,0.9999968110510702,0.001785759995187621,0.0,0.0,1.0,0.0,-9.584082199509257e-06,-0.001785643490177151,0.0,0.0,-4.999156395099624e-05,2.683143480969688e-07,-0.0001000006811019181,-1.785777852814086e-07,9.999968110510702e-05,1.785759995187621e-07,9.999415694389563e-05,-5.366985206693462e-07,-4.999156395099624e-05,2.683143480969688e-07,0.0001000006811019181,1.785777852789337e-07,9.999415694389563e-05,-5.366985206693462e-07
3,92611.87281287787,0.0,0.9999258553306908,-0.007569494395343728,0.9999970466539773,0.001718527654856761,0.0,0.0,1.0,0.0,-1.005518738348072e-05,-0.001718405406352146,0.0,0.0,-4.999128103554129e-05,2.925174149086512e-07,-0.0001000007046624444,-1.718544840115244e-07,9.999970466539773e-05,1.718527654856761e-07,9.999359105180743e-05,-5.851088988991582e-07,-4.999128103554129e-05,2.925174149086512e-07,0.0001000007046624444,1.718544840120516e-07,9.999359105180743e-05,-5.851088988991583e-07
3,96235.06263980732,0.0,0.9999192001693435,-0.007997500062492781,0.9999972648503408,0.001653826525993763,0.0,0.0,1.0,0.0,-1.049147152036417e-05,-0.001653698234339475,0.0,0.0,-4.999097012489684e-05,3.171508800610531e-07,-0.0001000007264822989,-1.653843064303162e-07,9.999972648503408e-05,1.653826525993763e-07,9.999296916408639e-05,-6.343801828153307e-07,-4.999097012489684e-05,3.171508800610531e-07,0.0001000007264822989,1.65384306430809e-07,9.999296916408637e-05,-6.343801828153306e-07
3,99999.9999999984,0.0,0.9999119806696956,-0.008437274964080473,0.9999974669261646,0.001591561314860751,0.0,0.0,1.0,0.0,-1.089550593346001e-05,-0.001591426684540191,0.0,0.0,-4.999062938767368e-05,3.422509681217907e-07,-0.0001000007466900834,-1.591577230425356e-07,9.999974669261647e-05,1.591561314860751e-07,9.99922876175629e-05,-6.845848279540282e-07,-4.999062938767368e-05,3.422509681217907e-07,0.0001000007466900834,1.591577230429394e-07,9.999228761756292e-05,-6.845848279540283e-07
3,103912.2303835152,0.0,0.9999041543061945,-0.008889465561537694,0.9999976540724423,0.001531640314948666,0.0,0.0,1.0,0.0,-1.126967188230362e-05,-0.001531499052735044,0.0,0.0,-4.999025681691471e-05,3.678545840886936e-07,-0.0001000007654048983,-1.531655631353823e-07,9.999976540724423e-05,1.531640314948666e-07,9.999154239780768e-05,-7.35796650880265e-07,-4.999025681691471e-05,3.678545840886936e-07,0.0001000007654048983,1.531655631289363e-07,9.99915423978077e-05,-7.357966508802652e-07
3,107977.5162327692,0.0,0.9998956749807177,-0.009354736446969544,0.9999978273921774,0.001473975271976973,0.0,0.0,1.0,0.0,-1.161617459577669e-05,-0.001473827085241835,0.0,0.0,-4.998985021815311e-05,3.939993668772919e-07,-0.0001000007827370451,-1.473990011713333e-07,9.999978273921774e-05,1.473975271976973e-07,9.999072911553136e-05,-7.880909361727709e-07,-4.998985021815311e-05,3.939993668772919e-07,0.0001000007827370451,1.473990011745779e-07,9.999072911553137e-05,-7.880909361727712e-07
3,112201.8454301945,0.0,0.9998864927515728,-0.00983377130278937,0.9999979879068835,0.001418481253969893,0.0,0.0,1.0,0.0,-1.193705626796812e-05,-0.001418325849130078,0.0,0.0,-4.998940719667944e-05,4.207237437869058e-07,-0.0001000007987886763,-1.41849543888739e-07,9.999979879068836e-05,1.418481253969893e-07,9.998984298078409e-05,-8.415445453659292e-07,-4.998940719667944e-05,4.207237437869058e-07,0.0001000007987886763,1.418495438833165e-07,9.99898429807841e-05,-8.415445453659294e-07
3,116591.4401179813,0.0,0.99987655353996,-0.01032727388713925,0.9999981365626052,0.001365076526218687,0.0,0.0,1.0,0.0,-1.223420809334499e-05,-0.001364913607304545,0.0,0.0,-4.998892514339326e-05,4.480669860126634e-07,-0.0001000008136543971,-1.365090177007922e-07,9.999981365626052e-05,1.365076526218687e-07,9.998887877480534e-05,-8.962360279834702e-07,-4.998892514339326e-05,4.480669860126634e-07,0.0001000008136543971,1.365090176984835e-07,9.998887877480533e-05,-8.962360279834701e-07
3,121152.7658628569,0.0,0.999865798812188,-0.01083596904626262,0.9999982742354924,0.001313682430946645,0.0,0.0,1.0,0.0,-1.250938141213684e-05,-0.001313511698276142,0.0,0.0,-4.998840121946818e-05,4.760692652709415e-07,-0.0001000008274218235,-1.313695567745077e-07,9.999982742354923e-05,1.313682430946646e-07,9.998783081936002e-05,-9.522457347986478e-07,-4.998840121946818e-05,4.760692652709415e-07,0.0001000008274218235,1.313695567763967e-07,9.998783081936001e-05,-9.522457347986479e-07
3,125892.5411794147,0.0,0.9998541652357906,-0.01136060375500003,0.9999984017369653,0.001264223271500255,0.0,0.0,1.0,0.0,-1.27641980315969e-05,-0.001264044420445211,0.0,0.0,-4.998783233969156e-05,5.047717116032783e-07,-0.0001000008401720983,-1.264235913733813e-07,9.999984017369654e-05,1.264223271500255e-07,9.998669294338223e-05,-1.009655933455482e-06,-4.998783233969156e-05,5.047717116032783e-07,0.0001000008401720983,1.264235913771842e-07,9.998669294338223e-05,-1.009655933455482e-06
3,130817.7474260173,0.0,0.9998415843075438,-0.0119019481865812,0.9999985198184963,0.001216626200896609,0.0,0.0,1.0,0.0,-1.300015978395025e-05,-0.001216438920728732,0.0,0.0,-4.998721515431931e-05,5.342164724306438e-07,-0.0001000008519803694,-1.216638367135259e-07,9.999985198184963e-05,1.216626200896609e-07,9.998545844673278e-05,-1.068550926585247e-06,-4.998721515431931e-05,5.342164724306438e-07,0.0001000008519803694,1.216638367202763e-07,9.998545844673278e-05,-1.068550926585247e-06
3,135935.6390878503,0.0,0.9998279819512175,-0.01246079681288676,0.9999986291760385,0.001170821114563473,0.0,0.0,1.0,0.0,-1.321865737734326e-05,-0.001170625087369129,0.0,0.0,-4.998654602945962e-05,5.64446772919865e-07,-0.000100000862916233,-1.170832822777745e-07,9.999986291760386e-05,1.170821114563473e-07,9.998412006085949e-05,-1.129017172551763e-06,-4.998654602945962e-05,5.64446772919865e-07,0.000100000862916233,1.170832822765371e-07,9.998412006085949e-05,-1.129017172551763e-06
3,141253.7544622731,0.0,0.999813278082737,-0.0130379695363487,0.9999987304541277,0.001126740547114541,0.0,0.0,1.0,0.0,-1.3420978591945e-05,-0.001126535446768348,0.0,0.0,-4.998582102568039e-05,5.955069777314331e-07,-0.0001000008730441432,-1.126751814628513e-07,9.999987304541277e-05,1.126740547114541e-07,9.998266990613289e-05,-1.191143408958035e-06,-4.998582102568039e-05,5.955069777314331e-07,0.0001000008730441432,1.126751814572429e-07,9.998266990613289e-05,-1.191143408958035e-06
3,146779.9267622045,0.0,0.9997973861402197,-0.0136343128546506,0.9999988242496812,0.001084319573008278,0.0,0.0,1.0,0.0,-1.360831586949328e-05,-0.001084105064196587,0.0,0.0,-4.998503587497899e-05,6.274426542129865e-07,-0.0001000008824237924,-1.084330416151191e-07,9.999988242496813e-05,1.084319573008278e-07,9.998109944560892e-05,-1.255020779045401e-06,-4.998503587497899e-05,6.274426542129865e-07,0.0001000008824237924,1.084330416179862e-07,9.998109944560892e-05,-1.255020779045401e-06
3,152522.2956538993,0.0,0.9997802125761738,-0.01425070105937573,0.9999989111155156,0.001043495710944448,0.0,0.0,1.0,0.0,-1.378177334100636e-05,-0.001043271448230708,0.0,0.0,-4.9984185955608e-05,6.603006371039537e-07,-0.0001000008911104627,-1.043506145798068e-07,9.999989111155156e-05,1.043495710944448e-07,9.997939943495148e-05,-1.320742961114502e-06,-4.9984185955608e-05,6.603006371039537e-07,0.0001000008911104627,1.043506145832737e-07,9.99793994349515e-05,-1.320742961114502e-06
