case,vin,v(in),v(out),v(vcc),i(vcc),ic(q1),ib(q1),i(vin),i(rl)
3,3.125,3.125,2.56601480514385,8.0,-2.549806696218416e-05,2.549806696218408e-05,1.620810903804812e-07,-1.620810903804833e-07,2.56601480514385e-05
3,3.15,3.15,2.590760441314408,8.0,-2.574392143750047e-05,2.574392143750027e-05,1.636829767281954e-07,-1.636829767281966e-07,2.590760441314408e-05
3,3.175,3.175,2.615508412734236,8.0,-2.598979835849793e-05,2.598979835849796e-05,1.652857698880021e-07,-1.652857698880042e-07,2.615508412734237e-05
3,3.2,3.2,2.640258676033516,8.0,-2.623569729357737e-05,2.623569729357712e-05,1.668894677637002e-07,-1.668894677637028e-07,2.640258676033517e-05
3,3.225,3.225,2.665011189034847,8.0,-2.648161782298555e-05,2.648161782298572e-05,1.684940683319368e-07,-1.684940683319372e-07,2.665011189034847e-05
3,3.25,3.25,2.68976591071003,8.0,-2.672755953839461e-05,2.67275595383947e-05,1.70099569640145e-07,-1.700995696401476e-07,2.68976591071003e-05
3,3.275,3.275,2.714522801138802,8.0,-2.697352204248391e-05,2.697352204248408e-05,1.717059698045851e-07,-1.717059698045868e-07,2.714522801138802e-05
3,3.3,3.3,2.739281821469389,8.0,-2.721950494855626e-05,2.721950494855648e-05,1.733132670064782e-07,-1.73313267006482e-07,2.73928182146939e-05
3,3.325,3.325,2.764042933880801,8.0,-2.746550788015455e-05,2.746550788015488e-05,1.749214594913543e-07,-1.749214594913569e-07,2.764042933880801e-05
3,3.35,3.35,2.788806101546768,8.0,-2.771153047071177e-05,2.771153047071175e-05,1.765305455654949e-07,-1.765305455654979e-07,2.788806101546768e-05
3,3.375,3.375,2.813571288601245,8.0,-2.79575723631997e-05,2.795757236319912e-05,1.78140523594622e-07,-1.781405235946228e-07,2.813571288601245e-05
3,3.4,3.4,2.838338460105391,8.0,-2.820363320980672e-05,2.820363320980705e-05,1.797513920016566e-07,-1.797513920016579e-07,2.838338460105391e-05
3,3.425,3.425,2.863107582015954,8.0,-2.844971267162424e-05,2.844971267162418e-05,1.813631492641952e-07,-1.813631492642003e-07,2.863107582015954e-05
3,3.45,3.45,2.887878621154983,8.0,-2.869581041833966e-05,2.869581041833973e-05,1.829757939139993e-07,-1.829757939139997e-07,2.887878621154983e-05
3,3.475,3.475,2.912651545180824,8.0,-2.894192612795578e-05,2.894192612795525e-05,1.845893245341861e-07,-1.84589324534187e-07,2.912651545180824e-05
3,3.5,3.5,2.937426322560303,8.0,-2.91880594865037e-05,2.918805948650386e-05,1.862037397573933e-07,-1.862037397573967e-07,2.937426322560303e-05
3,3.525,3.525,2.962202922542059,8.0,-2.943421018779171e-05,2.943421018779189e-05,1.878190382651678e-07,-1.878190382651712e-07,2.962202922542059e-05
3,3.55,3.55,2.986981315130967,8.0,-2.968037793314032e-05,2.968037793314092e-05,1.894352187850783e-07,-1.894352187850809e-07,2.986981315130968e-05
3,3.575,3.575,3.011761471063599,8.0,-2.992656243114202e-05,2.992656243114139e-05,1.910522800903499e-07,-1.910522800903541e-07,3.011761471063599e-05
3,3.6,3.6,3.036543361784662,8.0,-3.017276339742532e-05,3.017276339742477e-05,1.92670220998218e-07,-1.92670220998218e-07,3.036543361784662e-05
3,3.625,3.625,3.061326959424385,8.0,-3.04189805544362e-05,3.041898055443588e-05,1.942890403671719e-07,-1.942890403671736e-07,3.061326959424385e-05
3,3.65,3.65,3.086112236776795,8.0,-3.066521363121171e-05,3.066521363121116e-05,1.959087370983777e-07,-1.959087370983786e-07,3.086112236776796e-05
3,3.675,3.675,3.110899167278845,8.0,-3.091146236318138e-05,3.09114623631815e-05,1.975293101312774e-07,-1.975293101312766e-07,3.110899167278845e-05
3,3.7,3.7,3.135687724990353,8.0,-3.115772649196595e-05,3.115772649196672e-05,1.991507584448829e-07,-1.991507584448812e-07,3.135687724990353e-05
3,3.725,3.725,3.160477884574725,8.0,-3.140400576518484e-05,3.140400576518537e-05,2.007730810549944e-07,-2.007730810549944e-07,3.160477884574725e-05
3,3.75,3.75,3.185269621280406,8.0,-3.165029993626792e-05,3.165029993626684e-05,2.02396277013948e-07,-2.023962770139455e-07,3.185269621280406e-05
3,3.775,3.775,3.210062910923042,8.0,-3.189660876428378e-05,3.18966087642838e-05,2.040203454092411e-07,-2.040203454092428e-07,3.210062910923042e-05
3,3.8,3.8,3.234857729868317,8.0,-3.214293201376974e-05,3.214293201376974e-05,2.056452853620507e-07,-2.056452853620524e-07,3.234857729868317e-05
3,3.825,3.825,3.259654055015427,8.0,-3.238926945456182e-05,3.238926945456145e-05,2.072710960272083e-07,-2.072710960272117e-07,3.259654055015428e-05
3,3.85,3.85,3.284451863781178,8.0,-3.263562086164209e-05,3.263562086164247e-05,2.088977765914088e-07,-2.088977765914062e-07,3.284451863781178e-05
3,3.875,3.875,3.309251134084666,8.0,-3.288198601498343e-05,3.288198601498418e-05,2.105253262722988e-07,-2.105253262722894e-07,3.309251134084666e-05
3,3.9,3.9,3.334051844332516,8.0,-3.312836469940468e-05,3.312836469940465e-05,2.121537443181568e-07,-2.121537443181568e-07,3.334051844332517e-05
3,3.925,3.925,3.358853973404663,8.0,-3.337475670442663e-05,3.337475670442671e-05,2.137830300068314e-07,-2.137830300068212e-07,3.358853973404664e-05
3,3.95,3.95,3.38365750064065,8.0,-3.362116182413846e-05,3.362116182413764e-05,2.154131826440324e-07,-2.154131826440274e-07,3.38365750064065e-05
3,3.975,3.975,3.408462405826406,8.0,-3.386757985706507e-05,3.386757985706469e-05,2.170442015634374e-07,-2.170442015634314e-07,3.408462405826406e-05
3,4.0,4.0,3.433268669181507,8.0,-3.411401060604297e-05,3.411401060604358e-05,2.186760861264281e-07,-2.186760861264247e-07,3.433268669181507e-05
3,4.025,4.025,3.458076271346879,8.0,-3.436045387809287e-05,3.436045387809285e-05,2.203088357199333e-07,-2.203088357199316e-07,3.45807627134688e-05
3,4.05,4.05,3.482885193372942,8.0,-3.460690948430684e-05,3.460690948430717e-05,2.219424497565263e-07,-2.219424497565246e-07,3.482885193372943e-05
3,4.075,4.075,3.507695416708164,8.0,-3.485337723973213e-05,3.485337723973291e-05,2.235769276737856e-07,-2.235769276737805e-07,3.507695416708164e-05
3,4.100000000000001,4.100000000000001,3.532506923187998,8.0,-3.509985696326275e-05,3.509985696326191e-05,2.252122689327917e-07,-2.2521226893279e-07,3.532506923187998e-05
3,4.125,4.125,3.557319695024225,8.0,-3.534634847753102e-05,3.534634847753093e-05,2.268484730189956e-07,-2.268484730189905e-07,3.557319695024225e-05
3,4.15,4.15,3.582133714794645,8.0,-3.559285160880613e-05,3.559285160880612e-05,2.284855394401088e-07,-2.284855394401003e-07,3.582133714794645e-05
3,4.175,4.175,3.606948965433118,8.0,-3.583936618689609e-05,3.583936618689619e-05,2.301234677264004e-07,-2.301234677263954e-07,3.606948965433118e-05
3,4.2,4.2,3.631765430219944,8.0,-3.608589204505408e-05,3.608589204505401e-05,2.317622574296378e-07,-2.317622574296395e-07,3.631765430219945e-05
3,4.225000000000001,4.225000000000001,3.656583092772571,8.0,-3.633242901987868e-05,3.63324290198791e-05,2.334019081225029e-07,-2.334019081225012e-07,3.656583092772571e-05
3,4.25,4.25,3.681401937036599,8.0,-3.657897695123497e-05,3.657897695123494e-05,2.350424193988815e-07,-2.350424193988789e-07,3.681401937036599e-05
3,4.275,4.275,3.706221947277094,8.0,-3.682553568216083e-05,3.682553568216067e-05,2.366837908714221e-07,-2.366837908714144e-07,3.706221947277095e-05
3,4.3,4.3,3.73104310807018,8.0,-3.707210505878283e-05,3.707210505878258e-05,2.383260221739243e-07,-2.383260221739184e-07,3.73104310807018e-05
3,4.325,4.325,3.755865404294908,8.0,-3.731868493023899e-05,3.731868493023931e-05,2.399691129579163e-07,-2.399691129579146e-07,3.755865404294909e-05
3,4.350000000000001,4.350000000000001,3.780688821125387,8.0,-3.756527514860164e-05,3.756527514860177e-05,2.416130628935949e-07,-2.416130628935889e-07,3.780688821125388e-05
3,4.375,4.375,3.805513344023173,8.0,-3.781187556879673e-05,3.781187556879692e-05,2.432578716700243e-07,-2.432578716700192e-07,3.805513344023174e-05
3,4.4,4.4,3.830338958729895,8.0,-3.805848604853442e-05,3.805848604853476e-05,2.44903538992969e-07,-2.449035389929665e-07,3.830338958729895e-05
3,4.425,4.425,3.855165651260116,8.0,-3.830510644823888e-05,3.83051064482386e-05,2.465500645857974e-07,-2.465500645857898e-07,3.855165651260117e-05
3,4.45,4.45,3.87999340789443,8.0,-3.855173663097362e-05,3.855173663097334e-05,2.481974481885051e-07,-2.481974481884975e-07,3.87999340789443e-05
3,4.475000000000001,4.475000000000001,3.904822215172764,8.0,-3.879837646238258e-05,3.879837646238218e-05,2.498456895576651e-07,-2.498456895576591e-07,3.904822215172764e-05
3,4.5,4.5,3.929652059887887,8.0,-3.904502581062071e-05,3.904502581062042e-05,2.514947884656007e-07,-2.51494788465599e-07,3.929652059887888e-05
3,4.525,4.525,3.954482929079141,8.0,-3.929168454629324e-05,3.929168454629303e-05,2.531447447001581e-07,-2.531447447001522e-07,3.954482929079141e-05
3,4.55,4.55,3.979314810026338,8.0,-3.953835254239587e-05,3.953835254239596e-05,2.547955580642202e-07,-2.547955580642109e-07,3.979314810026338e-05
3,4.575,4.575,4.00414769024386,8.0,-3.978502967425489e-05,3.978502967425407e-05,2.564472283762575e-07,-2.564472283762525e-07,4.004147690243861e-05
3,4.600000000000001,4.600000000000001,4.028981557474943,8.0,-4.00317158194682e-05,4.003171581946762e-05,2.580997554680791e-07,-2.580997554680765e-07,4.028981557474943e-05
3,4.625,4.625,4.053816399686111,8.0,-4.027841085785591e-05,4.027841085785615e-05,2.597531391866115e-07,-2.597531391866073e-07,4.053816399686111e-05
3,4.65,4.65,4.078652205061815,8.0,-4.052511467140217e-05,4.052511467140344e-05,2.6140737939218e-07,-2.614073793921791e-07,4.078652205061815e-05
3,4.675,4.675,4.103488961999187,8.0,-4.077182714420664e-05,4.077182714420723e-05,2.630624759586334e-07,-2.630624759586317e-07,4.103488961999187e-05
3,4.7,4.7,4.128326659102993,8.0,-4.101854816242895e-05,4.101854816242904e-05,2.647184287731155e-07,-2.647184287731129e-07,4.128326659102994e-05
3,4.725000000000001,4.725000000000001,4.153165285180703,8.0,-4.126527761423842e-05,4.126527761423912e-05,2.663752377355621e-07,-2.663752377355579e-07,4.153165285180703e-05
3,4.75,4.75,4.178004829237723,8.0,-4.151201538978022e-05,4.151201538978046e-05,2.680329027584265e-07,-2.680329027584239e-07,4.178004829237723e-05
3,4.775,4.775,4.202845280472769,8.0,-4.175876138112072e-05,4.175876138112051e-05,2.6969142376683e-07,-2.696914237668266e-07,4.202845280472769e-05
3,4.800000000000001,4.800000000000001,4.227686628273351,8.0,-4.200551548219026e-05,4.200551548218987e-05,2.71350800697457e-07,-2.713508006974553e-07,4.227686628273351e-05
3,4.825,4.825,4.252528862211421,8.0,-4.225227758876578e-05,4.225227758876518e-05,2.730110334993847e-07,-2.730110334993796e-07,4.252528862211422e-05
3,4.850000000000001,4.850000000000001,4.27737197203913,8.0,-4.249904759840752e-05,4.249904759840693e-05,2.746721221326051e-07,-2.746721221325992e-07,4.27737197203913e-05
3,4.875,4.875,4.302215947684688,8.0,-4.274582541042259e-05,4.274582541042214e-05,2.763340665686368e-07,-2.763340665686335e-07,4.302215947684688e-05
3,4.9,4.9,4.32706077924838,8.0,-4.29926109258346e-05,4.299261092583512e-05,2.779968667899522e-07,-2.779968667899522e-07,4.327060779248381e-05
3,4.925000000000001,4.925000000000001,4.351906456998666,8.0,-4.323940404733252e-05,4.323940404733323e-05,2.796605227901223e-07,-2.79660522790118e-07,4.351906456998667e-05
3,4.95,4.95,4.376752971368391,8.0,-4.348620467924461e-05,4.348620467924561e-05,2.813250345729917e-07,-2.813250345729866e-07,4.376752971368391e-05
3,4.975000000000001,4.975000000000001,4.401600312951127,8.0,-4.373301272748986e-05,4.373301272748969e-05,2.82990402152284e-07,-2.829904021522798e-07,4.401600312951127e-05
3,5.0,5.0,4.426448472497573,8.0,-4.397982809955202e-05,4.397982809955154e-05,2.846566255530046e-07,-2.846566255530021e-07,4.426448472497574e-05
