case,time,v(b),v(plus),v(sum),v(vn),v(a),v(out),v(vp),i(vp),i(v1),i(r1),i(rf),i(r3),i(vn),i(v2),i(r2)
2,0.003031500000000136,2.0,1.009826485598385,1.009816637427537,-12.0,2.019663069461626,0.01964337302144973,12.0,-0.001099077571797039,-0.0001009836583863241,9.901833625724626e-05,-9.901732644060879e-05,0.0001009826485598385,0.001198097104894385,-9.901833625724626e-05,0.0001009836583863241
2,0.003032500000000137,2.0,1.010134314096297,1.010124477875079,-12.0,2.020278729535735,0.02025905699493617,12.0,-0.001099092190402033,-0.0001010144415439438,9.898755221249212e-05,-9.898654208801428e-05,0.0001010134314096297,0.001198080945934543,-9.898755221249214e-05,0.0001010144415439438
2,0.0030335000000001368,2.0,1.010441742311451,1.010431918428218,-12.0,2.020893589040325,0.02087394117561965,12.0,-0.001099106786929911,-0.0001010451846728874,9.895680815717826e-05,-9.89557977252598e-05,0.0001010441742311451,0.001198064804878604,-9.895680815717823e-05,0.0001010451846728874
2,0.003034500000000137,2.0,1.010748758107107,1.010738946949728,-12.0,2.021507623701795,0.02148800128892574,12.0,-0.001099121360816642,-0.0001010758865594688,9.892610530502721e-05,-9.892509456608022e-05,0.0001010748758107107,0.00119804868237601,-9.892610530502724e-05,0.0001010758865594688
2,0.003035500000000137,2.0,1.011055349362807,1.011045551318649,-12.0,2.022120809279109,0.02210121309281126,12.0,-0.001099135911499442,-0.0001011065459916302,9.889544486813511e-05,-9.889443382258378e-05,0.0001011055349362807,0.001198032579075815,-9.889544486813514e-05,0.0001011065459916301
2,0.003036500000000137,2.0,1.011361503974854,1.011351719430765,-12.0,2.022733121564749,0.02271355237872474,12.0,-0.001099150438416788,-0.0001011371617589894,9.886482805692349e-05,-9.886381670520404e-05,0.0001011361503974854,0.001198016495626663,-9.886482805692349e-05,0.0001011371617589894
2,0.0030375000000001373,2.0,1.011667209856788,1.011657439199084,-12.0,2.023344536385674,0.02332499497255917,12.0,-0.001099164941008439,-0.0001011677326528887,9.883425608009164e-05,-9.883324442265245e-05,0.0001011667209856788,0.001198000432676758,-9.883425608009163e-05,0.0001011677326528887
2,0.003038500000000137,2.0,1.011972454939863,1.011962698554312,-12.0,2.023955029604276,0.02393551673560968,12.0,-0.001099179418715457,-0.0001011982574664413,9.880373014456881e-05,-9.880271818187024e-05,0.0001011972454939863,0.001197984390873837,-9.880373014456881e-05,0.0001011982574664413
2,0.003039500000000138,2.0,1.012277227173527,1.012267485445333,-12.0,2.024564577119326,0.02454509356551993,12.0,-0.001099193870980228,-0.0001012287349945799,9.877325145546674e-05,-9.877223918798128e-05,0.0001012277227173527,0.001197968370865143,-9.877325145546674e-05,0.0001012287349945799
2,0.003040500000000138,2.0,1.012581514525894,1.012571787839682,-12.0,2.025173154866934,0.02515370139724262,12.0,-0.001099208297246479,-0.000101259164034104,9.874282121603182e-05,-9.874180864424393e-05,0.0001012581514525894,0.001197952373297398,-9.874282121603182e-05,0.000101259164034104
2,0.003041500000000138,2.0,1.01288530498422,1.012875593724021,-12.0,2.025780738821489,0.02576131620398042,12.0,-0.001099222696959298,-0.000101289543383727,9.871244062759786e-05,-9.87114277520041e-05,0.000101288530498422,0.001197936398816771,-9.871244062759783e-05,0.000101289543383727
2,0.003042500000000138,2.0,1.013188586555377,1.013178891104616,-12.0,2.026387304996621,0.02636791399814321,12.0,-0.001099237069565156,-0.0001013198718441243,9.86821108895384e-05,-9.868109771064728e-05,0.0001013188586555377,0.001197920448068853,-9.86821108895384e-05,0.0001013198718441243
2,0.003043500000000138,2.0,1.01349134726633,1.013481668007804,-12.0,2.026992829446133,0.02697347083228861,12.0,-0.001099251414511926,-0.0001013501482179803,9.86518331992196e-05,-9.865081971755154e-05,0.000101349134726633,0.001197904521698631,-9.86518331992196e-05,0.0001013501482179803
2,0.0030445000000001382,2.0,1.013793575164603,1.013783912480472,-12.0,2.027597288264958,0.0275779628000682,12.0,-0.001099265731248899,-0.0001013803713100355,9.862160875195283e-05,-9.862059496804036e-05,0.0001013793575164603,0.001197888620350457,-9.862160875195283e-05,0.0001013803713100355
2,0.003045500000000138,2.0,1.014095258318756,1.014085612590524,-12.0,2.028200657590096,0.02818136603717455,12.0,-0.00109928001922681,-0.000101410539927134,9.859143874094759e-05,-9.859042465533497e-05,0.0001014095258318756,0.001197872744668021,-9.859143874094756e-05,0.000101410539927134
2,0.003046500000000138,2.0,1.014396384818856,1.014386756427359,-12.0,2.02880291360156,0.02878365672228283,12.0,-0.001099294277897848,-0.0001014406528782705,9.856132435726409e-05,-9.856030997050764e-05,0.0001014396384818856,0.001197856895294326,-9.85613243572641e-05,0.0001014406528782705
2,0.003047500000000139,2.0,1.014696942776943,1.014687332102332,-12.0,2.029404032523314,0.02938481107798618,12.0,-0.001099308506715685,-0.0001014707089746371,9.853126678976676e-05,-9.853025210243462e-05,0.0001014696942776943,0.001197841072871655,-9.853126678976679e-05,0.0001014707089746371
2,0.0030485000000001388,2.0,1.014996920327504,1.014987327749231,-12.0,2.03000399062421,0.02998480537173961,12.0,-0.001099322705135485,-0.0001015007070296707,9.850126722507689e-05,-9.850025223774916e-05,0.0001014996920327504,0.001197825278041545,-9.850126722507689e-05,0.0001015007070296707
2,0.003049500000000139,2.0,1.015296305627938,1.015286731524741,-12.0,2.030602764218933,0.03058361591679722,12.0,-0.001099336872613931,-0.0001015306458590995,9.847132684752592e-05,-9.847031156079437e-05,0.0001015296305627938,0.001197809511444762,-9.847132684752589e-05,0.0001015306458590995
2,0.003050500000000139,2.0,1.015595086859028,1.015585531608914,-12.0,2.031200329668924,0.03118121907314311,12.0,-0.001099351008609242,-0.0001015605242809897,9.844144683910866e-05,-9.844043125357705e-05,0.0001015595086859028,0.001197793773721268,-9.844144683910863e-05,0.0001015605242809897
2,0.003051500000000139,2.0,1.015893252225401,1.015883716205634,-12.0,2.031796663383324,0.03177759124842967,12.0,-0.001099365112581185,-0.0001015903411157923,9.841162837943665e-05,-9.841061249572039e-05,0.0001015893252225401,0.001197778065510197,-9.841162837943662e-05,0.0001015903411157923
2,0.0030525000000001393,2.0,1.016190789955999,1.016181273543083,-12.0,2.032391741819898,0.03237270889890178,12.0,-0.001099379183991105,-0.0001016200951863899,9.83818726456917e-05,-9.838085646441813e-05,0.0001016190789955999,0.001197762387449825,-9.838187264569167e-05,0.0001016200951863899
2,0.003053500000000139,2.0,1.016487688304542,1.016478191874208,-12.0,2.032985541485968,0.03296654853033558,12.0,-0.001099393222301932,-0.0001016497853181426,9.835218081257918e-05,-9.835116433438728e-05,0.0001016487688304542,0.001197746740177542,-9.835218081257918e-05,0.0001016497853181426
2,0.00305450000000014,2.0,1.016783935549992,1.016774459477181,-12.0,2.033578038939341,0.03355908669895778,12.0,-0.001099407226978208,-0.0001016794103389348,9.832255405228186e-05,-9.832153727782237e-05,0.0001016783935549992,0.001197731124329825,-9.832255405228186e-05,0.0001016794103389348
2,0.00305550000000014,2.0,1.017079519997015,1.017070064655865,-12.0,2.034169210789231,0.03415030001237771,12.0,-0.001099421197486099,-0.0001017089690792216,9.829299353441346e-05,-9.829197646434878e-05,0.0001017079519997015,0.001197715540542206,-9.829299353441346e-05,0.0001017089690792216
2,0.00305650000000014,2.0,1.017374429976443,1.017364995740274,-12.0,2.034759033697186,0.03474016513050496,12.0,-0.001099435133293417,-0.0001017384603720743,9.826350042597264e-05,-9.826248306097688e-05,0.0001017374429976443,0.001197699989449255,-9.826350042597264e-05,0.0001017384603720743
2,0.00305750000000014,2.0,1.017668653845734,1.017659241087032,-12.0,2.035347484378008,0.03532865876647443,12.0,-0.001099449033869638,-0.0001017678830532273,9.823407589129682e-05,-9.823305823205574e-05,0.0001017668653845735,0.001197684471684533,-9.823407589129682e-05,0.0001017678830532273
2,0.00305850000000014,2.0,1.017962179989435,1.017952789079838,-12.0,2.035934539600671,0.03591575768756648,12.0,-0.001099462898685913,-0.0001017972359611236,9.820472109201624e-05,-9.820370313922712e-05,0.0001017962179989435,0.001197668987880584,-9.820472109201624e-05,0.0001017972359611236
2,0.0030595000000001402,2.0,1.018254996819636,1.018245628129919,-12.0,2.036520176189241,0.03650143871611976,12.0,-0.0010994767272151,-0.0001018265179369605,9.817543718700807e-05,-9.817441894137996e-05,0.0001018254996819636,0.001197653538668895,-9.817543718700807e-05,0.0001018265179369604
2,0.0030605000000001404,2.0,1.01854709277643,1.018537746676492,-12.0,2.037104371023787,0.03708567873045071,12.0,-0.001099490518931765,-0.0001018557278247358,9.814622533235083e-05,-9.814520679460411e-05,0.000101854709277643,0.001197638124679867,-9.814622533235085e-05,0.0001018557278247358
2,0.00306150000000014,2.0,1.018838456328367,1.018829133187215,-12.0,2.037687101041298,0.03766845466576293,12.0,-0.00109950427331221,-0.0001018848644712931,9.811708668127846e-05,-9.811606785214526e-05,0.0001018838456328367,0.001197622746542797,-9.811708668127848e-05,0.0001018848644712931
2,0.003062500000000141,2.0,1.019129075972915,1.01911977615865,-12.0,2.038268343236591,0.03824974351506139,12.0,-0.001099517989834489,-0.0001019139267263675,9.808802238413502e-05,-9.808700326435886e-05,0.0001019129075972915,0.001197607404885837,-9.808802238413502e-05,0.0001019139267263675
2,0.0030635000000001408,2.0,1.019418940236908,1.019409664116708,-12.0,2.038848074663218,0.03882952233005802,12.0,-0.001099531667978423,-0.000101942913442631,9.805903358832917e-05,-9.805801417866504e-05,0.0001019418940236908,0.001197592100335976,-9.805903358832917e-05,0.000101942913442631
2,0.003064500000000141,2.0,1.019708037677,1.01969878561711,-12.0,2.039426272434377,0.03940776822207646,12.0,-0.001099545307225618,-0.0001019718234757377,9.8030121438289e-05,-9.802910173950336e-05,0.0001019708037677,0.001197576833519007,-9.8030121438289e-05,0.0001019718234757377
2,0.003065500000000141,2.0,1.019996356880119,1.019987129245833,-12.0,2.040002913723808,0.03998445836295925,12.0,-0.001099558907059482,-0.0001020006556843688,9.800128707541667e-05,-9.800026708828741e-05,0.0001019996356880119,0.001197561605059501,-9.800128707541667e-05,0.0001020006556843688
2,0.003066500000000141,2.0,1.020283886463918,1.020274683619566,-12.0,2.040577975766701,0.04055956998596861,12.0,-0.001099572466965243,-0.0001020294089302783,9.797253163804338e-05,-9.797151136335975e-05,0.0001020283886463918,0.001197546415580778,-9.797253163804338e-05,0.0001020294089302783
2,0.0030675000000001413,2.0,1.02057061507722,1.020561437386153,-12.0,2.041151435860591,0.04113308038668034,12.0,-0.001099585986429964,-0.0001020580820783371,9.79438562613847e-05,-9.794283569994729e-05,0.000102057061507722,0.001197531265704876,-9.794385626138467e-05,0.0001020580820783371
2,0.003068500000000141,2.0,1.020856531400471,1.020847379225048,-12.0,2.041723271366257,0.04170496692388879,12.0,-0.001099599464942562,-0.0001020866739965786,9.791526207749519e-05,-9.791424123011593e-05,0.0001020856531400471,0.001197516156052529,-9.791526207749519e-05,0.0001020866739965786
2,0.003069500000000142,2.0,1.021141624146185,1.021132497847755,-12.0,2.042293459708611,0.04227520702048968,12.0,-0.001099612901993822,-0.0001021151835562427,9.788675021522446e-05,-9.788572908272658e-05,0.0001021141624146185,0.001197501087243136,-9.788675021522446e-05,0.0001021151835562427
2,0.003070500000000142,2.0,1.021425882059386,1.021416781998281,-12.0,2.042861978377593,0.04284377816438165,12.0,-0.001099626297076416,-0.0001021436096318207,9.785832180017192e-05,-9.785730038338992e-05,0.0001021425882059387,0.001197486059894727,-9.785832180017192e-05,0.0001021436096318207
2,0.003071500000000142,2.0,1.021709293918061,1.021700220453573,-12.0,2.043428804929061,0.04341065790934993,12.0,-0.001099639649684918,-0.0001021719511011,9.782997795464275e-05,-9.782895625442227e-05,0.0001021709293918061,0.001197471074623949,-9.782997795464275e-05,0.0001021719511011
2,0.003072500000000142,2.0,1.021991848533593,1.021982802023966,-12.0,2.043993916985671,0.04397582387595168,12.0,-0.001099652959315819,-0.0001022002068452078,9.780171979760345e-05,-9.78006978148014e-05,0.0001021991848533593,0.001197456132046021,-9.780171979760346e-05,0.0001022002068452078
2,0.003073500000000142,2.0,1.022273534751211,1.022264515553624,-12.0,2.04455729223777,0.04453925375240278,12.0,-0.001099666225467547,-0.0001022283757486559,9.777354844463765e-05,-9.77725261801221e-05,0.0001022273534751211,0.001197441232774721,-9.777354844463765e-05,0.0001022283757486559
2,0.0030745000000001422,2.0,1.022554341450425,1.022545349920978,-12.0,2.045118908444264,0.04510092529545646,12.0,-0.001099679447640478,-0.0001022564566993839,9.774546500790216e-05,-9.77444424625522e-05,0.0001022554341450425,0.001197426377422349,-9.774546500790213e-05,0.0001022564566993839
2,0.0030755000000001424,2.0,1.022834257545467,1.022825294039171,-12.0,2.04567874343351,0.04566081633128248,12.0,-0.001099692625336956,-0.0001022844485888043,9.771747059608292e-05,-9.771644777078884e-05,0.0001022834257545467,0.001197411566599701,-9.771747059608292e-05,0.0001022844485888043
2,0.003076500000000142,2.0,1.023113271985729,1.023104336856486,-12.0,2.046236775104179,0.04621890475634054,12.0,-0.001099705758061308,-0.0001023123503118449,9.76895663143514e-05,-9.768854321001456e-05,0.0001023113271985729,0.001197396800916041,-9.768956631435142e-05,0.0001023123503118449
2,0.003077500000000143,2.0,1.023391373756199,1.023382467356791,-12.0,2.046792981426136,0.04677516853825626,12.0,-0.001099718845319859,-0.0001023401607669937,9.76617532643209e-05,-9.766072988185348e-05,0.0001023391373756199,0.001197382080979076,-9.76617532643209e-05,0.0001023401607669937
2,0.0030785000000001428,2.0,1.023668551877896,1.02365967455997,-12.0,2.04734734044131,0.04732958571668659,12.0,-0.001099731886620944,-0.0001023678788563415,9.763403254400297e-05,-9.763300888432839e-05,0.0001023668551877896,0.001197367407394924,-9.763403254400297e-05,0.0001023678788563415
2,0.003079500000000143,2.0,1.0239447954083,1.023935947522358,-12.0,2.047899830264555,0.04788213440419167,12.0,-0.001099744881474933,-0.0001023955034856255,9.760640524776419e-05,-9.760538131181666e-05,0.00010239447954083,0.001197352780768087,-9.760640524776419e-05,0.0001023955034856255
2,0.003080500000000143,2.0,1.024220093441792,1.024211275337171,-12.0,2.048450429084518,0.04843279278709577,12.0,-0.001099757829394235,-0.0001024230335642727,9.75788724662829e-05,-9.757784825500753e-05,0.0001024220093441792,0.001197338201701429,-9.75788724662829e-05,0.0001024230335642727
2,0.003081500000000143,2.0,1.024494435110075,1.024485647134938,-12.0,2.048999115164502,0.04898153912634742,12.0,-0.001099770729893323,-0.0001024504680054427,9.755143528650621e-05,-9.755041080085905e-05,0.0001024494435110075,0.001197323670796134,-9.755143528650621e-05,0.0001024504680054427
2,0.0030825000000001433,2.0,1.024767809582612,1.024759052083931,-12.0,2.049545866843319,0.04952835175838233,12.0,-0.001099783582488741,-0.0001024778057260708,9.752409479160693e-05,-9.752307003255484e-05,0.0001024767809582612,0.001197309188651696,-9.752409479160693e-05,0.0001024778057260708
2,0.003083500000000143,2.0,1.025040206067044,1.025031479390589,-12.0,2.050090662536149,0.05007320909597298,12.0,-0.001099796386699127,-0.0001025050456469105,9.749685206094108e-05,-9.749582702946163e-05,0.0001025040206067044,0.001197294755865878,-9.749685206094108e-05,0.0001025050456469105
2,0.003084500000000144,2.0,1.025311613809626,1.025302918299951,-12.0,2.050633480735391,0.05061608962908475,12.0,-0.001099809142045219,-0.0001025321866925765,9.746970817000493e-05,-9.74686828670866e-05,0.0001025311613809626,0.001197280373034693,-9.746970817000491e-05,0.0001025321866925765
2,0.003085500000000144,2.0,1.025582022095646,1.025573358096072,-12.0,2.051174300011512,0.05115697192572426,12.0,-0.001099821848049879,-0.0001025592277915867,9.744266419039285e-05,-9.744163861703473e-05,0.0001025582022095646,0.001197266040752367,-9.744266419039285e-05,0.0001025592277915867
2,0.003086500000000144,2.0,1.025851420249845,1.025842788102452,-12.0,2.051713099013893,0.05169583463278461,12.0,-0.0010998345042381,-0.0001025861678764048,9.741572118975484e-05,-9.74146953469667e-05,0.0001025851420249845,0.001197251759611319,-9.741572118975486e-05,0.0001025861678764048
2,0.003087500000000144,2.0,1.026119797636847,1.026111197682455,-12.0,2.052249856471672,0.0522326564768877,12.0,-0.001099847110137024,-0.0001026130058834824,9.738888023175448e-05,-9.738785412055676e-05,0.0001026119797636847,0.001197237530202132,-9.738888023175449e-05,0.0001026130058834824
2,0.003088500000000144,2.0,1.026387143661573,1.026378576239732,-12.0,2.052784551194583,0.05276741626522674,12.0,-0.001099859665275957,-0.000102639740753301,9.736214237602679e-05,-9.736111599745054e-05,0.0001026387143661573,0.001197223353113524,-9.736214237602679e-05,0.000102639740753301
2,0.003089500000000144,2.0,1.026653447769659,1.026644913218635,-12.0,2.053317162073796,0.05330009288640294,12.0,-0.001099872169186381,-0.0001026663714304137,9.73355086781365e-05,-9.733448203322322e-05,0.0001026653447769659,0.001197209228932322,-9.733550867813648e-05,0.0001026663714304137
2,0.0030905000000001443,2.0,1.026918699447874,1.026910198104636,-12.0,2.053847668082743,0.05383066531125261,12.0,-0.001099884621401974,-0.0001026928968634869,9.730898018953644e-05,-9.73079532793383e-05,0.0001026918699447874,0.00119719515824343,-9.730898018953644e-05,0.0001026928968634869
2,0.003091500000000144,2.0,1.027182888224536,1.027174420424741,-12.0,2.054376048277955,0.0543591125936866,12.0,-0.001099897021458615,-0.0001027193160053419,9.728255795752592e-05,-9.728153078310542e-05,0.0001027182888224536,0.001197181141629808,-9.728255795752589e-05,0.0001027193160053419
2,0.003092500000000145,2.0,1.027446003669926,1.027437569747906,-12.0,2.054902281799889,0.05488541387150991,12.0,-0.001099909368894403,-0.0001027456278129963,9.725624302520942e-05,-9.725521558763961e-05,0.0001027446003669926,0.001197167179672443,-9.725624302520942e-05,0.0001027456278129963
2,0.0030935000000001447,2.0,1.027708035396695,1.027699635685446,-12.0,2.055426347873745,0.0554095483672504,12.0,-0.001099921663249675,-0.000102771831247705,9.723003643145536e-05,-9.72290087318196e-05,0.0001027708035396695,0.001197153272950316,-9.723003643145533e-05,0.000102771831247705
2,0.003094500000000145,2.0,1.027968973060281,1.027960607891448,-12.0,2.055948225810292,0.05593149538897463,12.0,-0.001099933904067009,-0.0001027979252750012,9.720393921085522e-05,-9.720291125024732e-05,0.0001027968973060281,0.001197139422040384,-9.720393921085522e-05,0.0001027979252750012
2,0.003095500000000145,2.0,1.02822880635931,1.028220476063174,-12.0,2.056467895006683,0.05645123433110873,12.0,-0.001099946090891251,-0.0001028239088647374,9.717795239368262e-05,-9.717692417320652e-05,0.000102822880635931,0.001197125627517546,-9.717795239368263e-05,0.0001028239088647373
2,0.003096500000000145,2.0,1.028487525036008,1.028479229941474,-12.0,2.056985334947267,0.05696874467524862,12.0,-0.001099958223269514,-0.0001028497809911259,9.715207700585256e-05,-9.715104852662259e-05,0.0001028487525036008,0.001197111889954618,-9.715207700585256e-05,0.0001028497809911259
2,0.0030975000000001453,2.0,1.028745118876607,1.028736859311189,-12.0,2.057500525204402,0.05748400599097155,12.0,-0.001099970300751205,-0.0001028755406327796,9.712631406888108e-05,-9.712528533202177e-05,0.0001028745118876607,0.001197098209922305,-9.712631406888108e-05,0.0001028755406327796
2,0.003098500000000145,2.0,1.029001577711741,1.028993354001553,-12.0,2.058013445439259,0.05799699793664499,12.0,-0.001099982322888031,-0.0001029011867727518,9.710066459984475e-05,-9.709963560649075e-05,0.0001029001577711741,0.001197084587989176,-9.710066459984476e-05,0.0001029011867727518
2,0.003099500000000145,2.0,1.029256891416855,1.029248703886592,-12.0,2.058524075402625,0.058507700260224,12.0,-0.00109999428923401,-0.000102926718398577,9.707512961134077e-05,-9.707410036263683e-05,0.0001029256891416855,0.001197071024721636,-9.707512961134077e-05,0.000102926718398577
2,0.003100500000000146,2.0,1.029511049912602,1.029502898885533,-12.0,2.059032394935703,0.05901609280005393,12.0,-0.001100006199345493,-0.0001029521345023101,9.704971011144675e-05,-9.704868060854787e-05,0.0001029511049912602,0.001197057520683898,-9.704971011144672e-05,0.0001029521345023101
2,0.003101500000000146,2.0,1.029764043165239,1.029755928963191,-12.0,2.059538383970909,0.05952215548567075,12.0,-0.001100018052781167,-0.0001029774340805671,9.702440710368095e-05,-9.702337734775199e-05,0.0001029764043165239,0.001197044076437958,-9.702440710368095e-05,0.0001029774340805671
2,0.003102500000000146,2.0,1.030015861187025,1.030007784130371,-12.0,2.060042022532662,0.06002586833858415,12.0,-0.001100029849102075,-0.0001030026161345637,9.699922158696286e-05,-9.699819157917873e-05,0.0001030015861187025,0.001197030692543569,-9.699922158696286e-05,0.0001030026161345637
2,0.003103500000000146,2.0,1.030266494036616,1.030258454444264,-12.0,2.060543290738173,0.06052721147307328,12.0,-0.001100041587871624,-0.0001030276796701557,9.697415455557358e-05,-9.697312429711911e-05,0.0001030266494036616,0.00119701736955821,-9.697415455557358e-05,0.0001030276796701557
2,0.003104500000000146,2.0,1.030515931819457,1.030507930008836,-12.0,2.061042168798233,0.06102616509697115,12.0,-0.001100053268655604,-0.0001030526236978776,9.694920699911645e-05,-9.694817649118645e-05,0.0001030515931819458,0.001197004108037061,-9.694920699911647e-05,0.0001030526236978776
2,0.0031055000000001463,2.0,1.030764164688171,1.030756200975215,-12.0,2.06153863701799,0.06152270951244082,12.0,-0.00110006489102219,-0.0001030774472329818,9.692437990247846e-05,-9.692334914627745e-05,0.0001030764164688171,0.001196990908532983,-9.692437990247846e-05,0.0001030774472329819
2,0.003106500000000146,2.0,1.03101118284295,1.031003257542093,-12.0,2.062032675797728,0.06201682511676081,12.0,-0.001100076454541966,-0.0001031021492954778,9.689967424579075e-05,-9.689864324253319e-05,0.000103101118284295,0.001196977771596482,-9.689967424579075e-05,0.0001031021492954778
2,0.003107500000000147,2.0,1.031256976531938,1.031249089956096,-12.0,2.062524265633642,0.0625084924030915,12.0,-0.00110008795878793,-0.0001031267289101704,9.687509100439042e-05,-9.687405975530043e-05,0.0001031256976531938,0.001196964697775687,-9.687509100439042e-05,0.0001031267289101704
2,0.0031085000000001467,2.0,1.031501536051624,1.031493688512183,-12.0,2.063013387118608,0.06299769196125234,12.0,-0.001100099403335508,-0.0001031511851066985,9.685063114878166e-05,-9.684959965509311e-05,0.0001031501536051624,0.001196951687616326,-9.685063114878166e-05,0.0001031511851066985
2,0.003109500000000147,2.0,1.031744851747215,1.031737043554023,-12.0,2.063500020942947,0.06348440447848111,12.0,-0.001100110787762566,-0.0001031755169195733,9.682629564459775e-05,-9.682526390755414e-05,0.0001031744851747215,0.001196938741661695,-9.682629564459775e-05,0.0001031755169195733
2,0.003110500000000147,2.0,1.031986914013024,1.031979145474373,-12.0,2.063984147895189,0.0639686107402013,12.0,-0.001100122111649426,-0.0001031997233882165,9.680208545256268e-05,-9.680105347341719e-05,0.0001031986914013024,0.001196925860452634,-9.680208545256268e-05,0.0001031997233882165
2,0.003111500000000147,2.0,1.032227713292848,1.032219984715465,-12.0,2.06446574886283,0.06445029163077784,12.0,-0.001100133374578867,-0.0001032238035569982,9.677800152845348e-05,-9.677696930846873e-05,0.0001032227713292848,0.001196913044527503,-9.677800152845347e-05,0.0001032238035569981
2,0.0031125000000001473,2.0,1.032467240080344,1.032459551769379,-12.0,2.064944804833089,0.06492942813427532,12.0,-0.001100144576136152,-0.0001032477564752745,9.675404482306213e-05,-9.675301236351034e-05,0.0001032467240080344,0.001196900294422154,-9.675404482306212e-05,0.0001032477564752745
2,0.003113500000000147,2.0,1.032705484919403,1.032697837178416,-12.0,2.065421296893656,0.06540600133520467,12.0,-0.001100155715909025,-0.0001032715811974253,9.673021628215837e-05,-9.672918358432117e-05,0.0001032705484919403,0.001196887610669902,-9.673021628215837e-05,0.0001032715811974253
2,0.003114500000000147,2.0,1.032942438404528,1.032934831535478,-12.0,2.065895206233441,0.06587999241927217,12.0,-0.001100166793487735,-0.0001032952767828913,9.67065168464522e-05,-9.67054839116206e-05,0.0001032942438404529,0.001196874993801507,-9.67065168464522e-05,0.0001032952767828913
2,0.003115500000000148,2.0,1.033178091181202,1.033170525484432,-12.0,2.066366514143315,0.06635138267412004,12.0,-0.001100177808465035,-0.0001033188422962114,9.668294745155676e-05,-9.668191428103123e-05,0.0001033178091181202,0.00119686244434514,-9.668294745155672e-05,0.0001033188422962114
2,0.003116500000000148,2.0,1.033412433946254,1.033404909720486,-12.0,2.066835202016848,0.0668201534900694,12.0,-0.001100188760436206,-0.0001033422768070594,9.66595090279514e-05,-9.665847562304167e-05,0.0001033412433946255,0.001196849962826365,-9.66595090279514e-05,0.0001033422768070594
2,0.003117500000000148,2.0,1.033645457448235,1.03363797499055,-12.0,2.067301251351046,0.0672862863608508,12.0,-0.001100199648999057,-0.000103365579390281,9.663620250094496e-05,-9.663516886296997e-05,0.0001033645457448236,0.001196837549768106,-9.663620250094498e-05,0.000103365579390281
2,0.003118500000000148,2.0,1.033877152487777,1.033869712093608,-12.0,2.067764643747079,0.06774976288433701,12.0,-0.001100210473753947,-0.0001033887491259302,9.66130287906392e-05,-9.661199492092711e-05,0.0001033877152487777,0.001196825205690627,-9.66130287906392e-05,0.0001033887491259302
2,0.003119500000000148,2.0,1.034107509917954,1.034100111881075,-12.0,2.068225360911008,0.06821056476326842,12.0,-0.001100221234303783,-0.0001034117850993053,9.658998881189252e-05,-9.658895471178064e-05,0.0001034107509917954,0.001196812931111503,-9.658998881189252e-05,0.0001034117850993054
2,0.0031205000000001483,2.0,1.034336520644651,1.034329165257161,-12.0,2.068683384654508,0.0686686738059748,12.0,-0.001100231930254045,-0.0001034346864009857,9.65670834742839e-05,-9.656604914511865e-05,0.0001034336520644651,0.001196800726545601,-9.65670834742839e-05,0.0001034346864009857
2,0.003121500000000148,2.0,1.034564175626916,1.034556863179233,-12.0,2.069138696895588,0.06912407192709767,12.0,-0.001100242561212786,-0.0001034574521268672,9.654431368207672e-05,-9.654327912521352e-05,0.0001034564175626916,0.00119678859250505,-9.654431368207672e-05,0.0001034574521268672
2,0.003122500000000149,2.0,1.03479046587732,1.034783196658165,-12.0,2.069591279659298,0.06957674114829678,12.0,-0.001100253126790645,-0.0001034800813781979,9.65216803341835e-05,-9.652064555098683e-05,0.000103479046587732,0.001196776529499211,-9.652168033418351e-05,0.0001034800813781979
2,0.0031235000000001487,2.0,1.035015382462311,1.0350081567587,-12.0,2.070041115078447,0.07002666359896759,12.0,-0.001100263626600869,-0.0001035025732616136,9.649918432413001e-05,-9.649814931597324e-05,0.0001035015382462311,0.001196764538034661,-9.649918432413001e-05,0.0001035025732616136
2,0.003124500000000149,2.0,1.035238916502569,1.035231734599798,-12.0,2.070488185394303,0.0704738215169424,12.0,-0.001100274060259299,-0.0001035249268891734,9.64768265400202e-05,-9.647579130828558e-05,0.0001035238916502569,0.001196752618615167,-9.647682654002021e-05,0.0001035249268891734
2,0.003125500000000149,2.0,1.035461059173351,1.035453921354988,-12.0,2.070932472957293,0.07091819724919024,12.0,-0.001100284427384405,-0.0001035471413783943,9.645460786450117e-05,-9.645357241057981e-05,0.0001035461059173351,0.001196740771741657,-9.645460786450117e-05,0.0001035471413783943
2,0.003126500000000149,2.0,1.035681801704845,1.035674708252719,-12.0,2.071373960227707,0.07135977325252015,12.0,-0.001100294727597284,-0.0001035692158522863,9.643252917472814e-05,-9.643149350001986e-05,0.0001035681801704845,0.001196728997912201,-9.643252917472814e-05,0.0001035692158522863
2,0.0031275000000001493,2.0,1.035901135382515,1.035894086576701,-12.0,2.071812629776384,0.07179853209426802,12.0,-0.001100304960521672,-0.0001035911494393869,9.641059134232993e-05,-9.640955544824329e-05,0.0001035901135382515,0.001196717297621979,-9.64105913423299e-05,0.0001035911494393869
2,0.003128500000000149,2.0,1.036119051547442,1.036112047666254,-12.0,2.0722484642854,0.07223445645298421,12.0,-0.001100315125783955,-0.0001036129412737958,9.638879523337463e-05,-9.638775912132695e-05,0.0001036119051547442,0.00119670567136326,-9.638879523337463e-05,0.0001036129412737958
