case,frequency_real,frequency_imag,v(sum)_real,v(sum)_imag,v(vn)_real,v(vn)_imag,v(x)_real,v(x)_imag,v(in)_real,v(in)_imag,v(out)_real,v(out)_imag,v(vp)_real,v(vp)_imag,i(vp)_real,i(vp)_imag,i(vin)_real,i(vin)_imag,i(ri)_real,i(ri)_imag,i(rf)_real,i(rf)_imag,i(vn)_real,i(vn)_imag,i(ci)_real,i(ci)_imag,i(cf)_real,i(cf)_imag
3,1412.53754462274,0.0,-0.006933044903677978,0.00643769672240964,0.0,0.0,0.4399392717114544,0.5035047626944319,1.0,0.0,-45.13176962909866,-49.29977472109098,0.0,0.0,0.0002232100301804809,0.0002482865209657357,-0.0004468723166151324,-0.0004970670659720222,0.0004468723166151324,0.0004970670659720222,-0.0004512483658419498,-0.000493062124178134,0.0002232100301804809,0.0002482865209657357,0.0004468723166151324,0.0004970670659720222,4.376042293772276e-06,-4.004935356191713e-06
3,1467.799267622055,0.0,-0.007223907536392486,0.006977930603829632,0.0,0.0,0.4591901205560601,0.5057373970391574,1.0,0.0,-47.10460029105423,-49.4346145906071,0.0,0.0,0.0002329710012521261,0.0002491320455748409,-0.0004664140280924525,-0.0004987594664353277,0.0004664140280924525,0.0004987594664353278,-0.0004709737638351784,-0.0004944159252121094,0.0002329710012521261,0.0002491320455748409,0.0004664140280924525,0.0004987594664353277,4.559728518818274e-06,-4.343534245287793e-06
3,1525.222956539003,0.0,-0.007514940298847512,0.007552770183522967,0.0,0.0,0.4785847796987436,0.5072384528538564,1.0,0.0,-49.09184154166732,-49.49062695289168,0.0,0.0,0.0002428038903347882,0.0002495948730259659,-0.0004860997199975911,-0.0004996856826703336,0.0004860997199975911,0.0004996856826703334,-0.0004908432660136847,-0.000494981797230752,0.0002428038903347882,0.0002495948730259659,0.0004860997199975911,0.0004996856826703335,4.743538501153356e-06,-4.703877886811145e-06
3,1584.893192461097,0.0,-0.007805040265906733,0.008163269197352625,0.0,0.0,0.498067231498491,0.507996835417077,1.0,0.0,-51.08771077812801,-49.4665297622813,0.0,0.0,0.0002526801661192594,0.0002496689355147126,-0.0005058722717643979,-0.0004998335662197244,0.0005058722717643978,0.0004998335662197244,-0.0005107990573786211,-0.0004947469303147866,0.0002526801661192594,0.0002496689355147126,0.0005058722717643979,0.0004998335662197243,4.92677780918298e-06,-5.086627741668598e-06
3,1646.897865482852,0.0,-0.00809307356529501,0.008810425121915016,0.0,0.0,0.5175804314374672,0.508006832282235,1.0,0.0,-53.08631764247215,-49.36158844349883,0.0,0.0,0.0002625707689216702,0.0002493508817587728,-0.0005256735050027622,-0.00049919640716032,0.0005256735050027622,0.00049919640716032,-0.0005307822456890685,-0.0004937039886862075,0.0002625707689216702,0.0002493508817587728,0.0005256735050027622,0.00049919640716032,5.108732593232848e-06,-5.492409663687256e-06
3,1711.328304161763,0.0,-0.00837788527854177,0.009495178631405506,0.0,0.0,0.53706697287265,0.5072682146827516,1.0,0.0,-55.08173212212411,-49.17562612163641,0.0,0.0,0.0002724464476739196,0.0002486401279247466,-0.0005454448581511918,-0.000497773036051346,0.0005454448581511918,0.0004977730360513461,-0.0005507335423684557,-0.0004918512130026782,0.0002724464476739196,0.0002486401279247466,0.0005454448581511918,0.000497773036051346,5.288675839378576e-06,-5.921813553489335e-06
3,1778.279410038904,0.0,-0.008658309404917913,0.01021841469950018,0.0,0.0,0.5564697607745115,0.5057862411344682,1.0,0.0,-57.06805355954381,-48.90902380194968,0.0,0.0,0.0002822781014260524,0.0002475388588742576,-0.0005651280701794295,-0.0004955678264349679,0.0005651280701794295,0.000495567826434968,-0.000570593952501389,-0.0004891924221664918,0.0002822781014260524,0.0002475388588742576,0.0005651280701794295,0.0004955678264349679,5.465873663650167e-06,-6.375394050061439e-06
3,1847.849797422272,0.0,-0.008933178604714386,0.01098096534711114,0.0,0.0,0.5757326777062711,0.5035715631149035,1.0,0.0,-59.03947884979396,-48.56271048727807,0.0,0.0,0.0002920371168651559,0.0002460519796818463,-0.0005846658563109853,-0.0004925905977677922,0.0005846658563109856,0.0004925905977677924,-0.0005903054567118925,-0.0004857369145262518,0.0002920371168651559,0.0002460519796818463,0.0005846658563109853,0.0004925905977677922,5.63959146772841e-06,-6.853672260575102e-06
3,1920.141938638781,0.0,-0.009201333443198593,0.01178361398300637,0.0,0.0,0.5948012256266121,0.5006400359353794,1.0,0.0,-60.99036813859762,-48.13814355338904,0.0,0.0,0.0003016956935125579,0.0002441870189958317,-0.0006040025590698107,-0.0004888564219523732,0.0006040025590698107,0.0004888564219523731,-0.0006098116680515442,-0.0004814992716737205,0.0003016956935125579,0.0002441870189958317,0.0006040025590698107,0.0004888564219523732,5.809099780400221e-06,-7.357138495038475e-06
3,1995.262314968858,0.0,-0.009461630872960225,0.01262710123309966,0.0,0.0,0.6136231281178475,0.4970124409940408,1.0,0.0,-62.91530643805413,-47.63728001814356,0.0,0.0,0.0003112271487651477,0.0002419539873960606,-0.0006230847589908077,-0.0004843853397609412,0.0006230847589908077,0.0004843853397609411,-0.0006290584480718117,-0.0004764990711937666,0.0003112271487651477,0.0002419539873960606,0.0006230847589908077,0.0004843853397609412,5.973679619373381e-06,-7.886255940073253e-06
3,2073.321573485933,0.0,-0.009712951719041303,0.01351213210832257,0.0,0.0,0.632148879285167,0.492714128347093,1.0,0.0,-64.80915974592375,-47.06253962283908,0.0,0.0,0.0003206061958112854,0.0002393651952835844,-0.0006418618310042083,-0.0004792019962387705,0.0006418618310042083,0.0004792019962387705,-0.0006479944679420471,-0.0004707605175494741,0.0003206061958112854,0.0002393651952835844,0.0006418618310042083,0.0004792019962387705,6.132627224887183e-06,-8.441465177164205e-06
3,2154.434690031861,0.0,-0.009954206966527436,0.01443938432259995,0.0,0.0,0.6503322277376065,0.4877745908284313,1.0,0.0,-66.6671244766822,-46.41676087967061,0.0,0.0,0.0003298091885171314,0.0002364350359937102,-0.0006602864347041339,-0.0004733352065058313,0.000660286434704134,0.0004733352065058313,-0.0006665717026971568,-0.0004643120026399321,0.0003298091885171314,0.0002364350359937102,0.0006602864347041339,0.0004733352065058313,6.285258038815976e-06,-9.023189426514821e-06
3,2238.721138568315,0.0,-0.01018434269197014,0.01540951754320931,0.0,0.0,0.6681305866154928,0.4822269826841944,1.0,0.0,-68.48476927479928,-45.70315141768342,0.0,0.0,0.0003388143286919607,0.0002331797407458033,-0.0006783149293074631,-0.0004668174651409849,0.000678314929307463,0.0004668174651409851,-0.0006847458493210731,-0.0004571856093522663,0.0003388143286919607,0.0002331797407458033,0.0006783149293074631,0.0004668174651409848,6.430909829267344e-06,-9.631840379201288e-06
3,2326.305067153601,0.0,-0.01040234352563259,0.01642318333670757,0.0,0.0,0.6855053634224656,0.4761075968082515,1.0,0.0,-70.25806856751582,-44.92523407467187,0.0,0.0,0.0003476018325758734,0.0002296171125530313,-0.0006959077069480981,-0.000459684413471544,0.0006959077069480982,0.0004596844134715439,-0.000702476662239902,-0.0004494165725800858,0.0003476018325758734,0.0002296171125530313,0.0006959077069480981,0.000459684413471544,6.568944889460343e-06,-1.026782446827471e-05
3,2417.315480804078,0.0,-0.01060723457852975,0.01748103556495673,0.0,0.0,0.702422206297231,0.469455315148521,1.0,0.0,-71.98342750980895,-44.08679023228698,0.0,0.0,0.0003561540548019673,0.0002257662465118921,-0.0007130294408757609,-0.0004519742795835644,0.0007130294408757607,0.0004519742795835643,-0.0007197282027523042,-0.0004410427126785194,0.0003561540548019673,0.0002257662465118921,0.0007130294408757609,0.0004519742795835643,6.698751269308837e-06,-1.09315494240093e-05
3,2511.886431509553,0.0,-0.01079808181409903,0.01858374098721114,0.0,0.0,0.7188511661716807,0.4623110467236876,1.0,0.0,-73.65769826290745,-43.19180187834609,0.0,0.0,0.0003644555695922772,0.000221647243799442,-0.0007296492479857797,-0.0004437273057364764,0.0007296492479857797,0.0004437273057364764,-0.0007364690018109335,-0.0004321038561933331,0.0003644555695922772,0.000221647243799442,0.0007296492479857797,0.0004437273057364764,6.819743027071962e-06,-1.162343095940243e-05
3,2610.157215682508,0.0,-0.01097399088689108,0.01973198983479938,0.0,0.0,0.7347667768750281,0.4547171670018342,1.0,0.0,-75.27818781600617,-42.24439380979896,0.0,0.0,0.0003724932101800181,0.0002172809263686329,-0.0007457407677619191,-0.0004349851771670347,0.0007457407677619192,0.0004349851771670348,-0.0007526721382511927,-0.0004226412579963377,0.0003724932101800181,0.0002172809263686329,0.0007457407677619191,0.0004349851771670347,6.931359515282624e-06,-1.234389943870726e-05
3,2712.272579331998,0.0,-0.01113410450811824,0.02092650614323965,0.0,0.0,0.7501480575496363,0.4467169712308847,1.0,0.0,-76.84265779757328,-41.24877727063735,0.0,0.0,0.0003802560687078905,0.0002126885587242061,-0.0007612821620577545,-0.0004257904650876449,0.0007612821620577545,0.000425790465087645,-0.0007683152369306517,-0.000412697037767806,0.0003802560687078905,0.0002126885587242061,0.0007612821620577545,0.000425790465087645,7.033063738792307e-06,-1.309340639333301e-05
3,2818.382931264422,0.0,-0.01127759842892935,0.0221680576509519,0.0,0.0,0.7649784436638958,0.438354152778654,1.0,0.0,-78.34931691970644,-40.20919616183343,0.0,0.0,0.0003877354597599205,0.0002078915824181911,-0.0007762560420928253,-0.0004161860951277024,0.0007762560420928252,0.0004161860951277021,-0.0007833803932127751,-0.0004023136421948438,0.0003877354597599205,0.0002078915824181911,0.0007762560420928253,0.0004161860951277023,7.124339842351464e-06,-1.38724307648006e-05
3,2928.644564625204,0.0,-0.01140367615610575,0.02345746510219955,0.0,0.0,0.7792456543928971,0.4296723157501895,1.0,0.0,-79.79680685144196,-39.12987677670937,0.0,0.0,0.0003949248514836699,0.0002029113679554752,-0.0007906493305490029,-0.0004062148506479898,0.0007906493305490028,0.0004062148506479899,-0.0007978540317528586,-0.0003915333424181157,0.0003949248514836699,0.0002029113679554752,0.0007906493305490029,0.0004062148506479899,7.204689800179664e-06,-1.46814847724092e-05
3,3043.219887107688,0.0,-0.01151156253120616,0.02479561082262036,0.0,0.0,0.7929415051711663,0.420714529215158,1.0,0.0,-81.18418242295358,-38.01498181660384,0.0,0.0,0.0004018197687539228,0.0001977689878513437,-0.0008044530677023726,-0.0003959189183925377,0.0008044530677023725,0.0003959189183925376,-0.0008117267086042238,-0.0003803977742742646,0.0004018197687539228,0.0001977689878513437,0.0008044530677023726,0.0003959189183925377,7.273629390288748e-06,-1.552111932266233e-05
3,3162.277660168344,0.0,-0.0116004963132009,0.02618344646692056,0.0,0.0,0.8060616748133357,0.4115229284044329,1.0,0.0,-82.51088712321783,-36.86856923921929,0.0,0.0,0.0004084176731411492,0.0001924850135617006,-0.0008176621711265365,-0.0003853394819375124,0.0008176621711265366,0.0003853394819375124,-0.0008249928662690463,-0.0003689475268568622,0.0004084176731411492,0.0001924850135617006,0.0008176621711265365,0.0003853394819375125,7.330683542013267e-06,-1.639192889720373e-05
3,3285.993247600617,0.0,-0.01166972190687414,0.02762199986844645,0.0,0.0,0.818605436780879,0.4021383663160358,1.0,0.0,-83.77672487231638,-35.69455629518664,0.0,0.0,0.0004147178245666177,0.0001870793380410105,-0.0008302751586877533,-0.0003745163664475892,0.0008302751586877532,0.0003745163664475894,-0.0008376505515040951,-0.0003572217829505508,0.0004147178245666177,0.0001870793380410105,0.0008302751586877533,0.0003745163664475892,7.375381146620122e-06,-1.729455587503871e-05
3,3414.548873833563,0.0,-0.01171848037556908,0.02911238094813386,0.0,0.0,0.8305753639956699,0.3926001173825711,1.0,0.0,-84.9818290312014,-34.49668892502162,0.0,0.0,0.0004207211293519482,0.0001815710247770617,-0.000842293844371239,-0.0003634877364344371,0.000842293844371239,0.0003634877364344372,-0.0008497011055082584,-0.0003452580130596976,0.0004207211293519482,0.0001815710247770617,0.000842293844371239,0.000363487736434437,7.407249418538713e-06,-1.822969426235874e-05
3,3548.133892335714,0.0,-0.01174599986822232,0.03065578666479765,0.0,0.0,0.8419770161248019,0.3829456332527684,1.0,0.0,-86.12662956270216,-33.27851652468033,0.0,0.0,0.0004264299792501002,0.0001759781833316364,-0.0008537230159930242,-0.0003522898465879709,0.0008537230159930243,0.0003522898465879708,-0.0008611488356283395,-0.0003330917231134513,0.0004264299792501002,0.0001759781833316364,0.0008537230159930242,0.0003522898465879709,7.425807889315397e-06,-1.919809281873283e-05
3,3686.945064519533,0.0,-0.01175148557818949,0.03225350500920447,0.0,0.0,0.8528186175520437,0.3732103493670521,1.0,0.0,-87.21181918460518,-32.04337194728839,0.0,0.0,0.0004318480855824996,0.0001703178707291723,-0.0008645701031302331,-0.0003409568443578474,0.0008645701031302332,0.0003409568443578476,-0.00087200067699027,-0.0003207562545229759,0.0004318480855824996,0.0001703178707291723,0.0008645701031302331,0.0003409568443578475,7.43056210855118e-06,-2.020055758136666e-05
3,3831.186849557243,0.0,-0.01173410933622334,0.03390691806051586,0.0,0.0,0.8631107333760278,0.3634275398815316,1.0,0.0,-88.23831926562585,-30.79435649341593,0.0,0.0,0.000436980312191334,0.0001646060174697243,-0.0008748448427122513,-0.0003295206218210159,0.0008748448427122512,0.0003295206218210158,-0.0008822658515628964,-0.0003082826341147645,0.000436980312191334,0.0001646060174697243,0.0008748448427122513,0.0003295206218210159,7.420997116535664e-06,-2.123795379933329e-05
3,3981.071705534926,0.0,-0.01169299892319225,0.03561750413539898,0.0,0.0,0.8728659497967856,0.3536282176209594,1.0,0.0,-89.20724611449221,-29.53432955296156,0.0,0.0,0.0004418325104799575,0.0001588573764813559,-0.0008845589487199779,-0.0003180107134855602,0.0008845589487199778,0.0003180107134855604,-0.0008919555311556902,-0.0002956994705709696,0.0004418325104799575,0.0001588573764813559,0.0008845589487199779,0.0003180107134855603,7.396570742713496e-06,-2.231120729708658e-05
3,4136.820402388459,0.0,-0.01162722717067866,0.03738683906749138,0.0,0.0,0.8820985642269121,0.3438410751105309,1.0,0.0,-90.11987820696415,-28.26590249742711,0.0,0.0,0.0004464113591606393,0.0001530854930248798,-0.0008937257913975909,-0.0003064542360430396,0.0008937257913975909,0.0003064542360430394,-0.0009010825097979348,-0.000283032893364946,0.0004464113591606393,0.0001530854930248798,0.0008937257913975909,0.0003064542360430397,7.356706773116677e-06,-2.342130529125436e-05
3,4298.662347082227,0.0,-0.01153580090029838,0.03921659665825905,0.0,0.0,0.8908242894394828,0.3340924623305341,1.0,0.0,-90.97762479035711,-26.99143638022484,0.0,0.0,0.0004507242109718503,0.0001473026933600352,-0.0009023600903397812,-0.0002948758656722747,0.0009023600903397812,0.000294875865672275,-0.0009096608898945682,-0.000270306529768831,0.0004507242109718503,0.0001473026933600352,0.0009023600903397812,0.0002948758656722749,7.300788018986167e-06,-2.45692966868474e-05
3,4466.835921509579,0.0,-0.01141764973610547,0.04110854833999077,0.0,0.0,0.8990599750803994,0.3244063966315179,1.0,0.0,-91.781996203993,-25.71304298207157,0.0,0.0,0.0004547789479797922,0.0001415200898653926,-0.0009104776248165048,-0.0002832978482915274,0.0009104776248165049,0.0002832978482915271,-0.000917705785542569,-0.0002575415153041156,0.0004547789479797922,0.0001415200898653926,0.0009104776248165048,0.0002832978482915273,7.228149308414501e-06,-2.575629187886316e-05
3,4641.588833612725,0.0,-0.01127161480931843,0.04306456208818617,0.0,0.0,0.9068233489572867,0.3148046002116467,1.0,0.0,-92.53457615996102,-24.43258873549219,0.0,0.0,0.0004585838467191694,0.0001357476003002784,-0.000918094963766605,-0.00027174003812346,0.0009180949637666052,0.0002717400381234605,-0.0009252330454515171,-0.0002447565329758037,0.0004585838467191694,0.0001357476003002784,0.000918094963766605,0.0002717400381234601,7.138070413297184e-06,-2.698346208309472e-05
3,4823.178482239249,0.0,-0.01109643736120203,0.04508660061440355,0.0,0.0,0.9141327796905057,0.3053065606613373,1.0,0.0,-93.23699614371816,-23.15170107381048,0.0,0.0,0.0004621474539485791,0.0001299939789498603,-0.0009252292170517077,-0.0002602199600469338,0.0009252292170517077,0.0002602199600469338,-0.0009322589970635697,-0.0002319678767442488,0.0004621474539485791,0.0001299939789498603,0.0009252292170517077,0.0002602199600469337,7.029768915424663e-06,-2.825203821608431e-05
3,5011.872336272663,0.0,-0.0108907472385233,0.04717671886221504,0.0,0.0,0.9210070615864692,0.2959296102927206,1.0,0.0,-93.89091201964659,-21.87177677262772,0.0,0.0,0.0004654784734450728,0.0001242668575002274,-0.0009318978088249923,-0.0002487528914305055,0.0009318978088249925,0.0002487528914305056,-0.0009388002127240808,-0.0002191895349148994,0.0004654784734450728,0.0001242668575002274,0.0009318978088249923,0.0002487528914305056,6.902393008341295e-06,-2.956330933888733e-05
3,5207.948328595401,0.0,-0.0106530512667222,0.04933706081871785,0.0,0.0,0.9274652219744897,0.2866890202642247,1.0,0.0,-94.49798286326678,-20.59399188273388,0.0,0.0,0.0004685856639746658,0.000118572793645063,-0.000938118273241212,-0.0002373519594455068,0.0009381182732412119,0.0002373519594455069,-0.0009448732981200006,-0.000206433289435526,0.0004685856639746658,0.000118572793645063,0.000938118273241212,0.0002373519594455069,6.755014225737517e-06,-3.091862067291999e-05
3,5411.695265464572,0.0,-0.01038172147886883,0.05156985564248057,0.0,0.0,0.9335263507356787,0.2775981058578517,1.0,0.0,-95.05985198937296,-19.31931289001809,0.0,0.0,0.000471477748260272,0.0001129173256014785,-0.0009439080722145475,-0.0002260282502153706,0.0009439080722145475,0.0002260282502153712,-0.000950494702678941,-0.0001937088274566057,0.000471477748260272,0.0001129173256014785,0.0009439080722145475,0.0002260282502153708,6.586620082672061e-06,-3.23193711889098e-05
3,5623.413251903423,0.0,-0.01007498317363198,0.05387741309620953,0.0,0.0,0.9392094513414428,0.2686683396460856,1.0,0.0,-95.57813010346428,-18.048508777943,0.0,0.0,0.0004741633326157745,0.000107305030923632,-0.0009492844345150746,-0.0002147909265498762,0.0009492844345150749,0.000214790926549876,-0.0009556805512029064,-0.0001810238619103921,0.0004741633326157745,0.000107305030923632,0.0009492844345150746,0.0002147909265498762,6.396106612848724e-06,-3.376701076207077e-05
3,5843.414133735106,0.0,-0.009730902772833649,0.05626211825909937,0.0,0.0,0.9445333124024415,0.2599094696780872,1.0,0.0,-96.05438047173874,-16.78216370960033,0.0,0.0,0.0004766508367266453,0.0001017395881681765,-0.0009542642151752752,-0.000203647351418988,0.0009542642151752752,0.0002036473514189878,-0.0009604464956896591,-0.0001683842582785943,0.0004766508367266453,0.0001017395881681765,0.0009542642151752752,0.0002036473514189883,6.182270783481216e-06,-3.526303687827527e-05
3,6072.021956909812,0.0,-0.009347375448666175,0.05872642548002698,0.0,0.0,0.9495163984970144,0.2513296402058308,1.0,0.0,-96.49010598164828,-15.5206900877238,0.0,0.0,0.0004789484329367392,9.622384022060036e-05,-0.0009588637739456806,-0.0001926032147258035,0.0009588637739456806,0.0001926032147258038,-0.0009648075860619963,-0.0001557941651320383,0.0004789484329367392,9.622384022060036e-05,0.0009588637739456806,0.0001926032147258036,5.943802768940462e-06,-3.680899086734e-05
3,6309.573444801856,0.0,-0.008922112492257515,0.0612728515186502,0.0,0.0,0.9541767588905873,0.2429355128484742,1.0,0.0,-96.8867379495242,-14.26434179110744,0.0,0.0,0.0004810639943520353,9.075985823851953e-05,-0.0009630988713828448,-0.0001816626613298233,0.0009630988713828448,0.000181662661329824,-0.0009687781583703196,-0.0001432561464262609,0.0004810639943520353,9.075985823851953e-05,0.0009630988713828448,0.0001816626613298235,5.679278065362274e-06,-3.840645363071155e-05
3,6556.418494179708,0.0,-0.008452628398948387,0.06390396780723498,0.0,0.0,0.9585319526635603,0.2347323864490422,1.0,0.0,-97.24562652298012,-13.01322742378495,0.0,0.0,0.0004830050509992685,8.534900538324903e-05,-0.0009669845810625088,-0.0001708284186418075,0.0009669845810625086,0.0001708284186418072,-0.0009723717389458119,-0.0001307713139159219,0.0004830050509992685,8.534900538324903e-05,0.0009669845810625088,0.0001708284186418072,5.387149430674462e-06,-4.005704082191747e-05
3,6812.920690579529,0.0,-0.007936227651378313,0.06662239175178171,0.0,0.0,0.9625989887240549,0.2267243142056495,1.0,0.0,-97.5680325226246,-11.76732344847325,0.0,0.0,0.0004847787532516366,7.999199966852484e-05,-0.0009705352163754332,-0.0001601019224538687,0.0009705352163754333,0.0001601019224538679,-0.0009756009629497323,-0.0001183394584022503,0.0004847787532516366,7.999199966852484e-05,0.0009705352163754332,0.0001601019224538683,5.065738638071383e-06,-4.176239742922576e-05
3,7079.457843841292,0.0,-0.007369991189277532,0.06943077697685485,0.0,0.0,0.9663942791836228,0.2189142169565185,1.0,0.0,-97.85512056906104,-10.52648710780301,0.0,0.0,0.0004863918418012714,7.46889754164505e-05,-0.0009737642703729003,-0.0001494834399796644,0.0009737642703729003,0.0001494834399796637,-0.0009784775057787177,-0.0001059591788477987,0.0004863918418012714,7.46889754164505e-05,0.0009737642703729003,0.0001494834399796645,4.713228035826114e-06,-4.352419170108801e-05
3,7356.422544596322,0.0,-0.006750762564774169,0.072331802404533,0.0,0.0,0.9699336046094281,0.2113039917623219,1.0,0.0,-98.10795334631261,-9.2904690655749,0.0,0.0,0.0004878506233844413,6.943954294546843e-05,-0.0009766843671742023,-0.0001389721893577892,0.0009766843671742023,0.0001389721893577889,-0.0009810120258374785,-9.362800867979433e-05,0.0004878506233844413,6.943954294546843e-05,0.0009766843671742023,0.0001389721893577888,4.327651912514008e-06,-4.534410834619206e-05
3,7644.222742525907,0.0,-0.006075133794131625,0.07532816004419562,0.0,0.0,0.9732320897273565,0.2038946151607594,1.0,0.0,-98.32748686088381,-8.05892572565804,0.0,0.0,0.0004891609515818051,6.424284624088878e-05,-0.0009793072235214882,-0.0001285664551165635,0.0009793072235214882,0.0001285664551165638,-0.0009832141172708968,-8.134253885702237e-05,0.0004891609515818051,6.424284624088878e-05,0.0009793072235214882,0.0001285664551165637,3.90688767427489e-06,-4.722384093138139e-05
3,7943.282347242715,0.0,-0.005339430931246787,0.07842254135655255,0.0,0.0,0.9763041882299023,0.1966862406676842,1.0,0.0,-98.51456656596298,-6.831431208264683,0.0,0.0,0.0004903282120284725,5.90976184645351e-05,-0.0009816436191611491,-0.0001182636993111328,0.0009816436191611491,0.0001182636993111317,-0.0009850922713503173,-6.909853749621236e-05,0.0004903282120284725,5.90976184645351e-05,0.0009816436191611491,0.0001182636993111327,3.448646849737101e-06,-4.916508339237798e-05
3,8254.04185268008,0.0,-0.004539699405117116,0.08161762204255921,0.0,0.0,0.9791636754345375,0.1896782902682706,1.0,0.0,-98.66992423221642,-5.607488982339364,0.0,0.0,0.0004913573114334615,5.400223524577499e-05,-0.0009837033748396546,-0.0001080606682257118,0.0009837033748396546,0.0001080606682257114,-0.0009866538453281132,-5.689106604381923e-05,0.0004913573114334615,5.400223524577499e-05,0.0009837033748396546,0.0001080606682257117,2.950465948758729e-06,-5.116952056427014e-05
3,8576.958985908834,0.0,-0.003671689183007542,0.08491604509581598,0.0,0.0,0.9818236476375944,0.182869539782918,1.0,0.0,-98.79417545974444,-4.386543168889658,0.0,0.0,0.0004922526698418952,4.895476578338432e-05,-0.000985495336820602,-9.795349468710163e-05,0.000985495336820602,9.795349468710203e-05,-0.0009879050377056143,-4.471459213985475e-05,0.0004922526698418952,4.895476578338432e-05,0.000985495336820602,9.79534946871018e-05,2.409697213323344e-06,-5.323881763120216e-05
3,8912.509381337342,0.0,-0.002730839843426244,0.08832040194597329,0.0,0.0,0.9842965271114771,0.1762581981083752,1.0,0.0,-98.88781773970672,-3.16798954347553,0.0,0.0,0.000493018215687856,4.395302183809783e-05,-0.0009870273669549034,-8.793779616240137e-05,0.0009870273669549034,8.793779616240191e-05,-0.0009888508689986331,-3.256309945421504e-05,0.000493018215687856,4.395302183809783e-05,0.0009870273669549034,8.793779616240154e-05,1.823499312889963e-06,-5.537460838778491e-05
3,9261.187281287817,0.0,-0.00171226566848127,0.09183321151084792,0.0,0.0,0.986594071796056,0.1698419804276492,1.0,0.0,-98.95122898858699,-1.951186276986377,0.0,0.0,0.0004936573831875891,3.899460475823204e-05,-0.0009883063374645374,-7.800876891680183e-05,0.0009883063374645372,7.800876891680131e-05,-0.000989495167229185,-2.043019488497225e-05,0.0004936573831875891,3.899460475823204e-05,0.0009883063374645374,7.800876891680188e-05,1.188828052382191e-06,-5.757848219861758e-05
3,9623.506263980764,0.0,-0.0006107408939781088,0.09545689696678725,0.0,0.0,0.9887273888359812,0.1636181755553628,1.0,0.0,-98.98466649285993,-0.735464462479982,0.0,0.0,0.0004941731117453183,3.407695071437851e-05,-0.0009893381297299592,-6.81612785885747e-05,0.0009893381297299594,6.816127858857555e-05,-0.0009898405575196596,-8.309213594467693e-06,0.0004941731117453183,3.407695071437851e-05,0.0009893381297299592,6.81612785885747e-05,5.024271789594574e-07,-5.98519695372109e-05
3,9999.99999999987,0.0,0.0005793147120313966,0.09919376004076615,0.0,0.0,0.9907069512125529,0.1575837076409554,1.0,0.0,-98.98826621679775,0.4798615175802844,0.0,0.0,0.0004945678470483774,2.919737435285724e-05,-0.0009901276365005217,-5.838994760018999e-05,0.0009901276365005215,5.838994760018927e-05,-0.0009898884553150979,3.806677575395183e-06,0.0004945678470483774,2.919737435285724e-05,0.0009901276365005217,5.83899476001898e-05,-2.391806061089271e-07,-6.219652598182438e-05
3,10391.22303835156,0.0,0.001863849735403779,0.1030459526243399,0.0,0.0,0.992542616810474,0.1517351924929854,1.0,0.0,-98.96204244122562,1.695483724718175,0.0,0.0,0.00049484354367935,2.435311109960246e-05,-0.0009906787670750702,-4.868923986864511e-05,0.0009906787670750702,4.868923986864557e-05,-0.0009896390629096103,1.592437772093835e-05,0.00049484354367935,2.435311109960246e-05,0.0009906787670750702,4.868923986864518e-05,-1.039702301609841e-06,-6.461351454363128e-05
3,10797.75162327696,0.0,0.003249194219813782,0.1070154455095966,0.0,0.0,0.9942436493454091,0.1460689888160548,1.0,0.0,-98.90588771614769,2.912090436671895,0.0,0.0,0.0004950016690107384,1.954135835935073e-05,-0.0009909944551255952,-3.905354330645695e-05,0.0009909944551255954,3.905354330645817e-05,-0.0009890913691036752,2.805074991162299e-05,0.0004950016690107384,1.954135835935073e-05,0.0009909944551255952,3.905354330645697e-05,-1.903082772725938e-06,-6.710418620263571e-05
3,11220.18454301949,0.0,0.004742071697272159,0.1111039940514718,0.0,0.0,0.9958187406573846,0.1405812446696207,1.0,0.0,-98.81957312529474,4.130355895575565,0.0,0.0,0.0004950432083439696,1.475931586255099e-05,-0.0009910766689601124,-2.947725061814774e-05,0.0009910766689601126,2.947725061814885e-05,-0.0009882431519699201,4.019251901524094e-05,0.0004950432083439696,1.475931586255099e-05,0.0009910766689601124,2.947725061814801e-05,-2.833512248120604e-06,-6.96696585293957e-05
3,11659.14401179817,0.0,0.006349609805770111,0.1153131005701524,0.0,0.0,0.9972760339474105,0.1352679394670198,1.0,0.0,-98.70274887577715,5.350929969837974,0.0,0.0,0.0004949686712110269,1.00042254117568e-05,-0.0009909264241416403,-1.995483889686862e-05,0.0009909264241416403,1.995483889686743e-05,-0.0009870909848558292,5.235616869267822e-05,0.0004949686712110269,1.00042254117568e-05,0.0009909264241416403,1.995483889686851e-05,-3.835432936201519e-06,-7.231089227644509e-05
3,12115.27658628572,0.0,0.008079349102180677,0.1196439733229043,0.0,0.0,0.9986231476003748,0.1301249218350218,1.0,0.0,-98.55494524114923,6.574427669812156,0.0,0.0,0.0004947780988804499,5.273410273238096e-06,-0.000990543798498194,-1.048094851211628e-05,0.0009905437984981942,1.048094851211741e-05,-0.0009856302459025142,6.454783696489252e-05,0.0004947780988804499,5.273410273238096e-06,0.000990543798498194,1.048094851211652e-05,-4.913544516330974e-06,-7.502866583303657e-05
