Rref_ohm,Vout_V,Ic_Q2_A,I_RREF_A,Vbase_V,Ic_Q1_A
2200,0.91,0.001933238988437288,0.001967223889816727,0.672107442403202,0.001928650871294528
2200,0.92,0.001933431853544155,0.001967223889816667,0.6721074424033325,0.001928650871304257
2200,0.93,0.001933624718651072,0.001967223889816607,0.6721074424034634,0.001928650871314016
2200,0.9400000000000001,0.001933817583757959,0.001967223889816548,0.6721074424035939,0.001928650871323747
2200,0.9500000000000001,0.00193401044886488,0.001967223889816489,0.6721074424037247,0.0019286508713335
2200,0.96,0.001934203313971794,0.001967223889816429,0.6721074424038556,0.001928650871343257
2200,0.97,0.001934396179078693,0.00196722388981637,0.6721074424039863,0.00192865087135299
2200,0.98,0.001934589044185601,0.001967223889816311,0.6721074424041168,0.001928650871362736
2200,0.99,0.001934781909292513,0.001967223889816251,0.6721074424042475,0.00192865087137249
2200,1.0,0.001934974774399431,0.001967223889816192,0.672107442404378,0.001928650871382228
2200,1.01,0.001935167639506332,0.001967223889816132,0.6721074424045088,0.001928650871391965
2200,1.02,0.001935360504613256,0.001967223889816073,0.6721074424046396,0.001928650871401719
2200,1.03,0.001935553369720185,0.001967223889816014,0.6721074424047703,0.001928650871411474
2200,1.04,0.001935746234827088,0.001967223889815954,0.672107442404901,0.001928650871421209
2200,1.05,0.001935939099934019,0.001967223889815894,0.6721074424050317,0.001928650871430962
2200,1.06,0.001936131965040939,0.001967223889815835,0.6721074424051624,0.001928650871440704
2200,1.07,0.001936324830147872,0.001967223889815776,0.6721074424052932,0.001928650871450448
2200,1.08,0.001936517695254793,0.001967223889815716,0.6721074424054237,0.001928650871460186
2200,1.09,0.001936710560361748,0.001967223889815657,0.6721074424055548,0.001928650871469962
2200,1.1,0.001936903425468679,0.001967223889815598,0.6721074424056852,0.001928650871479707
2200,1.11,0.001937096290575615,0.001967223889815538,0.672107442405816,0.001928650871489447
2200,1.12,0.001937289155682541,0.001967223889815479,0.6721074424059467,0.001928650871499181
2200,1.13,0.001937482020789477,0.001967223889815419,0.6721074424060772,0.001928650871508931
2200,1.14,0.001937674885896425,0.00196722388981536,0.672107442406208,0.001928650871518671
2200,1.15,0.001937867751003357,0.001967223889815301,0.6721074424063387,0.001928650871528419
2200,1.16,0.001938060616110297,0.001967223889815241,0.6721074424064694,0.00192865087153816
2200,1.17,0.001938253481217244,0.001967223889815182,0.6721074424066001,0.001928650871547914
2200,1.18,0.001938446346324201,0.001967223889815122,0.6721074424067308,0.001928650871557653
2200,1.19,0.001938639211431154,0.001967223889815063,0.6721074424068615,0.001928650871567402
2200,1.2,0.001938832076538101,0.001967223889815004,0.6721074424069922,0.001928650871577136
