case,time,v(in),v(out),v(base),v(vcc),i(vcc),i(rb),ic(q1),ib(q1),i(vin),i(rl)
1,0.004423779255941865,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004423979255941865,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004424179255941864,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004424379255941864,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004424579255941864,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004424779255941863,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004424979255941863,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004425179255941863,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004425379255941862,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004425579255941862,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004425779255941862,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004425979255941861,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004426179255941861,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004426379255941861,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004426579255941861,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.00442677925594186,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.00442697925594186,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.00442717925594186,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004427379255941859,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004427579255941859,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004427779255941859,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004427979255941858,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004428179255941858,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004428379255941858,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004428579255941857,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004428779255941857,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004428979255941857,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004429179255941856,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004429379255941856,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004429579255941856,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004429779255941855,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004429979255941855,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004430179255941855,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004430379255941854,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004430579255941854,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004430779255941854,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004430979255941853,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004431179255941853,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004431379255941853,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004431579255941853,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004431779255941852,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004431979255941852,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004432179255941852,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004432379255941851,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004432579255941851,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004432779255941851,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.00443297925594185,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.00443317925594185,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.00443337925594185,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004433579255941849,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004433779255941849,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004433979255941849,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004434179255941848,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004434379255941848,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004434579255941848,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004434779255941847,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004434979255941847,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004435179255941847,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004435379255941846,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004435579255941846,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004435779255941846,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004435979255941845,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004436179255941845,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004436379255941845,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004436579255941844,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004436779255941844,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004436979255941844,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004437179255941844,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004437379255941843,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004437579255941843,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004437779255941843,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004437979255941842,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004438179255941842,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004438379255941842,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004438579255941841,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004438779255941841,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004438979255941841,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.00443917925594184,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.00443937925594184,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.00443957925594184,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004439779255941839,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004439979255941839,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004440179255941839,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004440379255941838,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004440579255941838,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004440779255941838,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004440979255941837,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004441179255941837,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004441379255941837,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004441579255941836,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004441779255941836,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004441979255941836,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004442179255941836,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004442379255941835,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004442579255941835,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004442779255941835,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004442979255941834,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004443179255941834,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004443379255941834,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004443579255941833,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004443779255941833,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004443979255941833,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004444179255941832,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004444379255941832,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004444579255941832,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004444779255941831,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004444979255941831,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004445179255941831,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.00444537925594183,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.00444557925594183,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.00444577925594183,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004445979255941829,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004446179255941829,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004446379255941829,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004446579255941828,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004446779255941828,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004446979255941828,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004447179255941828,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004447379255941827,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004447579255941827,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004447779255941827,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004447979255941826,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004448179255941826,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004448379255941826,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004448579255941825,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004448779255941825,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004448979255941825,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004449179255941824,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
1,0.004449379255941824,0.0,4.99999999949795,5.009999984317837e-09,5.0,-5.020497906293997e-12,-5.009999984317836e-12,5.020507106613914e-12,-5.009999976991504e-12,5.009999984317836e-12,5.020499571628534e-12
1,0.004449579255941824,0.0,4.999999999497951,5.009999998195624e-09,5.0,-5.020490967400093e-12,-5.009999998195625e-12,5.020492873646233e-12,-5.009999989156253e-12,5.009999998195625e-12,5.020490689844337e-12
