case,frequency_real,frequency_imag,v(out)_real,v(out)_imag,v(sum)_real,v(sum)_imag,v(vn)_real,v(vn)_imag,v(in)_real,v(in)_imag,v(vp)_real,v(vp)_imag,i(vp)_real,i(vp)_imag,i(vin)_real,i(vin)_imag,i(cf)_real,i(cf)_imag,i(rf)_real,i(rf)_imag,i(vn)_real,i(vn)_imag,i(ri)_real,i(ri)_imag
2,251.1886431509561,0.0,-0.003998727755399421,0.6335711872385789,1.595112417307265e-05,-5.093556845928607e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999917745569699e-05,3.19960134288099e-09,-9.99984048875827e-05,-5.093556845928607e-11,-9.999439019275202e-05,-6.336226326720783e-07,-4.014678879572494e-09,6.335716965942635e-07,4.999917745569699e-05,3.19960134288099e-09,9.99984048875827e-05,5.093556845928607e-11
2,261.0157215682516,0.0,-0.003702128306421716,0.609719439461371,1.595087430816432e-05,-4.883001348922234e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999917895412628e-05,3.079053496989525e-09,-9.999840491256919e-05,-4.883001348922235e-11,-9.999468681743756e-05,-6.097687582632947e-07,-3.718079180729879e-09,6.097199277615058e-07,4.999917895412628e-05,3.079053496989525e-09,9.999840491256919e-05,4.883001348922235e-11
2,271.2272579332007,0.0,-0.003427440432493601,0.5867654984384045,1.59506429098339e-05,-4.67963591877305e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999918034185727e-05,2.963039527484817e-09,-9.999840493570902e-05,-4.67963591877305e-11,-9.999496152868299e-05,-5.868127632291478e-07,-3.443391075403434e-09,5.867659664019964e-07,4.999918034185727e-05,2.963039527484817e-09,9.999840493570903e-05,4.67963591877305e-11
2,281.8382931264431,0.0,-0.00317304550191194,0.5646755836980658,1.595042861453864e-05,-4.48316125743599e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999918162706725e-05,2.851388706366771e-09,-9.999840495713856e-05,-4.48316125743599e-11,-9.999521594525757e-05,-5.647208640750818e-07,-3.188995930526478e-09,5.646760320141916e-07,4.999918162706725e-05,2.851388706366771e-09,9.999840495713854e-05,4.48316125743599e-11
2,292.8644564625213,0.0,-0.002937444437763889,0.5434171842568706,1.595023015949745e-05,-4.293288189842205e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999918281732977e-05,2.743936713703309e-09,-9.999840497698405e-05,-4.293288189842205e-11,-9.99954515663659e-05,-5.43460546896917e-07,-2.953394667923387e-09,5.434176135856895e-07,4.999918281732977e-05,2.743936713703309e-09,9.999840497698405e-05,4.293288189842205e-11
2,304.3219887107697,0.0,-0.002719248889588627,0.5229590110768874,1.59500463752541e-05,-4.109737240861525e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999918391965868e-05,2.640525387830205e-09,-9.999840499536248e-05,-4.109737240861525e-11,-9.999566978047644e-05,-5.230005198339939e-07,-2.735198935963881e-09,5.229594220506114e-07,4.999918391965868e-05,2.640525387830205e-09,9.999840499536248e-05,4.109737240861525e-11
2,316.2277660168354,0.0,-0.002517173056644674,0.5032709512856276,1.594987617878968e-05,-3.932238226237299e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999918494054992e-05,2.541002517184292e-09,-9.999840501238213e-05,-3.9322382262373e-11,-9.999587187349943e-05,-5.033106672849358e-07,-2.533122932823464e-09,5.032713445094502e-07,4.999918494054992e-05,2.541002517184292e-09,9.999840501238213e-05,3.9322382262373e-11
2,328.5993247600628,0.0,-0.002330026114732734,0.4843240240950203,1.594971856714382e-05,-3.760529856925285e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999918588601953e-05,2.445221604381089e-09,-9.99984050281433e-05,-3.760529856925286e-11,-9.999605903636027e-05,-4.843620058226275e-07,-2.345975833299878e-09,4.84324400148006e-07,4.999918588601953e-05,2.445221604381089e-09,9.99984050281433e-05,3.760529856925286e-11
2,341.4548873833574,0.0,-0.00215670520206119,0.4660903383581773,1.594957261150706e-05,-3.594359356284363e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999918676163914e-05,2.353041658048e-09,-9.999840504273885e-05,-3.594359356284364e-11,-9.999623237201462e-05,-4.661266417471124e-07,-2.172654774672697e-09,4.660906977941129e-07,4.999918676163914e-05,2.353041658048e-09,9.999840504273885e-05,3.594359356284364e-11
2,354.8133892335725,0.0,-0.001996188922918774,0.4485430517046514,1.594943745174977e-05,-3.433482089582402e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.9999187572569e-05,2.264326974249179e-09,-9.999840505625483e-05,-3.433482089582402e-11,-9.999639290194501e-05,-4.485777302171049e-07,-2.012138360370524e-09,4.485433950528604e-07,4.9999187572569e-05,2.264326974249179e-09,9.999840505625483e-05,3.433482089582402e-11
2,368.6945064519545,0.0,-0.001847531330956016,0.431656331196882,1.594931229135546e-05,-3.277661205295813e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999918832358792e-05,2.178946945665963e-09,-9.999840506877087e-05,-3.277661205295814e-11,-9.999654157217832e-05,-4.316894359028221e-07,-1.863480643247372e-09,4.316566589630025e-07,4.999918832358792e-05,2.178946945665963e-09,9.999840506877087e-05,3.277661205295814e-11
2,383.1186849557256,0.0,-0.001709856356690761,0.4154053154524352,1.594919639272846e-05,-3.126667287696046e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999918901912182e-05,2.096775884655093e-09,-9.999840508036073e-05,-3.126667287696046e-11,-9.999667925885847e-05,-4.154368951047081e-07,-1.725805553083489e-09,4.154056281191639e-07,4.999918901912182e-05,2.096775884655093e-09,9.999840508036073e-05,3.126667287696046e-11
2,398.1071705534939,0.0,-0.001582352646460529,0.3997660781785395,1.594908907284874e-05,-2.980278020230631e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999918966326971e-05,2.017692790795789e-09,-9.999840509109272e-05,-2.980278020230631e-11,-9.99968067734081e-05,-3.997961792845716e-07,-1.598301735533378e-09,3.997663762063415e-07,4.999918966326971e-05,2.017692790795789e-09,9.999840509109272e-05,2.980278020230631e-11
2,413.6820402388472,0.0,-0.001464268782459918,0.3847155930672386,1.594898969924797e-05,-2.838277859220014e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919025982773e-05,1.941581243336908e-09,-9.999840510103007e-05,-2.838277859220014e-11,-9.999692486730898e-05,-3.847442599574446e-07,-1.480217772159166e-09,3.847158768950246e-07,4.999919025982773e-05,1.941581243336908e-09,9.999840510103007e-05,2.838277859220014e-11
2,429.8662347082241,0.0,-0.001354908855739229,0.3702317000012725,1.59488976862833e-05,-2.700457717404981e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919081231163e-05,1.868329161805123e-09,-9.999840511023137e-05,-2.700457717404982e-11,-9.999703423652906e-05,-3.702589748942634e-07,-1.370857753425512e-09,3.702319700470443e-07,4.999919081231163e-05,1.868329161805123e-09,9.999840511023137e-05,2.700457717404982e-11
2,446.6835921509593,0.0,-0.001253628366113986,0.3562930725225298,1.594881249168693e-05,-2.566614656892108e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919132397726e-05,1.797828698452077e-09,-9.999840511875084e-05,-2.566614656892108e-11,-9.999713552562338e-05,-3.563189955872258e-07,-1.269577178605673e-09,3.562933291839955e-07,4.999919132397726e-05,1.797828698452077e-09,9.999840511875084e-05,2.566614656892108e-11
2,464.1588833612739,0.0,-0.001159830424855651,0.3428791865165942,1.594873361337119e-05,-2.436551591057167e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919179784026e-05,1.729976047434824e-09,-9.999840512663867e-05,-2.436551591057167e-11,-9.999722933153144e-05,-3.429037959313191e-07,-1.175779158469022e-09,3.428794301717532e-07,4.999919179784026e-05,1.729976047434824e-09,9.999840512663867e-05,2.436551591057167e-11
2,482.3178482239265,0.0,-0.001072962237813509,0.3299702900685481,1.594866058647016e-05,-2.310076994978233e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919223669328e-05,1.664671285221276e-09,-9.999840513394136e-05,-2.310076994978233e-11,-9.999731620709428e-05,-3.299936220772054e-07,-1.088910898399979e-09,3.299705210762476e-07,4.999919223669328e-05,1.664671285221276e-09,9.999840513394136e-05,2.310076994978233e-11
2,501.187233627268,0.0,-0.0009925118482659514,0.3175473744467783,1.594859298060065e-05,-2.18700462398163e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919264312268e-05,1.601818256098473e-09,-9.999840514070194e-05,-2.18700462398163e-11,-9.999739666431211e-05,-3.175694634121806e-07,-1.008460441246552e-09,3.175475931472407e-07,4.999919264312268e-05,1.601818256098473e-09,9.999840514070194e-05,2.18700462398163e-11
2,520.7948328595418,0.0,-0.0009180051203265989,0.3055921461730664,1.594853039732627e-05,-2.067153239894795e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919301952369e-05,1.541324400434967e-09,-9.999840514696027e-05,-2.067153239894795e-11,-9.999747117736103e-05,-3.056130246275049e-07,-9.33953650723925e-10,3.055923528883904e-07,4.999919301952369e-05,1.541324400434967e-09,9.999840514696028e-05,2.067153239894795e-11
2,541.1695265464589,0.0,-0.0008490029451451288,0.2940870001387343,1.594847246780965e-05,-1.950346344610452e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919336811474e-05,1.483100640189094e-09,-9.999840515275323e-05,-1.950346344610452e-11,-9.99975401853871e-05,-2.941066988318497e-07,-8.649514176129384e-10,2.940871951733687e-07,4.999919336811474e-05,1.483100640189094e-09,9.999840515275323e-05,1.950346344610452e-11
2,562.3413251903442,0.0,-0.0007850986534532345,0.2830149937280608,1.594841885063911e-05,-1.836411920576586e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919369095024e-05,1.427061229722759e-09,-9.999840515811494e-05,-1.836411920576586e-11,-9.999760409509419e-05,-2.830335416720994e-07,-8.010470723038735e-10,2.830151773692528e-07,4.999919369095024e-05,1.427061229722759e-09,9.999840515811494e-05,1.836411920576586e-11
2,584.3414133735124,0.0,-0.000725915619219748,0.2723598219115747,1.594836922981681e-05,-1.725182177835963e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919398993288e-05,1.373123646513876e-09,-9.999840516307703e-05,-1.725182177835963e-11,-9.999766328314022e-05,-2.723772464240887e-07,-7.418639884495649e-10,2.723599944297925e-07,4.999919398993288e-05,1.373123646513876e-09,9.999840516307703e-05,1.725182177835963e-11
2,607.2021956909831,0.0,-0.0006711050403034216,0.2621057932731855,1.594832331289669e-05,-1.616493307248137e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919426682467e-05,1.321208461052119e-09,-9.999840516766872e-05,-1.616493307248137e-11,-9.999771809835678e-05,-2.621221200172374e-07,-6.870533636163182e-10,2.621059549225161e-07,4.999919426682467e-05,1.321208461052119e-09,9.999840516766872e-05,1.616493307248137e-11
2,630.9573444801875,0.0,-0.0006203438830333132,0.2522378069364155,1.594828082926115e-05,-1.510185239535225e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919452325762e-05,1.271239213673562e-09,-9.999840517191708e-05,-1.510185239535225e-11,-9.999776886380495e-05,-2.522530599583536e-07,-6.362921638625743e-10,2.522379579549394e-07,4.999919452325762e-05,1.271239213673562e-09,9.999840517191708e-05,1.510185239535225e-11
2,655.6418494179729,0.0,-0.0005733329786113331,0.2427413303562588,1.594824152852633e-05,-1.406101409800887e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919476074295e-05,1.223142319150907e-09,-9.999840517584715e-05,-1.406101409800887e-11,-9.999781587867878e-05,-2.42755532121108e-07,-5.892812201398594e-10,2.427414709663997e-07,4.999919476074295e-05,1.223142319150907e-09,9.999840517584715e-05,1.406101409800887e-11
2,681.2920690579551,0.0,-0.0005297952601251426,0.2336023779444115,1.594820517906658e-05,-1.304088527179501e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919498068041e-05,1.176846940058678e-09,-9.99984051794821e-05,-1.304088527179501e-11,-9.999785942006858e-05,-2.336155493689449e-07,-5.457434653042091e-10,2.336025083532642e-07,4.999919498068041e-05,1.176846940058678e-09,9.99984051794821e-05,1.304088527179501e-11
2,707.9457843841315,0.0,-0.0004894741297871333,0.2248074904967994,1.594817156664957e-05,-1.203996349279689e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919518436619e-05,1.132284898302332e-09,-9.999840518284335e-05,-1.203996349279689e-11,-9.999789974459378e-05,-2.248196509803267e-07,-5.054223013537829e-10,2.248076108964343e-07,4.999919518436619e-05,1.132284898302332e-09,9.999840518284333e-05,1.203996349279689e-11
2,735.6422544596346,0.0,-0.0004521319467819021,0.2163437153934592,1.594814049317372e-05,-1.105677461092979e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919537300079e-05,1.089390567565423e-09,-9.999840518595068e-05,-1.105677461092979e-11,-9.999793708991527e-05,-2.163548828463841e-07,-4.680800872750759e-10,2.163438259612053e-07,4.999919537300079e-05,1.089390567565423e-09,9.999840518595068e-05,1.105677461092979e-11
2,764.4222742525932,0.0,-0.0004175486268146222,0.2081985875419373,1.594811177550079e-05,-1.008987058044719e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919554769595e-05,1.048100769226193e-09,-9.999840518882245e-05,-1.008987058044719e-11,-9.999797167613576e-05,-2.082087784121223e-07,-4.33496738590123e-10,2.081986884406431e-07,4.999919554769595e-05,1.048100769226193e-09,9.999840518882245e-05,1.008987058044719e-11
2,794.3282347242741,0.0,-0.0003855203451103935,0.2003601110364203,1.59480852443766e-05,-9.137827328700856e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919570948127e-05,1.008354702968655e-09,-9.999840519147557e-05,-9.137827328700857e-12,-9.999800370709712e-05,-2.003693403334006e-07,-4.014684303547701e-10,2.003602024146936e-07,4.999919570948127e-05,1.008354702968655e-09,9.999840519147556e-05,9.137827328700857e-12
2,825.4041852680107,0.0,-0.0003558583352237839,0.1928167415058433,1.594806074343364e-05,-8.199242660034637e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919585931026e-05,9.700938184130579e-10,-9.999840519392567e-05,-8.199242660034638e-12,-9.999803337158165e-05,-1.928250228229225e-07,-3.718063959672175e-10,1.928168234982699e-07,4.999919585931026e-05,9.700938184130579e-10,9.999840519392565e-05,8.199242660034638e-12
2,857.695898590886,0.0,-0.000328387776581947,0.1855573691252006,1.594803812826943e-05,-7.272734191743444e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919599806598e-05,9.332617752172611e-10,-9.999840519618718e-05,-7.272734191743444e-12,-9.999806084442443e-05,-1.855647146594615e-07,-3.443358147102164e-10,1.855574418525425e-07,4.999919599806598e-05,9.332617752172611e-10,9.999840519618718e-05,7.272734191743444e-12
2,891.2509381337371,0.0,-0.0003029467642072766,0.1785713022652436,1.594801726559562e-05,-6.356937319074853e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919612656627e-05,8.978043216461001e-10,-9.999840519827344e-05,-6.356937319074853e-12,-9.999808628754395e-05,-1.78577722835505e-07,-3.188947814728722e-10,1.785713658346167e-07,4.999919612656627e-05,8.978043216461001e-10,9.999840519827345e-05,6.356937319074853e-12
2,926.1187281287847,0.0,-0.0002793853545494988,0.1718482517566607,1.594799803245241e-05,-5.450503206290922e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919624556841e-05,8.63669239060245e-10,-9.999840520019676e-05,-5.450503206290922e-12,-9.99981098508962e-05,-1.71853756819404e-07,-2.953333525819512e-10,1.718483062616928e-07,4.999919624556841e-05,8.63669239060245e-10,9.999840520019676e-05,5.450503206290922e-12
2,962.3506263980794,0.0,-0.0002575646818054009,0.1653783157457272,1.594798031548391e-05,-4.552096800844922e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919635577383e-05,8.308062499758668e-10,-9.999840520196846e-05,-4.552096800844922e-12,-9.999813167335835e-05,-1.653829134090171e-07,-2.735126621208848e-10,1.653783612666952e-07,4.999919635577383e-05,8.308062499758668e-10,9.999840520196846e-05,4.552096800844922e-12
2,999.9999999999903,0.0,-0.0002373561395195435,0.1591519651192599,1.594796401027013e-05,-3.660394867760372e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919645783202e-05,7.99166952145155e-10,-9.999840520359897e-05,-3.660394867760373e-12,-9.999815188354747e-05,-1.591556621546806e-07,-2.533041035298136e-10,1.591520017232086e-07,4.999919645783202e-05,7.99166952145155e-10,9.999840520359897e-05,3.660394867760373e-12
2,1039.122303835159,0.0,-0.000218640622643826,0.1531600294775386,1.594794902071149e-05,-2.774084041327716e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919655234454e-05,7.687047491673883e-10,-9.999840520509794e-05,-2.774084041327716e-12,-9.999817060057833e-05,-1.531628313301611e-07,-2.345885716645375e-10,1.53160057218379e-07,4.999919655234454e-05,7.687047491673883e-10,9.999840520509794e-05,2.774084041327716e-12
2,1079.775162327699,0.0,-0.0002013078255899234,0.1473936836346483,1.594793525846256e-05,-1.891858891258772e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919663986839e-05,7.393747706916643e-10,-9.999840520647416e-05,-1.891858891258772e-12,-9.999818793476537e-05,-1.473955944310471e-07,-2.17255760848386e-10,1.473937025532372e-07,4.999919663986839e-05,7.393747706916643e-10,9.999840520647416e-05,1.891858891258772e-12
2,1122.018454301952,0.0,-0.0001852555921384262,0.1418444346264593,1.594792264241129e-05,-1.012420000459256e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919672091939e-05,7.111338238446515e-10,-9.999840520773576e-05,-1.012420000459256e-12,-9.999820398827308e-05,-1.418454571807839e-07,-2.012035147808374e-10,1.418444447506593e-07,4.999919672091939e-05,7.111338238446515e-10,9.999840520773577e-05,1.012420000459256e-12
2,1165.91440117982,0.0,-0.0001703893133740415,0.1365041092072002,1.594791109820108e-05,-1.34472051595482e-09,0.0,0.0,1.0,0.0,0.0,0.0,4.999919679597532e-05,6.83940309096511e-10,-9.999840520889018e-05,-1.34472051595482e-13,-9.999821885571782e-05,-1.365042450253169e-07,-1.863372244722426e-10,1.365041105519207e-07,4.999919679597532e-05,6.83940309096511e-10,9.999840520889019e-05,1.34472051595482e-13
2,1211.527658628577,0.0,-0.0001566213700991119,0.1313648418162897,1.594790055779248e-05,7.432780803558925e-09,0.0,0.0,1.0,0.0,0.0,0.0,4.999919686547848e-05,6.577541751580949e-10,-9.999840520994423e-05,7.432780803558926e-13,-9.999823262472568e-05,-1.313640910979956e-07,-1.725692706569044e-10,1.313648343835089e-07,4.999919686547848e-05,6.577541751580949e-10,9.999840520994423e-05,-7.432780803558926e-13
2,1258.925411794155,0.0,-0.0001438706164397652,0.126419062997773,1.59478909590622e-05,1.622123232378787e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919692983851e-05,6.325368539288263e-10,-9.99984052109041e-05,1.622123232378788e-12,-9.999824537644882e-05,-1.264174246370874e-07,-1.598185073988275e-10,1.264190467765406e-07,4.999919692983851e-05,6.325368539288263e-10,9.99984052109041e-05,-1.622123232378788e-12
2,1308.177474260181,0.0,-0.0001320619016016938,0.1216594882553719,1.594788224543702e-05,2.503357857308529e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919698943475e-05,6.082512023834713e-10,-9.999840521177546e-05,2.503357857308529e-12,-9.999825718604373e-05,-1.216569598389023e-07,-1.480097838471308e-10,1.216594632217934e-07,4.999919698943475e-05,6.082512023834713e-10,9.999840521177546e-05,-2.503357857308529e-12
2,1359.356390878512,0.0,-0.0001211256269573414,0.1170791073267899,1.594787436556032e-05,3.388279930142056e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919704461848e-05,5.848614539998923e-10,-9.999840521256346e-05,3.388279930142057e-12,-9.999826812311423e-05,-1.170756851301775e-07,-1.370735013229017e-10,1.170790734439906e-07,4.999919704461848e-05,5.848614539998923e-10,9.999840521256346e-05,-3.388279930142057e-12
2,1412.53754462274,0.0,-0.0001109973358544198,0.1126711738615246,1.594786727298945e-05,4.278192859570865e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919709571491e-05,5.623331545742879e-10,-9.99984052132727e-05,4.278192859570865e-12,-9.99982782521217e-05,-1.126668528439547e-07,-1.269452031274092e-10,1.12671131079596e-07,4.999919709571491e-05,5.623331545742879e-10,9.99984052132727e-05,-4.278192859570865e-12
2,1467.799267622055,0.0,-0.000101617333728505,0.1084291954870297,1.594786092592196e-05,5.174407407548644e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919714302523e-05,5.406331249246491e-10,-9.999840521390742e-05,5.174407407548644e-12,-9.999828763276488e-05,-1.084239692838039e-07,-1.175651946544269e-10,1.084291437429556e-07,4.999919714302523e-05,5.406331249246491e-10,9.99984052139074e-05,-5.174407407548644e-12
2,1525.222956539003,0.0,-9.293033628100565e-05,0.1043469242486361,1.594785528694927e-05,6.078243619717254e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919718682825e-05,5.197294019101691e-10,-9.999840521447131e-05,6.078243619717254e-12,-9.999829632033188e-05,-1.043407851617979e-07,-1.088781915679549e-10,1.043468634661999e-07,4.999919718682825e-05,5.197294019101691e-10,9.999840521447131e-05,-6.078243619717254e-12
2,1584.893192461097,0.0,-8.488514364915314e-05,0.1004183474091853,1.594785032283619e-05,6.991032769531332e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919722738212e-05,4.995911985326147e-10,-9.999840521496773e-05,6.991032769531333e-12,-9.99983043660259e-05,-1.004112863961777e-07,-1.008329939719893e-10,1.004182774988576e-07,4.999919722738212e-05,4.995911985326147e-10,9.999840521496771e-05,-6.991032769531333e-12
2,1646.897865482852,0.0,-7.743433864785365e-05,0.09663767859485803,1.594784600432503e-05,7.91411931894248e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919726492589e-05,4.80188850159907e-10,-9.999840521539958e-05,7.914119318942481e-12,-9.999831181726703e-05,-9.662968525520467e-08,-9.338218465217868e-11,9.663759945366483e-08,4.999919726492589e-05,4.80188850159907e-10,9.999840521539957e-05,-7.914119318942481e-12
2,1711.328304161763,0.0,-7.053400730505013e-05,0.09299934927418342,1.594784230596317e-05,8.848862898528251e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919729968086e-05,4.61493782433748e-10,-9.999840521576941e-05,8.848862898528252e-12,-9.999831871797199e-05,-9.299041183416728e-08,-8.64818496110133e-11,9.299926078555444e-08,4.999919729968086e-05,4.61493782433748e-10,9.999840521576941e-05,-8.848862898528252e-12
2,1778.279410038904,0.0,-6.41434800436366e-05,0.08949800055770446,1.594783920595305e-05,9.796640309980422e-08,0.0,0.0,1.0,0.0,0.0,0.0,4.999919733185177e-05,4.434784592279258e-10,-9.999840521607941e-05,9.796640309980422e-12,-9.999832510881231e-05,-8.948810585302552e-08,-8.009131924958964e-11,8.949790259130135e-08,4.999919733185177e-05,4.434784592279258e-10,9.99984052160794e-05,-9.796640309980422e-12
2,1847.849797422272,0.0,-5.822509198461686e-05,0.08612847530624486,1.594783668602373e-05,1.075884755390003e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.99991973616284e-05,4.261163418823231e-10,-9.99984052163314e-05,1.075884755390003e-11,-9.99983310274549e-05,-8.611760876262685e-08,-7.417292867064058e-11,8.612836771776931e-08,4.99991973616284e-05,4.261163418823231e-10,9.999840521633141e-05,-1.075884755390003e-11
2,1920.141938638781,0.0,-5.274396095889198e-05,0.08288581053617174,1.594783473132312e-05,1.173690188588404e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919738918609e-05,4.093818605799904e-10,-9.999840521652688e-05,1.173690188588404e-11,-9.999833650878334e-05,-8.287395614789761e-08,-6.86917956902151e-11,8.288569316715286e-08,4.999919738918609e-05,4.093818605799904e-10,9.999840521652686e-05,-1.173690188588404e-11
2,1995.262314968858,0.0,-4.766778191939292e-05,0.07976523011048783,1.594783333033058e-05,1.273224390393069e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.99991974146873e-05,3.932503683769838e-10,-9.999840521666697e-05,1.273224390393069e-11,-9.99983415851039e-05,-7.975237041682257e-08,-6.36156152497235e-11,7.976510278804879e-08,4.99991974146873e-05,3.932503683769838e-10,9.999840521666697e-05,-1.273224390393069e-11
2,2073.321573485933,0.0,-4.296663654194804e-05,0.07676213770500259,1.594783247478887e-05,1.374633967023626e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919743828239e-05,3.776981030384599e-10,-9.999840521675253e-05,1.374633967023626e-11,-9.999834628633564e-05,-7.674825376447226e-08,-5.891446901673691e-11,7.676200024160589e-08,4.999919743828239e-05,3.776981030384599e-10,9.999840521675253e-05,-1.374633967023626e-11
2,2154.434690031861,0.0,-3.861281689277128e-05,0.07387211003923698,1.594783215965564e-05,1.478068287050756e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.99991974601104e-05,3.627021579820676e-10,-9.999840521678404e-05,1.478068287050756e-11,-9.999835064018716e-05,-7.385718140173077e-08,-5.456064905242691e-11,7.387196223240827e-08,4.99991974601104e-05,3.627021579820676e-10,9.999840521678404e-05,-1.478068287050756e-11
2,2238.721138568315,0.0,-3.458066212334363e-05,0.07109089036210363,1.594783238307357e-05,1.583679701396905e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919748029994e-05,3.482404454150857e-10,-9.99984052167617e-05,1.583679701396904e-11,-9.999835467231933e-05,-7.107489503875142e-08,-5.052849450641719e-11,7.109073199413348e-08,4.999919748029994e-05,3.482404454150857e-10,9.999840521676169e-05,-1.583679701396904e-11
2,2326.305067153601,0.0,-3.084640723025086e-05,0.06841438218278006,1.594783314635952e-05,1.691623767730412e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919749897005e-05,3.342916651094116e-10,-9.999840521668537e-05,1.691623767730412e-11,-9.999835840649715e-05,-6.839729661356384e-08,-4.679424037661038e-11,6.841421302040329e-08,4.999919749897005e-05,3.342916651094116e-10,9.999840521668536e-05,-1.691623767730412e-11
2,2417.315480804078,0.0,-2.73880429886293e-05,0.06583864323754958,1.594783445401229e-05,1.80205947958344e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919751623075e-05,3.208352710081453e-10,-9.99984052165546e-05,1.80205947958344e-11,-9.999836186472934e-05,-6.582044225660011e-08,-4.333587744264159e-11,6.583846303160162e-08,4.999919751623075e-05,3.208352710081453e-10,9.99984052165546e-05,-1.80205947958344e-11
2,2511.886431509553,0.0,-2.418518623372684e-05,0.06335987968373348,1.594783631373905e-05,1.915149500531112e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919753218381e-05,3.078514421689835e-10,-9.999840521636863e-05,1.915149500531112e-11,-9.999836506739827e-05,-6.334053648226278e-08,-4.013302254746589e-11,6.335968816878342e-08,4.999919753218381e-05,3.078514421689835e-10,9.999840521636863e-05,-1.915149500531112e-11
2,2610.157215682508,0.0,-2.121895972606847e-05,0.06097444051217098,1.594783873650087e-05,2.031060403776652e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.99991975469232e-05,2.953210558760175e-10,-9.999840521612636e-05,2.031060403776653e-11,-9.999836803338007e-05,-6.09539265989867e-08,-3.716679846256934e-11,6.097423740613059e-08,4.99991975469232e-05,2.953210558760175e-10,9.999840521612636e-05,-2.031060403776653e-11
2,2712.272579331998,0.0,-1.847188089219029e-05,0.05867881217002309,1.594784173657726e-05,2.149962917495358e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999919756053579e-05,2.832256564147228e-10,-9.999840521582635e-05,2.149962917495358e-11,-9.99983707801559e-05,-5.865709732956029e-08,-3.441972262876756e-11,5.867859717373134e-08,4.999919756053579e-05,2.832256564147228e-10,9.999840521582635e-05,-2.149962917495358e-11
