case,vg,v(gate),v(drain),i(vd),id(j1),i(vg)
2,-1.34,-1.34,6.0,-0.0006730020073410004,0.0006730020073410003,8.682e-12
2,-1.33,-1.33,6.0,-0.0006935505073309999,0.0006935505073309999,8.662000000000002e-12
2,-1.32,-1.32,6.0,-0.0007144080073210007,0.0007144080073210004,8.642000000000001e-12
2,-1.31,-1.31,6.0,-0.0007355745073110006,0.000735574507311,8.622000000000001e-12
2,-1.3,-1.3,6.0,-0.0007570500073010005,0.0007570500073010005,8.602e-12
2,-1.29,-1.29,6.0,-0.0007788345072910004,0.0007788345072910001,8.582000000000002e-12
2,-1.28,-1.28,6.0,-0.0008009280072810003,0.000800928007281,8.562e-12
2,-1.27,-1.27,6.0,-0.0008233305072709997,0.000823330507271,8.542000000000001e-12
2,-1.26,-1.26,6.0,-0.0008460420072610004,0.000846042007261,8.522000000000001e-12
2,-1.25,-1.25,6.0,-0.0008690625072510002,0.0008690625072510001,8.501999999999999e-12
2,-1.24,-1.24,6.0,-0.000892392007241,0.0008923920072410001,8.482e-12
2,-1.23,-1.23,6.0,-0.0009160305072310002,0.000916030507231,8.462e-12
2,-1.22,-1.22,6.0,-0.0009399780072210004,0.0009399780072210001,8.442e-12
2,-1.21,-1.21,6.0,-0.0009642345072110002,0.0009642345072110003,8.422e-12
2,-1.2,-1.2,6.0,-0.0009888000072009995,0.0009888000072010002,8.401999999999999e-12
2,-1.19,-1.19,6.0,-0.001013674507191001,0.001013674507191,8.381999999999999e-12
2,-1.18,-1.18,6.0,-0.001038858007181,0.001038858007181,8.361999999999998e-12
2,-1.17,-1.17,6.0,-0.001064350507171,0.001064350507171,8.342e-12
2,-1.16,-1.16,6.0,-0.001090152007161,0.001090152007161,8.322e-12
2,-1.15,-1.15,6.0,-0.001116262507151001,0.001116262507151,8.301999999999999e-12
2,-1.14,-1.14,6.0,-0.001142682007140999,0.001142682007141,8.282e-12
2,-1.13,-1.13,6.0,-0.001169410507131001,0.001169410507131,8.262e-12
2,-1.12,-1.12,6.0,-0.001196448007120999,0.001196448007121,8.242e-12
2,-1.11,-1.11,6.0,-0.001223794507111001,0.001223794507111,8.222e-12
2,-1.1,-1.1,6.0,-0.001251450007101,0.001251450007101,8.201999999999999e-12
