case,frequency_real,frequency_imag,v(low)_real,v(low)_imag,v(high)_real,v(high)_imag,v(in)_real,v(in)_imag,i(vin)_real,i(vin)_imag,i(clp)_real,i(clp)_imag,i(rhp)_real,i(rhp)_imag,i(rlp)_real,i(rlp)_imag,i(chp)_real,i(chp)_imag
2,35.48133892335737,0.0,0.9995032430587076,-0.02228250824825733,0.0004967569412923782,0.02228250824825733,1.0,0.0,-9.935138825847965e-07,-4.456501649651467e-05,4.967569412923782e-07,2.228250824825733e-05,4.967569412923782e-07,2.228250824825733e-05,4.967569412923645e-07,2.228250824825733e-05,4.967569412923782e-07,2.228250824825733e-05
2,36.86945064519557,0.0,0.9994636354485973,-0.02315333376580265,0.0005363645514026586,0.02315333376580265,1.0,0.0,-1.072729102805378e-06,-4.63066675316053e-05,5.363645514026585e-07,2.315333376580265e-05,5.363645514026586e-07,2.315333376580265e-05,5.363645514027127e-07,2.315333376580265e-05,5.363645514026586e-07,2.315333376580265e-05
2,38.31186849557268,0.0,0.9994208716595153,-0.02405811611182047,0.0005791283404845882,0.02405811611182047,1.0,0.0,-1.158256680969213e-06,-4.811623222364094e-05,5.791283404845882e-07,2.405811611182047e-05,5.791283404845882e-07,2.405811611182047e-05,5.791283404846803e-07,2.405811611182047e-05,5.791283404845882e-07,2.405811611182047e-05
2,39.81071705534952,0.0,0.9993747004910177,-0.02499817012315504,0.0006252995089821345,0.02499817012315504,1.0,0.0,-1.250599017964395e-06,-4.999634024631008e-05,6.252995089821346e-07,2.499817012315504e-05,6.252995089821345e-07,2.499817012315504e-05,6.252995089822688e-07,2.499817012315504e-05,6.252995089821346e-07,2.499817012315504e-05
2,41.36820402388486,0.0,0.9993248507999026,-0.02597486041646786,0.0006751492000973809,0.02597486041646786,1.0,0.0,-1.350298400194648e-06,-5.194972083293571e-05,6.75149200097381e-07,2.597486041646786e-05,6.751492000973809e-07,2.597486041646786e-05,6.751492000973692e-07,2.597486041646786e-05,6.75149200097381e-07,2.597486041646786e-05
2,42.98662347082254,0.0,0.9992710299252975,-0.02698960313403375,0.0007289700747024561,0.02698960313403375,1.0,0.0,-1.457940149405067e-06,-5.39792062680675e-05,7.289700747024562e-07,2.698960313403375e-05,7.289700747024562e-07,2.698960313403375e-05,7.289700747025174e-07,2.698960313403375e-05,7.289700747024562e-07,2.698960313403375e-05
2,44.66835921509607,0.0,0.9992129219907594,-0.02804386773339362,0.0007870780092407062,0.02804386773339362,1.0,0.0,-1.574156018481407e-06,-5.608773546678725e-05,7.870780092407062e-07,2.804386773339362e-05,7.870780092407061e-07,2.804386773339362e-05,7.870780092406049e-07,2.804386773339363e-05,7.870780092407061e-07,2.804386773339362e-05
2,46.41588833612754,0.0,0.9991501860740087,-0.02913917881963283,0.0008498139259913472,0.02913917881963283,1.0,0.0,-1.699627851982655e-06,-5.827835763926566e-05,8.498139259913471e-07,2.913917881963283e-05,8.498139259913473e-07,2.913917881963283e-05,8.498139259912607e-07,2.913917881963283e-05,8.498139259913471e-07,2.913917881963282e-05
2,48.2317848223928,0.0,0.9990824542342523,-0.03027711801865387,0.0009175457657477365,0.03027711801865387,1.0,0.0,-1.835091531495454e-06,-6.055423603730774e-05,9.175457657477365e-07,3.027711801865388e-05,9.175457657477364e-07,3.027711801865387e-05,9.175457657476516e-07,3.027711801865387e-05,9.175457657477366e-07,3.027711801865387e-05
2,50.11872336272695,0.0,0.9990093293863227,-0.03145932588935476,0.0009906706136774308,0.03145932588935477,1.0,0.0,-1.981341227354626e-06,-6.291865177870952e-05,9.906706136774308e-07,3.145932588935477e-05,9.906706136774308e-07,3.145932588935477e-05,9.906706136773025e-07,3.145932588935476e-05,9.90670613677431e-07,3.145932588935476e-05
2,52.07948328595435,0.0,0.9989303830101061,-0.03268750387210312,0.001069616989893826,0.03268750387210312,1.0,0.0,-2.139233979787707e-06,-6.537500774420624e-05,1.069616989893826e-06,3.268750387210311e-05,1.069616989893826e-06,3.268750387210312e-05,1.06961698989394e-06,3.268750387210312e-05,1.069616989893826e-06,3.268750387210312e-05
2,54.11695265464607,0.0,0.9988451526829245,-0.03396341627030319,0.001154847317075652,0.03396341627030319,1.0,0.0,-2.309694634151051e-06,-6.792683254060637e-05,1.154847317075652e-06,3.396341627030319e-05,1.154847317075652e-06,3.396341627030319e-05,1.154847317075491e-06,3.396341627030319e-05,1.154847317075652e-06,3.396341627030319e-05
2,56.2341325190346,0.0,0.9987531394216771,-0.03528889226117946,0.001246860578322907,0.03528889226117946,1.0,0.0,-2.493721156645806e-06,-7.057778452235891e-05,1.246860578322907e-06,3.528889226117946e-05,1.246860578322907e-06,3.528889226117946e-05,1.246860578322906e-06,3.528889226117946e-05,1.246860578322907e-06,3.528889226117946e-05
2,58.43414133735143,0.0,0.9986538048206633,-0.03666582793113767,0.001346195179336664,0.03666582793113767,1.0,0.0,-2.692390358673275e-06,-7.333165586227533e-05,1.346195179336664e-06,3.666582793113766e-05,1.346195179336664e-06,3.666582793113767e-05,1.346195179336651e-06,3.666582793113767e-05,1.346195179336664e-06,3.666582793113766e-05
2,60.7202195690985,0.0,0.9985465679700442,-0.03809618833019983,0.001453432029955755,0.03809618833019983,1.0,0.0,-2.90686405991162e-06,-7.619237666039967e-05,1.453432029955755e-06,3.809618833019983e-05,1.453432029955755e-06,3.809618833019983e-05,1.453432029955848e-06,3.809618833019983e-05,1.453432029955755e-06,3.809618833019983e-05
2,63.09573444801896,0.0,0.9984308021389244,-0.03958200953903525,0.001569197861075481,0.03958200953903525,1.0,0.0,-3.138395722150972e-06,-7.916401907807049e-05,1.569197861075481e-06,3.958200953903525e-05,1.569197861075481e-06,3.958200953903525e-05,1.569197861075566e-06,3.958200953903525e-05,1.569197861075481e-06,3.958200953903525e-05
2,65.5641849417975,0.0,0.998305831205989,-0.04112540074100747,0.001694168794011059,0.04112540074100747,1.0,0.0,-3.388337588021946e-06,-8.225080148201493e-05,1.694168794011059e-06,4.112540074100747e-05,1.694168794011059e-06,4.112540074100747e-05,1.694168794010964e-06,4.112540074100747e-05,1.694168794011059e-06,4.112540074100747e-05
2,68.12920690579573,0.0,0.9981709258195499,-0.04272854629041854,0.001829074180450029,0.04272854629041854,1.0,0.0,-3.658148360900073e-06,-8.54570925808371e-05,1.829074180450029e-06,4.272854629041854e-05,1.829074180450029e-06,4.272854629041854e-05,1.829074180450085e-06,4.272854629041854e-05,1.829074180450029e-06,4.272854629041855e-05
2,70.79457843841337,0.0,0.9980252992677398,-0.04439370776673598,0.001974700732260344,0.04439370776673598,1.0,0.0,-3.949401464520611e-06,-8.878741553347196e-05,1.974700732260344e-06,4.439370776673598e-05,1.974700732260344e-06,4.439370776673598e-05,1.974700732260248e-06,4.439370776673598e-05,1.974700732260344e-06,4.439370776673597e-05
2,73.56422544596369,0.0,0.9978681030384194,-0.04612322600302104,0.002131896961580552,0.04612322600302104,1.0,0.0,-4.263793923161134e-06,-9.224645200604208e-05,2.131896961580552e-06,4.612322600302104e-05,2.131896961580552e-06,4.612322600302104e-05,2.13189696158056e-06,4.612322600302104e-05,2.131896961580552e-06,4.612322600302104e-05
2,76.44222742525956,0.0,0.9976984220471898,-0.04791952307501883,0.002301577952810124,0.04791952307501883,1.0,0.0,-4.603155905620209e-06,-9.583904615003766e-05,2.301577952810124e-06,4.791952307501883e-05,2.301577952810124e-06,4.791952307501883e-05,2.301577952810163e-06,4.791952307501883e-05,2.301577952810124e-06,4.791952307501883e-05
2,79.43282347242767,0.0,0.9975152695106657,-0.04978510423540011,0.002484730489334281,0.04978510423540011,1.0,0.0,-4.969460978668531e-06,-9.957020847080022e-05,2.484730489334281e-06,4.978510423540011e-05,2.484730489334281e-06,4.978510423540011e-05,2.484730489334286e-06,4.978510423540011e-05,2.484730489334281e-06,4.978510423540011e-05
2,82.54041852680133,0.0,0.9973175814409502,-0.05172255977544014,0.002682418559049914,0.05172255977544014,1.0,0.0,-5.364837118099691e-06,-0.0001034451195508803,2.682418559049914e-06,5.172255977544014e-05,2.682418559049914e-06,5.172255977544014e-05,2.682418559049826e-06,5.172255977544014e-05,2.682418559049914e-06,5.172255977544014e-05
2,85.76958985908888,0.0,0.9971042107360044,-0.0537345667939563,0.002895789263995623,0.0537345667939563,1.0,0.0,-5.7915785279913e-06,-0.0001074691335879126,2.895789263995623e-06,5.37345667939563e-05,2.895789263995623e-06,5.37345667939563e-05,2.895789263995585e-06,5.37345667939563e-05,2.895789263995623e-06,5.37345667939563e-05
2,89.125093813374,0.0,0.9968739208393846,-0.05582389085057608,0.003126079160615466,0.05582389085057608,1.0,0.0,-6.252158321230809e-06,-0.0001116477817011521,3.126079160615466e-06,5.582389085057608e-05,3.126079160615466e-06,5.582389085057608e-05,3.126079160615358e-06,5.582389085057608e-05,3.126079160615466e-06,5.582389085057608e-05
2,92.61187281287877,0.0,0.9966253789416151,-0.05799338747734323,0.003374621058384965,0.05799338747734322,1.0,0.0,-6.749242116769805e-06,-0.0001159867749546865,3.374621058384965e-06,5.799338747734323e-05,3.374621058384965e-06,5.799338747734322e-05,3.37462105838493e-06,5.799338747734323e-05,3.374621058384965e-06,5.799338747734323e-05
2,96.23506263980825,0.0,0.9963571486943221,-0.06024600351925956,0.003642851305677915,0.06024600351925956,1.0,0.0,-7.285702611355874e-06,-0.0001204920070385191,3.642851305677915e-06,6.024600351925956e-05,3.642851305677915e-06,6.024600351925956e-05,3.642851305677874e-06,6.024600351925956e-05,3.642851305677915e-06,6.024600351925956e-05
2,99.99999999999936,0.0,0.9960676824071726,-0.0625847782705713,0.003932317592827433,0.0625847782705713,1.0,0.0,-7.864635185654797e-06,-0.0001251695565411426,3.932317592827433e-06,6.258477827057129e-05,3.932317592827433e-06,6.25847782705713e-05,3.932317592827417e-06,6.25847782705713e-05,3.932317592827433e-06,6.258477827057129e-05
2,103.9122303835162,0.0,0.9957553126966966,-0.06501284436940524,0.004244687303303332,0.06501284436940524,1.0,0.0,-8.489374606606832e-06,-0.0001300256887388105,4.244687303303332e-06,6.501284436940524e-05,4.244687303303331e-06,6.501284436940524e-05,4.244687303303408e-06,6.501284436940524e-05,4.244687303303332e-06,6.501284436940525e-05
2,107.9775162327703,0.0,0.9954182435552471,-0.06753342840870628,0.004581756444752892,0.06753342840870628,1.0,0.0,-9.163512889505677e-06,-0.0001350668568174126,4.581756444752892e-06,6.753342840870629e-05,4.581756444752892e-06,6.753342840870629e-05,4.581756444752894e-06,6.753342840870629e-05,4.581756444752892e-06,6.753342840870629e-05
2,112.2018454301956,0.0,0.995054540807711,-0.07014985121628088,0.004945459192288938,0.07014985121628088,1.0,0.0,-9.890918384577855e-06,-0.0001402997024325617,4.945459192288939e-06,7.014985121628087e-05,4.945459192288939e-06,7.014985121628089e-05,4.945459192288948e-06,7.014985121628089e-05,4.945459192288939e-06,7.014985121628087e-05
2,116.5914401179824,0.0,0.9946621219231945,-0.0728655277510755,0.005337878076805596,0.0728655277510755,1.0,0.0,-1.06757561536111e-05,-0.000145731055502151,5.337878076805597e-06,7.286552775107551e-05,5.337878076805597e-06,7.286552775107551e-05,5.337878076805525e-06,7.286552775107551e-05,5.337878076805597e-06,7.28655277510755e-05
2,121.152765862858,0.0,0.9942387451488038,-0.07568396655656792,0.005761254851196124,0.07568396655656794,1.0,0.0,-1.152250970239222e-05,-0.0001513679331131359,5.761254851196124e-06,7.568396655656794e-05,5.761254851196125e-06,7.568396655656794e-05,5.761254851196163e-06,7.568396655656792e-05,5.761254851196125e-06,7.568396655656794e-05
2,125.8925411794159,0.0,0.9937819979329331,-0.07860876870528373,0.006218002067066842,0.07860876870528373,1.0,0.0,-1.243600413413374e-05,-0.0001572175374105675,6.218002067066842e-06,7.860876870528373e-05,6.218002067066842e-06,7.860876870528373e-05,6.218002067066908e-06,7.860876870528373e-05,6.218002067066842e-06,7.860876870528373e-05
2,130.8177474260185,0.0,0.9932892846061981,-0.08164362616092768,0.006710715393801926,0.08164362616092768,1.0,0.0,-1.342143078760368e-05,-0.0001632872523218554,6.710715393801926e-06,8.164362616092769e-05,6.710715393801926e-06,8.164362616092769e-05,6.710715393801858e-06,8.164362616092769e-05,6.710715393801926e-06,8.164362616092769e-05
2,135.9356390878516,0.0,0.992757813289462,-0.08479231947639912,0.007242186710538025,0.0847923194763991,1.0,0.0,-1.448437342107608e-05,-0.0001695846389527982,7.242186710538026e-06,8.479231947639911e-05,7.242186710538025e-06,8.479231947639911e-05,7.242186710538002e-06,8.479231947639912e-05,7.242186710538025e-06,8.479231947639911e-05
2,141.2537544622745,0.0,0.9921845820003579,-0.08805871473700388,0.007815417999642155,0.08805871473700388,1.0,0.0,-1.563083599928421e-05,-0.0001761174294740078,7.815417999642156e-06,8.805871473700389e-05,7.815417999642156e-06,8.805871473700389e-05,7.815417999642138e-06,8.805871473700389e-05,7.815417999642156e-06,8.805871473700389e-05
2,146.7799267622059,0.0,0.9915663639324788,-0.09144675964845202,0.008433636067521144,0.091446759648452,1.0,0.0,-1.686727213504246e-05,-0.000182893519296904,8.433636067521145e-06,9.1446759648452e-05,8.433636067521145e-06,9.1446759648452e-05,8.433636067521233e-06,9.144675964845202e-05,8.433636067521143e-06,9.144675964845202e-05
2,152.5222956539008,0.0,0.990899691885123,-0.0949604786587104,0.009100308114877092,0.09496047865871042,1.0,0.0,-1.820061622975419e-05,-0.0001899209573174208,9.100308114877094e-06,9.496047865871042e-05,9.100308114877092e-06,9.496047865871042e-05,9.100308114877055e-06,9.49604786587104e-05,9.100308114877094e-06,9.496047865871042e-05
2,158.4893192461102,0.0,0.9901808418263093,-0.09860396699144912,0.009819158173690744,0.09860396699144912,1.0,0.0,-1.963831634738157e-05,-0.0001972079339828982,9.819158173690744e-06,9.860396699144912e-05,9.819158173690744e-06,9.860396699144912e-05,9.819158173690724e-06,9.860396699144912e-05,9.819158173690744e-06,9.860396699144912e-05
2,164.6897865482857,0.0,0.989405815577929,-0.1023813834566721,0.01059418442207098,0.1023813834566721,1.0,0.0,-2.118836884414197e-05,-0.0002047627669133442,1.059418442207098e-05,0.0001023813834566721,1.059418442207098e-05,0.0001023813834566721,1.059418442207105e-05,0.0001023813834566721,1.059418442207098e-05,0.0001023813834566721
2,171.1328304161769,0.0,0.9885703226195641,-0.1062969418911715,0.01142967738043595,0.1062969418911715,1.0,0.0,-2.285935476087185e-05,-0.0002125938837823431,1.142967738043595e-05,0.0001062969418911716,1.142967738043595e-05,0.0001062969418911715,1.142967738043588e-05,0.0001062969418911715,1.142967738043595e-05,0.0001062969418911715
2,177.827941003891,0.0,0.9876697610169544,-0.1103549010677218,0.01233023898304569,0.1103549010677218,1.0,0.0,-2.466047796609135e-05,-0.0002207098021354437,1.233023898304569e-05,0.0001103549010677218,1.233023898304569e-05,0.0001103549010677218,1.233023898304564e-05,0.0001103549010677218,1.233023898304569e-05,0.0001103549010677218
2,184.7849797422278,0.0,0.9866991974925845,-0.1145595528974961,0.01330080250741548,0.1145595528974961,1.0,0.0,-2.660160501483098e-05,-0.0002291191057949922,1.330080250741548e-05,0.0001145595528974961,1.330080250741548e-05,0.0001145595528974961,1.33008025074155e-05,0.0001145595528974961,1.330080250741548e-05,0.0001145595528974961
2,192.0141938638787,0.0,0.9856533466696988,-0.1189152087351374,0.01434665333030113,0.1189152087351374,1.0,0.0,-2.869330666060239e-05,-0.0002378304174702748,1.434665333030114e-05,0.0001189152087351374,1.434665333030114e-05,0.0001189152087351374,1.434665333030116e-05,0.0001189152087351374,1.434665333030114e-05,0.0001189152087351374
2,199.5262314968865,0.0,0.9845265495375671,-0.1234261835803872,0.0154734504624328,0.1234261835803872,1.0,0.0,-3.094690092486557e-05,-0.0002468523671607744,1.54734504624328e-05,0.0001234261835803872,1.54734504624328e-05,0.0001234261835803872,1.547345046243287e-05,0.0001234261835803872,1.54734504624328e-05,0.0001234261835803872
2,207.332157348594,0.0,0.9833127512053811,-0.1280967779543473,0.01668724879461886,0.1280967779543473,1.0,0.0,-3.33744975892377e-05,-0.0002561935559086946,1.668724879461886e-05,0.0001280967779543473,1.668724879461886e-05,0.0001280967779543473,1.668724879461891e-05,0.0001280967779543473,1.668724879461886e-05,0.0001280967779543473
2,215.4434690031867,0.0,0.9820054780351389,-0.1329312572125802,0.01799452196486103,0.1329312572125802,1.0,0.0,-3.598904392972203e-05,-0.0002658625144251605,1.799452196486103e-05,0.0001329312572125802,1.799452196486103e-05,0.0001329312572125802,1.799452196486107e-05,0.0001329312572125802,1.799452196486102e-05,0.0001329312572125802
2,223.8721138568323,0.0,0.9805978142707006,-0.1379338280416565,0.0194021857292995,0.1379338280416565,1.0,0.0,-3.880437145859902e-05,-0.000275867656083313,1.94021857292995e-05,0.0001379338280416565,1.94021857292995e-05,0.0001379338280416565,1.940218572929941e-05,0.0001379338280416565,1.94021857292995e-05,0.0001379338280416565
2,232.6305067153608,0.0,0.9790823783112893,-0.1431086118708394,0.02091762168871058,0.1431086118708394,1.0,0.0,-4.183524337742136e-05,-0.0002862172237416788,2.091762168871058e-05,0.0001431086118708394,2.091762168871058e-05,0.0001431086118708394,2.09176216887107e-05,0.0001431086118708394,2.091762168871058e-05,0.0001431086118708394
2,241.7315480804085,0.0,0.9774512988135362,-0.1484596149168768,0.02254870118646377,0.1484596149168768,1.0,0.0,-4.509740237292754e-05,-0.0002969192298337536,2.254870118646377e-05,0.0001484596149168768,2.254870118646377e-05,0.0001484596149168768,2.254870118646379e-05,0.0001484596149168768,2.254870118646377e-05,0.0001484596149168768
2,251.1886431509561,0.0,0.9756961908471389,-0.1539906945679587,0.02430380915286104,0.1539906945679587,1.0,0.0,-4.860761830572212e-05,-0.0003079813891359174,2.430380915286104e-05,0.0001539906945679587,2.430380915286104e-05,0.0001539906945679587,2.430380915286112e-05,0.0001539906945679587,2.430380915286104e-05,0.0001539906945679587
2,261.0157215682516,0.0,0.9738081323758028,-0.1597055218035797,0.02619186762419713,0.1597055218035797,1.0,0.0,-5.23837352483944e-05,-0.0003194110436071594,2.619186762419713e-05,0.0001597055218035797,2.619186762419713e-05,0.0001597055218035797,2.619186762419723e-05,0.0001597055218035797,2.619186762419713e-05,0.0001597055218035797
2,271.2272579332007,0.0,0.9717776413877108,-0.1656075393412044,0.02822235861228922,0.1656075393412044,1.0,0.0,-5.644471722457833e-05,-0.0003312150786824088,2.822235861228922e-05,0.0001656075393412044,2.822235861228922e-05,0.0001656075393412044,2.822235861228917e-05,0.0001656075393412044,2.822235861228922e-05,0.0001656075393412044
2,281.8382931264431,0.0,0.9695946540587108,-0.171699915199396,0.03040534594128924,0.171699915199396,1.0,0.0,-6.081069188257847e-05,-0.000343399830398792,3.040534594128924e-05,0.000171699915199396,3.040534594128924e-05,0.000171699915199396,3.040534594128919e-05,0.000171699915199396,3.040534594128924e-05,0.000171699915199396
2,292.8644564625213,0.0,0.9672485043969513,-0.1779854913716625,0.03275149560304868,0.1779854913716626,1.0,0.0,-6.550299120609733e-05,-0.0003559709827433251,3.275149560304868e-05,0.0001779854913716626,3.275149560304868e-05,0.0001779854913716626,3.275149560304868e-05,0.0001779854913716625,3.275149560304868e-05,0.0001779854913716626
2,304.3219887107697,0.0,0.9647279058899656,-0.1844667273172247,0.03527209411003445,0.1844667273172247,1.0,0.0,-7.054418822006881e-05,-0.0003689334546344493,3.527209411003445e-05,0.0001844667273172247,3.527209411003445e-05,0.0001844667273172247,3.527209411003441e-05,0.0001844667273172247,3.527209411003445e-05,0.0001844667273172247
2,316.2277660168354,0.0,0.962020935754163,-0.1911456379958684,0.03797906424583696,0.1911456379958683,1.0,0.0,-7.595812849167396e-05,-0.0003822912759917367,3.797906424583697e-05,0.0001911456379958683,3.797906424583696e-05,0.0001911456379958683,3.797906424583697e-05,0.0001911456379958684,3.797906424583696e-05,0.0001911456379958683
2,328.5993247600628,0.0,0.9591150224720455,-0.1980237262059602,0.04088497752795443,0.1980237262059602,1.0,0.0,-8.176995505590889e-05,-0.0003960474524119205,4.088497752795444e-05,0.0001980237262059602,4.088497752795443e-05,0.0001980237262059602,4.08849775279545e-05,0.0001980237262059602,4.088497752795444e-05,0.0001980237262059602
2,341.4548873833574,0.0,0.9559969373936412,-0.2051019090296814,0.04400306260635883,0.2051019090296814,1.0,0.0,-8.800612521271765e-05,-0.0004102038180593628,4.400306260635883e-05,0.0002051019090296814,4.400306260635884e-05,0.0002051019090296814,4.400306260635878e-05,0.0002051019090296814,4.400306260635883e-05,0.0002051019090296814
2,354.8133892335725,0.0,0.9526527912746892,-0.212380438249931,0.04734720872531091,0.212380438249931,1.0,0.0,-9.469441745062169e-05,-0.000424760876499862,4.734720872531091e-05,0.000212380438249931,4.734720872531091e-05,0.000212380438249931,4.734720872531084e-05,0.000212380438249931,4.734720872531091e-05,0.000212380438249931
2,368.6945064519545,0.0,0.949068036723581,-0.2198588146816691,0.05093196327641902,0.2198588146816691,1.0,0.0,-0.0001018639265528381,-0.0004397176293633383,5.093196327641902e-05,0.0002198588146816691,5.093196327641902e-05,0.0002198588146816691,5.093196327641902e-05,0.0002198588146816691,5.093196327641902e-05,0.0002198588146816691
2,383.1186849557256,0.0,0.9452274776299874,-0.227535696459345,0.05477252237001274,0.227535696459345,1.0,0.0,-0.0001095450447400253,-0.00045507139291869,5.477252237001273e-05,0.000227535696459345,5.477252237001274e-05,0.000227535696459345,5.477252237001263e-05,0.000227535696459345,5.477252237001273e-05,0.000227535696459345
2,398.1071705534939,0.0,0.9411152867478182,-0.2354088014441903,0.05888471325218188,0.2354088014441903,1.0,0.0,-0.0001177694265043637,-0.0004708176028883806,5.888471325218189e-05,0.0002354088014441903,5.888471325218189e-05,0.0002354088014441903,5.888471325218181e-05,0.0002354088014441903,5.888471325218189e-05,0.0002354088014441903
2,413.6820402388472,0.0,0.9367150327002717,-0.2434748040631731,0.06328496729972821,0.2434748040631731,1.0,0.0,-0.0001265699345994565,-0.0004869496081263462,6.328496729972822e-05,0.0002434748040631731,6.328496729972822e-05,0.0002434748040631731,6.328496729972833e-05,0.0002434748040631731,6.328496729972822e-05,0.0002434748040631731
2,429.8662347082241,0.0,0.9320097177609185,-0.2517292270677595,0.06799028223908159,0.2517292270677595,1.0,0.0,-0.0001359805644781632,-0.000503458454135519,6.79902822390816e-05,0.0002517292270677595,6.799028223908158e-05,0.0002517292270677595,6.799028223908154e-05,0.0002517292270677595,6.79902822390816e-05,0.0002517292270677595
2,446.6835921509593,0.0,0.9269818278368056,-0.2601663289073753,0.0730181721631945,0.2601663289073753,1.0,0.0,-0.0001460363443263889,-0.0005203326578147507,7.301817216319452e-05,0.0002601663289073753,7.30181721631945e-05,0.0002601663289073753,7.30181721631944e-05,0.0002601663289073753,7.301817216319452e-05,0.0002601663289073753
2,464.1588833612739,0.0,0.9216133961311763,-0.2687789876510734,0.07838660386882376,0.2687789876510734,1.0,0.0,-0.0001567732077376475,-0.0005375579753021468,7.838660386882377e-05,0.0002687789876510735,7.838660386882377e-05,0.0002687789876510734,7.838660386882368e-05,0.0002687789876510734,7.838660386882377e-05,0.0002687789876510734
2,482.3178482239265,0.0,0.9158860819872217,-0.2775585826619635,0.08411391801277848,0.2775585826619636,1.0,0.0,-0.0001682278360255568,-0.0005551171653239271,8.411391801277848e-05,0.0002775585826619636,8.411391801277848e-05,0.0002775585826619636,8.411391801277834e-05,0.0002775585826619636,8.411391801277849e-05,0.0002775585826619636
2,501.187233627268,0.0,0.909781266401956,-0.2864948755318479,0.09021873359804386,0.2864948755318479,1.0,0.0,-0.0001804374671960878,-0.0005729897510636959,9.021873359804387e-05,0.000286494875531848,9.021873359804387e-05,0.000286494875531848,9.0218733598044e-05,0.000286494875531848,9.021873359804387e-05,0.000286494875531848
2,520.7948328595418,0.0,0.9032801656414866,-0.2955758921160097,0.09671983435851327,0.2955758921160098,1.0,0.0,-0.0001934396687170267,-0.0005911517842320195,9.671983435851328e-05,0.0002955758921160097,9.671983435851326e-05,0.0002955758921160098,9.67198343585134e-05,0.0002955758921160097,9.671983435851329e-05,0.0002955758921160098
2,541.1695265464589,0.0,0.8963639642755056,-0.3047878078660721,0.1036360357244944,0.3047878078660721,1.0,0.0,-0.0002072720714489887,-0.0006095756157321443,0.0001036360357244944,0.0003047878078660721,0.0001036360357244944,0.0003047878078660721,0.0001036360357244944,0.0003047878078660722,0.0001036360357244943,0.0003047878078660722
2,562.3413251903442,0.0,0.8890139687692389,-0.3141148390356712,0.1109860312307611,0.3141148390356712,1.0,0.0,-0.0002219720624615222,-0.0006282296780713424,0.0001109860312307611,0.0003141148390356711,0.0001109860312307611,0.0003141148390356712,0.0001109860312307611,0.0003141148390356712,0.0001109860312307611,0.0003141148390356711
2,584.3414133735124,0.0,0.8812117825146684,-0.3235391427199947,0.1187882174853315,0.3235391427199947,1.0,0.0,-0.0002375764349706631,-0.0006470782854399894,0.0001187882174853315,0.0003235391427199947,0.0001187882174853315,0.0003235391427199947,0.0001187882174853316,0.0003235391427199947,0.0001187882174853315,0.0003235391427199948
2,607.2021956909831,0.0,0.8729395028396114,-0.3330407290734025,0.1270604971603886,0.3330407290734025,1.0,0.0,-0.0002541209943207772,-0.0006660814581468051,0.0001270604971603886,0.0003330407290734026,0.0001270604971603886,0.0003330407290734026,0.0001270604971603886,0.0003330407290734026,0.0001270604971603886,0.0003330407290734026
2,630.9573444801875,0.0,0.8641799400944509,-0.342597389413291,0.1358200599055491,0.342597389413291,1.0,0.0,-0.0002716401198110982,-0.000685194778826582,0.0001358200599055491,0.000342597389413291,0.0001358200599055491,0.000342597389413291,0.0001358200599055491,0.000342597389413291,0.0001358200599055491,0.000342597389413291
2,655.6418494179729,0.0,0.8549168583755422,-0.3521846442433789,0.1450831416244578,0.3521846442433789,1.0,0.0,-0.0002901662832489155,-0.0007043692884867577,0.0001450831416244578,0.0003521846442433789,0.0001450831416244578,0.0003521846442433789,0.0001450831416244578,0.0003521846442433789,0.0001450831416244578,0.0003521846442433789
2,681.2920690579551,0.0,0.8451352367985016,-0.361775715492406,0.1548647632014985,0.361775715492406,1.0,0.0,-0.0003097295264029969,-0.000723551430984812,0.0001548647632014985,0.000361775715492406,0.0001548647632014985,0.000361775715492406,0.0001548647632014984,0.000361775715492406,0.0001548647632014985,0.000361775715492406
2,707.9457843841315,0.0,0.8348215494852851,-0.3713415274383847,0.1651784505147147,0.3713415274383848,1.0,0.0,-0.0003303569010294297,-0.0007426830548767696,0.0001651784505147147,0.0003713415274383848,0.0001651784505147148,0.0003713415274383848,0.0001651784505147149,0.0003713415274383847,0.0001651784505147148,0.0003713415274383848
2,735.6422544596346,0.0,0.8239640615835977,-0.3808507408450965,0.1760359384164022,0.3808507408450965,1.0,0.0,-0.0003520718768328045,-0.0007617014816901932,0.0001760359384164022,0.0003808507408450965,0.0001760359384164022,0.0003808507408450965,0.0001760359384164023,0.0003808507408450965,0.0001760359384164022,0.0003808507408450965
2,764.4222742525932,0.0,0.812553137710349,-0.390269824746182,0.187446862289651,0.390269824746182,1.0,0.0,-0.000374893724579302,-0.000780539649492364,0.000187446862289651,0.000390269824746182,0.000187446862289651,0.000390269824746182,0.000187446862289651,0.000390269824746182,0.000187446862289651,0.000390269824746182
2,794.3282347242741,0.0,0.800581558225439,-0.3995631700429447,0.1994184417745611,0.3995631700429447,1.0,0.0,-0.0003988368835491222,-0.0007991263400858894,0.0001994184417745611,0.0003995631700429447,0.0001994184417745611,0.0003995631700429447,0.000199418441774561,0.0003995631700429447,0.0001994184417745611,0.0003995631700429446
2,825.4041852680107,0.0,0.7880448377299991,-0.40869324860719,0.2119551622700008,0.40869324860719,1.0,0.0,-0.0004239103245400018,-0.00081738649721438,0.0002119551622700008,0.00040869324860719,0.0002119551622700008,0.00040869324860719,0.0002119551622700009,0.00040869324860719,0.0002119551622700008,0.0004086932486071901
