Cfilter,time,V(b),V(out),V(raw),V(a),I(D1),I(D3),I(D4),I(CFILTER),I(D2),I(RLOAD)
0.00022,0.09962085250104125,5.625762472842827,9.825549344320788,4.199787581867803,4.19978737297111,1.767063384505718e-08,-3.219034102831323e-09,1.767063344377532e-08,-0.009825534892684118,-3.219033928303361e-09,0.009825549344320788
0.00022,0.09964085250104125,5.587870006113249,9.824656152731176,4.236786757063014,4.236786656598734,-6.93980872767952e-09,-1.698623842878439e-08,-6.939810326098189e-09,-0.009824680078764914,-1.698623908197305e-08,0.009824656152731176
0.00022,0.09966085250104126,5.54995101663891,9.82376304234158,4.273812747966668,4.273812538995643,1.772352486995032e-08,-3.173575879544076e-09,1.772352705692163e-08,-0.00982374849235157,-3.17357251589101e-09,0.009823763042341581
0.00022,0.09968085250104126,5.512006770660956,9.82287001314462,4.310863862120498,4.310863761582844,-6.88693990724687e-09,-1.694070800686856e-08,-6.886945810715787e-09,-0.009822893840805591,-1.694070217439503e-08,0.00982287001314462
0.00022,0.09970085250104127,5.474038966197906,9.821977065132915,4.347938836854575,4.347938627814861,1.777617608667015e-08,-3.127793069781635e-09,1.777617858602694e-08,-0.009821962416765473,-3.127786918355469e-09,0.009821977065132916
0.00022,0.09972085250104128,5.436048863898141,9.821084198299085,4.385035970256809,4.385035869651507,-6.834319776771736e-09,-1.689485009340069e-08,-6.834320195498238e-09,-0.009821107927535877,-1.689484996347801e-08,0.009821084198299085
0.00022,0.09974085250104128,5.398038168289459,9.820191412635754,4.422154002539588,4.422153793436854,1.782858749521665e-08,-3.081686419823172e-09,1.782858854578209e-08,-0.009820176665755298,-3.081681576588835e-09,0.009820191412635754
0.00022,0.09976085250104129,5.360008135990775,9.819298708135548,4.459291224368246,4.459291123700898,-6.781930572685724e-09,-1.684866627557494e-08,-6.781933589429564e-09,-0.009819322338785241,-1.68486735674378e-08,0.009819298708135549
0.00022,0.0997808525010413,5.321960471357972,9.818406084791093,4.49644637262414,4.496446163464017,1.788075909558984e-08,-3.035254733076889e-09,1.788075939776143e-08,-0.009818391239292623,-3.035252049699011e-09,0.009818406084791093
0.00022,0.0998008525010413,5.283896451647218,9.81751354259501,4.533617755685237,4.533617654961508,-6.729794499449326e-09,-1.680216602126435e-08,-6.729793363959838e-09,-0.009817537074582106,-1.68021641044902e-08,0.00981751354259501
0.00022,0.09982085250104131,5.24581776795683,9.81662108153992,4.570804094484934,4.57080388527304,1.793268644689761e-08,-2.988501957627145e-09,1.793268888420262e-08,-0.009816606137377448,-2.988498337685996e-09,0.00981662108153992
0.00022,0.09984085250104131,5.207725689186739,9.815728701618452,4.608003686588947,4.608003585814423,-6.677884911709953e-09,-1.675534101887792e-08,-6.677890295777208e-09,-0.009815752134812783,-1.675534377909571e-08,0.009815728701618452
0.00022,0.09986085250104132,5.169621925782964,9.814836402823238,4.645215270057008,4.645215060798966,1.798437399003205e-08,-2.941433780056896e-09,1.798437319364056e-08,-0.009814821359896087,-2.941429322333988e-09,0.009814836402823237
0.00022,0.09988085250104133,5.131507743382622,9.813944185146902,4.682437137205385,4.682437036385649,-6.626228454820193e-09,-1.670819922088319e-08,-6.626230283113281e-09,-0.00981396751959096,-1.670820370947013e-08,0.009813944185146901
0.00022,0.09990085250104133,5.093384844101167,9.813052048582069,4.719668016011249,4.719667806712648,1.803581728410109e-08,-2.894046508739007e-09,1.803581743157508e-08,-0.009813036906848538,-2.894040562750888e-09,0.00981305204858207
0.00022,0.09992085250104134,5.055254504161241,9.81215999312137,4.756906207859066,4.756906106999735,-6.574807365211655e-09,-1.666074289797963e-08,-6.574813820520685e-09,-0.009812183228717686,-1.666074389561345e-08,0.009812159993121369
0.00022,0.09994085250104134,5.017118421573158,9.811268018757426,4.794150435338652,4.794150226005086,1.80870163291047e-08,-2.846344306736122e-09,1.808701935909084e-08,-0.009811252778121116,-2.846340940720893e-09,0.009811268018757426
0.00022,0.09996085250104135,4.978977872404473,9.810376125482875,4.831398998631951,4.831398897738603,-6.523630524668533e-09,-1.661297180210411e-08,-6.523638866335025e-09,-0.009810399262079272,-1.661296877841778e-08,0.009810376125482875
0.00022,0.09998085250104136,4.940834560257918,9.809484313290344,4.868650625108579,4.868650415745511,1.81379711250429e-08,-2.798331064835058e-09,1.813797701974158e-08,-0.009809468973685398,-2.798326015351904e-09,0.009809484313290344
0.00022,0.1000008525010414,4.902689750076446,9.808592582172466,4.905903603248493,4.905903502326664,-6.47269793319083e-09,-1.656488540622585e-08,-6.472702917384419e-09,-0.009808615619732564,-1.656488723966731e-08,0.009808592582172466
0.00022,0.1000208525010414,4.864545151604302,9.807700932121866,4.943156666220315,4.943156456833351,1.818869055369987e-08,-2.750006566502957e-09,1.818869262388201e-08,-0.00980768549345612,-2.75000022753602e-09,0.009807700932121867
0.00022,0.1000408525010414,4.826402036739076,9.80680936313118,4.980408109351062,4.980408008406191,-6.422000708994346e-09,-1.651649107588846e-08,-6.42201121006387e-09,-0.00980683230167756,-1.651649483846995e-08,0.00980680936313118
0.00022,0.1000608525010414,4.788262116776068,9.805917875193042,5.017656667487938,5.017656458082541,1.823916573329143e-08,-2.701376313635713e-09,1.823916269691813e-08,-0.009805902337461703,-2.701376899949537e-09,0.009805917875193042
0.00022,0.1000808525010414,4.750126654424803,9.805026468300083,5.054900627132525,5.0549005261702,-6.371556615647478e-09,-1.646778779380932e-08,-6.371560597259254e-09,-0.009805049307658464,-1.64677915748257e-08,0.009805026468300082
0.00022,0.1001008525010414,4.711997348205049,9.804135142444936,5.092138710954036,5.092138501535781,1.828939666381757e-08,-2.652433593396897e-09,1.828939633913793e-08,-0.009804119505474773,-2.652429387239863e-09,0.009804135142444936
0.00022,0.1001208525010414,4.673875479911909,9.803243897620243,5.129369225371982,5.129369124397687,-6.32134788958183e-09,-1.641878050011992e-08,-6.321353744852191e-09,-0.009803266637760544,-1.641878633051874e-08,0.009803243897620243
0.00022,0.1001408525010414,4.635762758177632,9.802352733818635,5.166590904235693,5.166590694809989,1.833938778617039e-08,-2.603192685679651e-09,1.833938122429112e-08,-0.00980233699763744,-2.603188775651688e-09,0.009802352733818635
0.00022,0.1001608525010414,4.597660445012014,9.801461651032751,5.203802035481822,5.203801934500943,-6.271383412581599e-09,-1.636946776873227e-08,-6.27138682076504e-09,-0.009801484291926954,-1.636947466465699e-08,0.009801461651032751
0.00022,0.1001808525010414,4.559570243683878,9.80057064925522,5.241001349133321,5.241001139705618,1.83891213367815e-08,-2.553646037258515e-09,1.838912766338176e-08,-0.009800554813779172,-2.553641742508717e-09,0.00980057064925522
0.00022,0.1002008525010414,4.521493426979102,9.799679728478688,5.278187145674934,5.27818704469298,-6.221654302862589e-09,-1.63198545284353e-08,-6.22166234037199e-09,-0.009799702269987165,-1.631985213634835e-08,0.00979967972847869
0.00022,0.1002208525010414,4.483431694400451,9.798788888695787,5.315358153370283,5.315357943945949,1.843862840189558e-08,-2.50379929585669e-09,1.843863239815283e-08,-0.009798772953814705,-2.503797169595146e-09,0.009798788888695788
0.00022,0.1002408525010414,4.445386313371639,9.797898129899158,5.3525126695834,5.352512568605754,-6.172173883101095e-09,-1.626994004229312e-08,-6.172176782225411e-09,-0.009797920572054863,-1.62699453909454e-08,0.009797898129899158
0.00022,0.1002608525010414,4.407358985678385,9.797007452081441,5.389649427336781,5.389649217921267,1.848789565883635e-08,-2.453654242053368e-09,1.848789634056102e-08,-0.009796991417857726,-2.453659497803073e-09,0.009797007452081442
0.00022,0.1002808525010414,4.369350986598705,9.796116855235274,5.426766734559006,5.426766633591022,-6.122928830620822e-09,-1.621973143098005e-08,-6.122934936155537e-09,-0.009796139197874254,-1.621973222398765e-08,0.009796116855235274
0.00022,0.1003008525010415,4.331364009660346,9.795226339353295,5.463863318959453,5.463863109558146,1.85369186667117e-08,-2.403213877205508e-09,1.853691913318333e-08,-0.009795210205652438,-2.403210963564106e-09,0.009795226339353296
0.00022,0.1003208525010415,4.293399313955796,9.79433590442815,5.500937475460125,5.500937374507135,-6.073923586313867e-09,-1.616922232183446e-08,-6.073926803381529e-09,-0.009794358147559024,-1.61692215172593e-08,0.00979433590442815
0.00022,0.1003408525010415,4.255458603812789,9.793445550452475,5.537987945983319,5.537987736601505,1.858570186641373e-08,-2.352479471397721e-09,1.858570255039627e-08,-0.009793429317227265,-2.352473771338737e-09,0.009793445550452475
0.00022,0.1003608525010415,4.217543143527413,9.79255527741892,5.5750130343018,5.575012933369162,-6.025153709288134e-09,-1.611842250174818e-08,-6.025159893484152e-09,-0.009792577421052329,-1.611842659343665e-08,0.00979255527741892
0.00022,0.1003808525010415,4.179654626340565,9.79166508532013,5.61201147513188,5.612011265774895,1.863424969883454e-08,-2.30145226459651e-09,1.863424848020559e-08,-0.009791648752525361,-2.301452362019063e-09,0.00979166508532013
0.00022,0.1004008525010415,4.141794315782002,9.79077497414874,5.648981575594445,5.648981474687409,-5.976628081327817e-09,-1.606733097427642e-08,-5.976629738681716e-09,-0.009790797018155217,-1.60673341298434e-08,0.00979077497414874
0.00022,0.1004208525010415,4.103963908838796,9.789884943897395,5.685922078500024,5.685921869173105,1.868255772308203e-08,-2.250137148345411e-09,1.868255487354196e-08,-0.009789868511546729,-2.25013341292879e-09,0.009789884943897395
0.00022,0.1004408525010415,4.066164658577689,9.788994994558744,5.722831285087951,5.722831184211747,-5.928328938864524e-09,-1.601594896423306e-08,-5.928334138420211e-09,-0.009789016938896111,-1.601594856737165e-08,0.009788994994558743
0.00022,0.1004608525010415,4.028398250781778,9.788105126125432,5.759707931779328,5.759707722487739,1.87306303800483e-08,-2.198529664352945e-09,1.873063052581578e-08,-0.00978808859400715,-2.198530246744212e-09,0.009788105126125431
0.00022,0.1004808525010415,3.990665950911562,9.787215338590105,5.796550337254629,5.796550236414539,-5.880269604574551e-09,-1.596428096982335e-08,-5.880274400888027e-09,-0.009787237183132902,-1.596428100825165e-08,0.009787215338590106
0.00022,0.1005008525010415,3.952969449528501,9.78632563194541,5.833357247993724,5.833357038742682,1.877846322884125e-08,-2.146640526379669e-09,1.877846693542116e-08,-0.009786309000133997,-2.146640643019282e-09,0.00978632563194541
0.00022,0.1005208525010415,3.915309996905452,9.785436006183993,5.870126973002287,5.870126872203449,-5.832441196673699e-09,-1.59123271504446e-08,-5.832446808121391e-09,-0.009785457750950854,-1.591232479114524e-08,0.009785436006183992
0.00022,0.1005408525010415,3.877689281644241,9.784546461298506,5.906858262545654,5.906858053340255,1.882607403302927e-08,-2.094467399689111e-09,1.882607080681657e-08,-0.009784529729699898,-2.094464601753998e-09,0.009784546461298506
0.00022,0.1005608525010415,3.840108552102335,9.783656997281598,5.943549429691412,5.943549328938988,-5.784848156054068e-09,-1.586009039449055e-08,-5.784850547616389e-09,-0.009783678642264704,-1.586008879783662e-08,0.0097836569972816
0.00022,0.1005808525010415,3.802569490065932,9.782767614125923,5.980199224098536,5.980199014943975,1.887344502904398e-08,-2.042011408628307e-09,1.887344511686409e-08,-0.00978275078267643,-2.042011004732558e-09,0.009782767614125923
0.00022,0.1006008525010415,3.765073347414481,9.781878311824128,6.016805968797411,6.016805868096498,-5.73748160093146e-09,-1.580757398104464e-08,-5.737485125044065e-09,-0.00978189985690392,-1.580757302832581e-08,0.009781878311824128
0.00022,0.1006208525010416,3.727621805921162,9.780989090368859,6.053368420106068,6.053368211007446,1.892058509866956e-08,-1.989278482721967e-09,1.892058721023561e-08,-0.009780972159035173,-1.989273190616814e-09,0.009780989090368859
0.00022,0.1006408525010416,3.690216106181277,9.780099949752772,6.089884896674188,6.089884796029866,-5.690341531305876e-09,-1.575477832096602e-08,-5.690346456226482e-09,-0.009780121394868502,-1.575477526216673e-08,0.009780099949752772
0.00022,0.1006608525010416,3.652857914541328,9.779210889968518,6.126354146527287,6.126353937489621,1.896750312369022e-08,-1.936263342506374e-09,1.896750828902313e-08,-0.009779193858719282,-1.936260041190963e-09,0.009779210889968517
0.00022,0.1006808525010416,3.615548475797854,9.778321911008753,6.162774499880885,6.162774399298063,-5.643423506285217e-09,-1.57017041052205e-08,-5.643430369170619e-09,-0.00977834325615845,-1.570170660158965e-08,0.009778321911008752
0.00022,0.1007008525010416,3.578289470821993,9.777433012866128,6.199144726880255,6.199144517908504,1.901419466321386e-08,-1.882977980136353e-09,1.90141986169564e-08,-0.009777415881671914,-1.882975997347103e-09,0.009777433012866129
0.00022,0.1007208525010416,3.541082131482826,9.7765441955333,6.235463152638434,6.235463052122189,-5.596731966761581e-09,-1.564835694945043e-08,-5.59673875081945e-09,-0.009776565440631657,-1.564836038525641e-08,0.0097765441955333
0.00022,0.1007408525010416,3.503928123179284,9.77565545900292,6.271728539882957,6.271728330982074,1.906067303991676e-08,-1.82941687416914e-09,1.906067023044956e-08,-0.00977563822775096,-1.829416618193136e-09,0.00977565545900292
0.00022,0.1007608525010416,3.466828678342031,9.774766803267646,6.307939222572636,6.307939122127935,-5.550262471842871e-09,-1.559473650954921e-08,-5.550265739035825e-09,-0.009774787948231278,-1.559473883361306e-08,0.009774766803267646
0.00022,0.1007808525010416,3.429785465100435,9.773878228320132,6.344093974678405,6.344093765853382,1.910691604933845e-08,-1.775586539637527e-09,1.910692045812668e-08,-0.009773860896984843,-1.775584124175111e-09,0.009773878228320133
0.00022,0.1008008525010416,3.392799712471288,9.772989734153043,6.3801911354868,6.380191035118427,-5.50400169885279e-09,-1.55408478820307e-08,-5.50401218347108e-09,-0.009773010779071,-1.554085082844381e-08,0.009772989734153043
0.00022,0.1008208525010416,3.355873079685522,9.772101320759033,6.416229479040429,6.416229270296007,1.915295477772361e-08,-1.721487837192898e-09,1.915295391136084e-08,-0.009772083889259875,-1.721482956185127e-09,0.009772101320759032
0.00022,0.1008408525010416,3.319006784025764,9.771212988130758,6.452207342089548,6.452207241802312,-5.457962970467634e-09,-1.548668898021283e-08,-5.457969421236567e-09,-0.009771233932781342,-1.548669414930259e-08,0.009771212988130757
0.00022,0.1008608525010416,3.282202484579202,9.770324736260878,6.488123507958771,6.488123299299827,1.919877146150384e-08,-1.667122006576235e-09,1.919877512623212e-08,-0.009770307204576056,-1.667117555115283e-09,0.009770324736260879
0.00022,0.1008808525010416,3.245461398093319,9.769436565142055,6.523976322516085,6.523976222314808,-5.412137404903206e-09,-1.543226525162547e-08,-5.412138232479277e-09,-0.009769457409561255,-1.543226879618942e-08,0.009769436565142054
0.00022,0.1009008525010416,3.208785176281431,9.768548474766945,6.559764571591894,6.559764363023114,1.924438830513964e-08,-1.612491905876018e-09,1.924438675965153e-08,-0.009768530842933387,-1.612487920965577e-09,0.009768548474766945
0.00022,0.1009208525010416,3.172175035269914,9.767660465128213,6.595486610539303,6.595486510428655,-5.36651167948321e-09,-1.537757959595436e-08,-5.366515913670417e-09,-0.00976768120926863,-1.537757698955033e-08,0.009767660465128213
0.00022,0.1009408525010417,3.13563261200175,9.766772536218516,6.631141220750762,6.631141012276837,1.928979642684681e-08,-1.55759784023163e-09,1.928979517078271e-08,-0.009766754804019229,-1.55759627418206e-09,0.009766772536218516
0.00022,0.1009608525010417,3.099159120623547,9.765884688030527,6.666726766157578,6.66672666614213,-5.321085794207647e-09,-1.532263191748292e-08,-5.321095378888371e-09,-0.009765905331789781,-1.532263427250768e-08,0.009765884688030527
0.00022,0.1009808525010417,3.06275619956779,9.764996920556902,6.702242040424808,6.702241832050341,1.933500026751744e-08,-1.502445699832897e-09,1.933499952268193e-08,-0.009764979088032533,-1.502444835210781e-09,0.009764996920556901
0.00022,0.1010008525010417,3.026425050298616,9.764109233790304,6.737685405809462,6.737685305893906,-5.275868630860714e-09,-1.526742431312275e-08,-5.27587215717084e-09,-0.009764129777124708,-1.526742510193912e-08,0.009764109233790305
0.00022,0.1010208525010417,2.990167307223492,9.763221627723402,6.773055663184026,6.773055454913595,1.938001314982785e-08,-1.447035659576239e-09,1.938000701610864e-08,-0.009763203694745926,-1.447035824497789e-09,0.009763221627723402
0.00022,0.1010408525010417,2.953984164864633,9.76233410234886,6.808351179319864,6.808351079508643,-5.230833544089819e-09,-1.521195913997119e-08,-5.230841753671051e-09,-0.009762354545159724,-1.521196280052095e-08,0.00976233410234886
0.00022,0.1010608525010417,2.917877254465943,9.761446657659343,6.843570763605913,6.843570555444013,1.942482619199382e-08,-1.391370455543247e-09,1.942482173111809e-08,-0.00976142862421625,-1.391362580704936e-09,0.009761446657659344
0.00022,0.1010808525010417,2.881847770455712,9.76055929364752,6.878712794622545,6.878712694920127,-5.185993856571258e-09,-1.515624166342856e-08,-5.186003471734051e-09,-0.00976057963592325,-1.515624070691501e-08,0.00976055929364752
0.00022,0.1011008525010417,2.845897330165388,9.759672010306057,6.913776079971659,6.913775871922621,1.946945271669165e-08,-1.335451580276914e-09,1.946944980677534e-08,-0.009759653876329821,-1.335447308292714e-09,0.009759672010306057
0.00022,0.1011208525010417,2.810027112146074,9.758784807627622,6.948758994704022,6.948758895114785,-5.141340686520834e-09,-1.510026785300187e-08,-5.141343025704492e-09,-0.009758805049187913,-1.510026770290551e-08,0.009758784807627622
0.00022,0.1011408525010417,2.774238734097485,9.757897685604886,6.983660359359074,6.983660151427272,1.951390604659764e-08,-1.27928019994732e-09,1.951389843499996e-08,-0.009757879451029794,-1.279278905030878e-09,0.009757897685604887
0.00022,0.1011608525010417,2.738533385241922,9.757010644230517,7.018478572449069,7.018478472977245,-5.096860711262252e-09,-1.504404837482434e-08,-5.096866721079333e-09,-0.009757030785152665,-1.504404600893849e-08,0.009757010644230518
0.00022,0.1011808525010417,2.702912663403057,9.756123683497183,7.053212447648172,7.053212239837852,1.95581684181434e-08,-1.222859846950257e-09,1.955817166276716e-08,-0.009756105348202482,-1.222861811811526e-09,0.009756123683497183
0.00022,0.1012008525010417,2.667377737212616,9.755236803397562,7.087860376109162,7.087860276758868,-5.052549489903413e-09,-1.498757579528558e-08,-5.052554253866318e-09,-0.009755256843533289,-1.498758006590606e-08,0.009755236803397562
0.00022,0.1012208525010417,2.631930225247237,9.754350003924321,7.122421205709709,7.122420998025089,1.960226647668151e-08,-1.166197521868512e-09,1.960226889352512e-08,-0.009754331567819463,-1.166196028634658e-09,0.009754350003924321
0.00022,0.1012408525010417,2.596571289149317,9.753463285070133,7.156893334282719,7.156893235058165,-5.008402581552218e-09,-1.493086197479399e-08,-5.008413209808503e-09,-0.009753483224329784,-1.493086543291611e-08,0.009753463285070133
0.00022,0.1012608525010417,2.561302508313854,9.752576646827668,7.191275584412406,7.191275376857441,1.964620910399617e-08,-1.109284075719754e-09,1.964621390523726e-08,-0.009752558109994425,-1.109281555500274e-09,0.009752576646827668
0.00022,0.1012808525010418,2.526125045144664,9.751690089189605,7.225566368799105,7.225566269704286,-4.964419986208668e-09,-1.487390062518659e-08,-4.964423527328107e-09,-0.009751709927542151,-1.487390655086074e-08,0.009751690089189606
0.00022,0.1013008525010418,2.491040498683235,9.750803612148617,7.259764543996839,7.259764336575527,1.968999630008739e-08,-1.052133911033997e-09,1.968999591428241e-08,-0.009750784974301041,-1.05213171508467e-09,0.009750803612148617
0.00022,0.1013208525010418,2.456050021792071,9.74991721569738,7.293868527704853,7.293868428743671,-4.92057949941227e-09,-1.481670255712742e-08,-4.920590623960246e-09,-0.00974993695299986,-1.481670341973995e-08,0.00974991721569738
0.00022,0.1013408525010418,2.42115518990337,9.749030899828567,7.327877167624429,7.327876960340645,1.973363250584725e-08,-9.947427931234895e-10,1.973363252907263e-08,-0.009749012160938264,-9.947376256036478e-10,0.009749030899828566
0.00022,0.1013608525010418,2.386357144187947,9.748144664534857,7.361788884735256,7.361788785911569,-4.876890002947221e-09,-1.475926292328198e-08,-4.876895356716373e-09,-0.009748164300646067,-1.475926048044585e-08,0.009748144664534858
0.00022,0.1013808525010418,2.351657463289355,9.74725850980893,7.395602545137059,7.395602337994635,1.977713548484417e-08,-9.371152932746998e-10,1.977712873066591e-08,-0.009747239669763985,-9.371126097335036e-10,0.00974725850980893
0.00022,0.1014008525010418,2.317057272253286,9.746372435643462,7.429316569086136,7.4293164704035,-4.833320410568831e-09,-1.47015848484337e-08,-4.83333009951534e-09,-0.009746391970537616,-1.470158661476262e-08,0.009746372435643462
0.00022,0.1014208525010418,2.282558137889421,9.745486442031133,7.462929826464043,7.462929619466552,1.982050967797022e-08,-8.792494015927934e-10,1.982050047244156e-08,-0.009745467500749783,-8.79243344797942e-10,0.009745486442031133
0.00022,0.1014408525010418,2.248161202292028,9.744600528964623,7.496440770404375,7.496440671866516,-4.789879604061298e-09,-1.464367783401847e-08,-4.789896860584123e-09,-0.009744619962503975,-1.464367738179817e-08,0.009744600528964623
0.00022,0.1014608525010418,2.213868006802154,9.74371469643661,7.529848261361371,7.529848054512314,1.986375952611752e-08,-8.21149990403983e-10,1.986375340034348e-08,-0.009743695653810391,-8.211475943653568e-10,0.00974371469643661
0.00022,0.1014808525010418,2.179679665915391,9.74282894443978,7.563150741123405,7.563150642733689,-4.746558701640424e-09,-1.458553149403383e-08,-4.746565049906724e-09,-0.009742848276488303,-1.45855327815525e-08,0.009742828944439782
0.00022,0.1015008525010418,2.145597744196387,9.741943272966811,7.596347109833165,7.596346903136028,1.990689391107026e-08,-7.628234728699979e-10,1.990689139300965e-08,-0.00974192412891739,-7.628164766515511e-10,0.009741943272966812
0.00022,0.1015208525010418,2.11162334827119,9.741057682010384,7.629435818084957,7.629435719846795,-4.703335498845718e-09,-1.45271590655004e-08,-4.703341554484634e-09,-0.009741076912433755,-1.452716169580981e-08,0.009741057682010385
0.00022,0.1015408525010418,2.07775801531803,9.740172171563184,7.662415755520446,7.662415548978389,1.994993947818102e-08,-7.042658145527932e-10,1.994993597173382e-08,-0.009740152925871826,-7.042633143328203e-10,0.009740172171563184
0.00022,0.1015608525010418,2.044002849684519,9.739286741617896,7.695285387550505,7.695285289466963,-4.660201113892981e-09,-1.44685585253165e-08,-4.660207575230636e-09,-0.009739305870368753,-1.446856412457009e-08,0.009739286741617895
0.00022,0.1015808525010418,2.010359383919754,9.738401392167205,7.728043616491259,7.728043410107493,1.999290066834192e-08,-6.454828387038257e-10,1.999289343181705e-08,-0.009738382044758964,-6.454792256249675e-10,0.009738401392167206
0.00022,0.1016008525010419,1.976828715001705,9.737516123203804,7.760688917895435,7.760688819969565,-4.617142224105919e-09,-1.440973401905091e-08,-4.617153688510116e-09,-0.009737535150122767,-1.440973562694126e-08,0.009737516123203805
0.00022,0.1016208525010419,1.943412371606994,9.73663093472037,7.79322020792573,7.793220001703176,2.003578192244504e-08,-5.864789946415835e-10,2.00357729416914e-08,-0.009736611485465119,-5.864730923121897e-10,0.00973663093472037
0.00022,0.1016408525010419,1.910111428583146,9.735745826709598,7.825635957929984,7.825635860164761,-4.574158829484531e-09,-1.435068509051496e-08,-4.574161770423555e-09,-0.00973576475158211,-1.435068508470749e-08,0.009735745826709599
0.00022,0.1016608525010419,1.876927390764519,9.734860799164172,7.857935078360043,7.857934872301491,2.007860544495088e-08,-5.272471875979832e-10,2.007860473440922e-08,-0.00973484124784818,-5.272449143944868e-10,0.009734860799164172
0.00022,0.1016808525010419,1.843861339672201,9.733975852076785,7.890116065573991,7.890115967971993,-4.531210961999932e-09,-1.429141446654331e-08,-4.531217784775413e-09,-0.00973399467471836,-1.4291421379653e-08,0.009733975852076785
0.00022,0.1017008525010419,1.810914782945335,9.733090985440123,7.922177851369697,7.922177645477801,2.012138899942784e-08,-4.677991662635811e-10,2.01213875085044e-08,-0.009733071331851306,-4.677991327639575e-10,0.009733090985440123
0.00022,0.1017208525010419,1.778088791774762,9.732206199246878,7.954118940519912,7.954118843083704,-4.488307503436317e-09,-1.423192819975757e-08,-4.488312863697315e-09,-0.009732224919474675,-1.423193118910149e-08,0.009732206199246878
0.00022,0.1017408525010419,1.745384864736263,9.731321493489743,7.98593827470695,7.985938068984213,2.01641459085522e-08,-4.081370421639304e-10,2.016413740829997e-08,-0.009731301737474496,-4.081357474206015e-10,0.009731321493489743
0.00022,0.1017608525010419,1.712804060653788,9.730436868161414,8.01763436548696,8.017634268218954,-4.445421808441097e-09,-1.417222780317459e-08,-4.445429103173012e-09,-0.009730455485822631,-1.417222339483715e-08,0.009730436868161415
0.00022,0.1017808525010419,1.680347856917721,9.729552323254579,8.049206152708544,8.049205947157164,2.020687617232397e-08,-3.482583687179488e-10,2.020688019871706e-08,-0.009729532464632484,-3.482591992565176e-10,0.009729552323254578
0.00022,0.1018008525010419,1.648017296497766,9.728667858761932,8.080652151625918,8.080652054528159,-4.402531672553778e-09,-1.411230977960497e-08,-4.402537840292872e-09,-0.009728686373620121,-1.411231131953627e-08,0.009728667858761933
0.00022,0.1018208525010419,1.615813860214042,9.727783474676166,8.111971325269913,8.111971119891862,2.024964196323253e-08,-2.881679254456254e-10,2.024963018274277e-08,-0.009727763513183163,-2.881650473796071e-10,0.009727783474676165
0.00022,0.1018408525010419,1.583738584839854,9.726899170989983,8.143162202649926,8.143162105724294,-4.359623773098065e-09,-1.405218217731488e-08,-4.359630147375026e-09,-0.009726917582838723,-1.405218608141467e-08,0.009726899170989983
0.00022,0.1018608525010419,1.551792937124171,9.726014947696074,8.174223752875507,8.17422354767276,2.029241663592529e-08,-2.278679875944528e-10,2.029240739844258e-08,-0.009725994883211797,-2.278621735740671e-10,0.009726014947696074
0.00022,0.1018808525010419,1.519977939524081,9.725130804787145,8.205154510987532,8.205154414235816,-4.316671464721367e-09,-1.39918446602202e-08,-4.316680249916411e-09,-0.009725149113279485,-1.399184768047235e-08,0.009725130804787145
0.00022,0.1019008525010419,1.488295051147892,9.724246742255888,8.235953458999271,8.235953253973213,2.033524459932323e-08,-1.673604217238208e-10,2.033523430531263e-08,-0.009724226574377326,-1.673594596240946e-10,0.009724246742255888
0.00022,0.101920852501042,1.456745289896828,9.723362760095004,8.266619148136034,8.266619051559669,-4.27365698385529e-09,-1.393130238502521e-08,-4.273671085209635e-09,-0.009723380965056094,-1.393130055760139e-08,0.009723362760095004
0.00022,0.101940852501042,1.425330091122406,9.722478858297192,8.297150557589887,8.29715035274202,2.037814361699475e-08,-1.066451425735104e-10,2.037813884254544e-08,-0.009722458586821858,-1.066391419612955e-10,0.009722478858297192
0.00022,0.101960852501042,1.394050466752475,9.721595036855154,8.327546253742655,8.327546157342805,-4.230571448715637e-09,-1.387055487301177e-08,-4.230572979941432e-09,-0.009721613137969598,-1.3870553594586e-08,0.009721595036855154
0.00022,0.101980852501042,1.362907861423403,9.720711295761596,8.35780524639459,8.357805041725959,2.042114033429243e-08,-4.57325777332012e-11,2.042113026346628e-08,-0.009720690920374864,-4.572786593826095e-11,0.009720711295761596
0.00022,0.102000852501042,1.33190325579661,9.719827635009219,8.387926092177299,8.387925995954827,-4.187352686813028e-09,-1.380960431833826e-08,-4.18735960281719e-09,-0.009719845631963153,-1.380961123231828e-08,0.00971982763500922
0.00022,0.102020852501042,1.301038070970606,9.718944054590724,8.417907799060991,8.41790759457226,2.046426139656887e-08,1.538575315121421e-11,2.046425702868109e-08,-0.009718923574951077,1.538769112130467e-11,0.009718944054590724
0.00022,0.102040852501042,1.270313306558503,9.718060554498821,8.447748964527822,8.44774886848333,-4.144009579931662e-09,-1.374845874302608e-08,-4.144014042791825e-09,-0.009718078446951495,-1.374846014812192e-08,0.009718060554498822
0.00022,0.102060852501042,1.239730368369724,9.717177134726208,8.477448603347938,8.477448399039627,2.050754233096086e-08,7.669908830803001e-11,2.050753145268136e-08,-0.009717156550493655,7.670308832530282e-11,0.009717177134726208
0.00022,0.102080852501042,1.209290223199444,9.7162937952656,8.507005302463595,8.507005206597276,-4.100479955582159e-09,-1.36871120867112e-08,-4.100488938109676e-09,-0.0097163115829062,-1.368711366467323e-08,0.009716293795265599
