case,frequency_real,frequency_imag,v(d1)_real,v(d1)_imag,v(fb)_real,v(fb)_imag,v(tail)_real,v(tail)_imag,v(vn)_real,v(vn)_imag,v(d2)_real,v(d2)_imag,v(in)_real,v(in)_imag,v(out)_real,v(out)_imag,v(vp)_real,v(vp)_imag,i(vp)_real,i(vp)_imag,i(vin)_real,i(vin)_imag,id(j2)_real,id(j2)_imag,i(it)_real,i(it)_imag,i(rd2)_real,i(rd2)_imag,i(rf)_real,i(rf)_imag,i(cf)_real,i(cf)_imag,i(vn)_real,i(vn)_imag,id(j1)_real,id(j1)_imag,i(rd1)_real,i(rd1)_imag,i(rg)_real,i(rg)_imag
2,281838.2931264414,0.0,0.839003375338778,0.8653841890734042,0.6192681512100631,-0.416946485908035,0.8098081559403744,-0.2062543905729926,0.0,0.0,0.9570248916993638,1.041600585866866,1.0,0.0,6.225025320057063,-4.184568802106008,0.0,0.0,0.0001394818398004483,0.0006858950066841729,-1.551753299881234e-07,-1.393003313381096e-06,-0.0004785134028745736,-0.0005208013345340185,0.0,0.0,-0.0004785124458496819,-0.0005208002929334328,0.0006228619076496667,-0.0004186247017997748,0.0008942669977777458,0.0009537795070332682,-0.0007585322902578517,-0.0002675973908581597,0.0004747644711049819,0.000521086547112377,-0.000419501687669389,-0.0004326920945367021,0.0006192681512100631,-0.000416946485908035
2,292864.4564625195,0.0,0.8741730046351908,0.8657726555068495,0.603283302842601,-0.4180969609827011,0.801903167863568,-0.2068258715947177,0.0,0.0,0.997204081418587,1.044238744823955,1.0,0.0,6.066531271540795,-4.197956781976074,0.0,0.0,0.0001663122625740199,0.0006872493257241152,-1.583484843313969e-07,-1.437987682822593e-06,-0.0004986030379133747,-0.0005221204166507221,0.0,0.0,-0.0004986020407092935,-0.0005221193724119775,0.0006070275520775771,-0.0004199844245548192,0.000931787816684667,0.0009554570860660978,-0.000769376277379552,-0.00026775638453988,0.0004947004401940668,0.0005225698925400174,-0.0004370865023175954,-0.0004328863277534247,0.0006032833028426011,-0.0004180969609827011
2,304321.9887107678,0.0,0.9094765699025973,0.8647273504617929,0.5872335185237498,-0.4186359366510419,0.7939660573816502,-0.2070950519124597,0.0,0.0,1.037546323952997,1.045329826878629,1.0,0.0,5.907392802666429,-4.205359454978088,0.0,0.0,0.0001932491368577538,0.0006875533944373236,-1.610007612993949e-07,-1.484335127405611e-06,-0.0005187741995228226,-0.0005226659587691412,0.0,0.0,-0.0005187731619764986,-0.0005226649134393144,0.0005911288093491866,-0.000420747057591894,0.000969457102363954,0.0009556572845408349,-0.0007802623073856485,-0.0002674752043430872,0.0005147179079360856,0.0005232927445825877,-0.0004547382849512987,-0.0004323636752308965,0.0005872335185237498,-0.0004186359366510419
2,316227.7660168334,0.0,0.9448096293400456,0.8622364266634528,0.5711657693290018,-0.4185595142203317,0.7860200519220342,-0.2070600073806548,0.0,0.0,1.077933532952176,1.044863641787173,1.0,0.0,5.748075574585999,-4.206741211595901,0.0,0.0,0.0002202133099954984,0.000686799788776421,-1.630573414928134e-07,-1.532114648468263e-06,-0.000538967844409621,-0.0005224328657572281,0.0,0.0,-0.0005389667664760878,-0.0005224318208935866,0.0005752122005841108,-0.0004209090774861743,0.00100716411529267,0.0009543693899427558,-0.0007911582688556185,-0.0002667502555556422,0.0005347583558130181,0.0005232503143746028,-0.0004724048146700228,-0.0004311182133317264,0.0005711657693290018,-0.0004185595142203317
2,328599.3247600607,0.0,0.9800672456467203,0.8582978913181298,0.5551272238115774,-0.4178683141910569,0.7780884765050413,-0.2067210488402583,0.0,0.0,1.118247124509509,1.042841343885074,1.0,0.0,5.58904720248063,-4.202111369556052,0.0,0.0,0.0002471252804994717,0.0006849886468499877,-1.644397284839002e-07,-1.581401285213345e-06,-0.000559124680501879,-0.0005214217147838807,0.0,0.0,-0.0005591235622547546,-0.0005214206719425369,0.0005593244420743392,-0.0004204714505961106,0.001044797625401238,0.0009515932538606775,-0.0008020319026723066,-0.0002655809808399801,0.0005547630225106322,0.0005224434499037212,-0.0004900336228233601,-0.0004291489456590649,0.0005551272238115774,-0.0004178683141910569
2,341454.8873833552,0.0,1.015145205777651,0.8529195774701879,0.5391646933370818,-0.4165674651791697,0.770194479444546,-0.2060807166456645,0.0,0.0,1.158369411340623,1.039275403620822,1.0,0.0,5.430771755831763,-4.19152406884487,0.0,0.0,0.000273906128876289,0.0006821276491862094,-1.650658238477321e-07,-1.63227627296033e-06,-0.0005791858640397231,-0.0005196387410858149,0.0,0.0,-0.0005791847056703116,-0.0005196377018104112,0.0005435118958327424,-0.0004194396226295223,0.001082247213754244,0.0009473392639178786,-0.0008128511781633763,-0.0002639698514144695,0.0005746735957202133,0.0005208786222632074,-0.0005075726028888256,-0.000426459788735094,0.0005391646933370818,-0.0004165674651791697
2,354813.3892335703,0.0,1.049941221065404,0.8461189379240701,0.5233240861449455,-0.4146665125049601,0.7623607623638099,-0.2051437354651234,0.0,0.0,1.198184975017243,1.034189377127851,1.0,0.0,5.273704345187687,-4.175077370442861,0.0,0.0,0.0003004784336823052,0.000678231863963652,-1.648499748014059e-07,-1.684827161574084e-06,-0.000599093685693597,-0.0005170957227533024,0.0,0.0,-0.0005990924875086216,-0.0005170946885639253,0.0005278200287825267,-0.0004178234286597668,0.001119404553555136,0.0009416281268275079,-0.0008235846632232424,-0.0002619223035695839,0.0005944328930812137,0.0005185678117465354,-0.0005249706105327019,-0.000423059468962035,0.0005233240861449455,-0.0004146665125049601
2,368694.5064519521,0.0,1.084356078094315,0.8379226683884822,0.507649883538288,-0.4121792494618832,0.754609321153882,-0.2039169308448109,0.0,0.0,1.237581982567832,1.027617481408,1.0,0.0,5.118285928297202,-4.15291158866317,0.0,0.0,0.0003267671502760749,0.0006733234622780804,-1.637029842209856e-07,-1.739147897073047e-06,-0.0006187922288658985,-0.0005138097683214816,0.0,0.0,-0.000618790991283916,-0.0005138087407040002,0.0005122928938621017,-0.0004156369265779208,0.001156164638961099,0.000934490469657356,-0.0008342018792990569,-0.0002594466225653014,0.0006139855155578633,0.0005155282975404466,-0.0005421780390471576,-0.0004189613341942411,0.000507649883538288,-0.0004121792494618832
2,383118.6849557231,0.0,1.118294712770017,0.8283661719994411,0.4921846506714693,-0.4091234767693625,0.746961204040855,-0.2024091102584084,0.0,0.0,1.276453416100007,1.019603988960735,1.0,0.0,4.964938459237695,-4.125206911676258,0.0,0.0,0.0003527004313049198,0.0006674313126923959,-1.615320732856361e-07,-1.795338871130303e-06,-0.0006382279845034199,-0.0005098030140843563,0.0,0.0,-0.0006382267080500033,-0.0005098019944803675,0.0004969726453962473,-0.0004128981594340996,0.001192426932385076,0.0009259662722438557,-0.0008446736327487603,-0.0002565537776568483,0.000633278457705355,0.0005117823578779635,-0.0005591473563850085,-0.0004141830859997205,0.0004921846506714693,-0.0004091234767693625
2,398107.1705534914,0.0,1.151667183189841,0.8174928822466425,0.4769685929708901,-0.4055206979179929,0.7394362922192748,-0.2006309124541723,0.0,0.0,1.314698187703645,1.010202461233445,1.0,0.0,4.814060489949649,-4.092180386659824,0.0,0.0,0.0003782103703686701,0.0006605904680309083,-1.582407877918929e-07,-1.853506944721602e-06,-0.00065735040855001,-0.0005051022408191838,0.0,0.0,-0.0006573490938518225,-0.0005051012306167225,0.0004818990996643066,-0.000409628854304648,0.001228096404330905,0.000916104148877321,-0.0008549723150653998,-0.0002532572134889555,0.0006522616610688014,0.0005073568902611175,-0.0005758335915949204,-0.0004087464411233213,0.0004769685929708901,-0.0004055206979179929
2,413682.0402388446,0.0,1.18438952099108,0.8053534653302503,0.4620391673792321,-0.4013957599279462,0.732053107596418,-0.198594629807732,0.0,0.0,1.352222116532172,0.999474844823951,1.0,0.0,4.666023315292767,-4.054082363983158,0.0,0.0,0.000403233653406887,0.0006528415604188931,-1.537288402312266e-07,-1.913765453479313e-06,-0.0006761124104882022,-0.0004997384218868202,0.0,0.0,-0.0006761110582660858,-0.0004997374224119755,0.0004671093497681706,-0.0004058540671172458,0.001263084444144092,0.0009049605016412312,-0.0008650721657036953,-0.0002495726043359736,0.0006708884992590319,0.0005022829636226408,-0.0005921947604955398,-0.0004026767326651252,0.0004620391673792321,-0.0004013957599279462
2,429866.2347082213,0.0,1.216384445586897,0.792004925942653,0.4474307554683195,-0.3967764503848415,0.7248286511313896,-0.1963140090532249,0.0,0.0,1.388938750351447,0.987490457743242,1.0,0.0,4.521167731471097,-4.011192508156055,0.0,0.0,0.0004277121059583777,0.0006442301228287428,-1.478918809583503e-07,-1.976234203332241e-06,-0.0006944707641144739,-0.0004937462163620787,0.0,0.0,-0.0006944693751757236,-0.000493745228871621,0.0004526374417780864,-0.0004016017841968015,0.001297309625101644,0.0008925985709469594,-0.0008749494927136059,-0.0002455175785777974,0.0006891161859237492,0.0004965953159707066,-0.0006081922227934486,-0.0003960024629713265,0.0004474307554683195,-0.0003967764503848415
2,446683.5921509565,0.0,1.24758193081821,0.7775096423056155,0.4331744031459674,-0.39169306244798,0.7177782741058035,-0.1938040361761454,0.0,0.0,1.424770019676918,0.9743248951344159,1.0,0.0,4.379801454673593,-3.963815491508939,0.0,0.0,0.0004515931283387009,0.0006348058567932358,-1.406211931171198e-07,-2.041039465722513e-06,-0.0007123864346084785,-0.0004871634218921028,0.0,0.0,-0.0007123850098384588,-0.000487162447567208,0.0004385141168364028,-0.0003969024921178843,0.001330698312715961,0.000879087410758735,-0.0008845828479569495,-0.0002411114213649312,0.0007069060997249258,0.000490331812096285,-0.0006237909654091049,-0.0003887548211528077,0.0004331744031459674,-0.00039169306244798
2,464158.8833612709,0.0,1.277919618771924,0.7619343569763045,0.4192976293153525,-0.3861779398342664,0.7109155834923353,-0.1910807114037995,0.0,0.0,1.459646718569104,0.9600588846189132,1.0,0.0,4.242197223309287,-3.912276489629757,0.0,0.0,0.0004748300147627837,0.0006246218664595626,-1.318033073527081e-07,-2.108313982088705e-06,-0.0007298248189312704,-0.0004800304023683413,0.0,0.0,-0.000729823359284552,-0.0004800294423094566,0.0004247666215548816,-0.0003917887277550545,0.001363185110689969,0.00086450081672955,-0.0008939531552917823,-0.0002363747636401903,0.0007242240233843883,0.0004835328763070408,-0.0006389598093859618,-0.0003809671784881523,0.0004192976293153525,-0.0003861779398342664
2,482317.8482239234,0.0,1.307343080574657,0.7453491495167976,0.4058243035526357,-0.3802650135901783,0.7042523814536145,-0.1881608201348248,0.0,0.0,1.493508811920904,0.9447771209610231,1.0,0.0,4.108591584482979,-3.856916595690874,0.0,0.0,0.0004973821562854197,0.0006137338788438362,-1.213195336463209e-07,-2.178196987404638e-06,-0.0007467558994692638,-0.0004723895052576324,0.0,0.0,-0.0007467544059604521,-0.0004723885604805115,0.0004114185867700382,-0.0003862946202334107,0.001394713144348624,0.0008489162350210085,-0.0009030437916726364,-0.000231329265551472,0.0007410402967182144,0.0004762409149134603,-0.0006536715402873285,-0.0003726745747583988,0.0004058243035526357,-0.0003802650135901783
2,501187.2336272647,0.0,1.335805928631256,0.7278264157131034,0.3927745907560678,-0.3739893418247537,0.6977986379592198,-0.1850617053330373,0.0,0.0,1.52630557438022,0.9285671081342182,1.0,0.0,3.979184344411633,-3.798088264461003,0.0,0.0,0.0005192151309884874,0.0006021994690677268,-1.090454087938961e-07,-2.250834262403255e-06,-0.0007631543134956844,-0.0004642844826342171,0.0,0.0,-0.0007631527871901099,-0.0004642835540671091,0.0003984899726283961,-0.0003804554358484722,0.001425234186336119,0.0008324136780784995,-0.0009118406225434583,-0.0002259973018577111,0.0007573298862145621,0.0004684997423955323,-0.0006679029643156281,-0.0003639132078565517,0.0003927745907560678,-0.0003739893418247537
2,520794.8328595385,0.0,1.363269788851191,0.7094398757916083,0.3801649588730385,-0.367386662561239,0.6915624945952858,-0.1818010464087603,0.0,0.0,1.557995570693573,0.9115180343205078,1.0,0.0,3.854138644170524,-3.736150886731534,0.0,0.0,0.0005403006879411976,0.0005900773076556731,-9.485005905880265e-08,-2.326378223741475e-06,-0.0007789993433423573,-0.000455759928678288,0.0,0.0,-0.0007789977853467864,-0.0004557590171602539,0.0003859970761441651,-0.0003743071360189217,0.001454708633707556,0.0008150746712479089,-0.0009203319941626098,-0.0002204016562394884,0.0007730723760121718,0.0004603540239122291,-0.0006816348944255953,-0.0003547199378958041,0.0003801649588730385,-0.000367386662561239
2,541169.5265464555,0.0,1.389704144758341,0.6902636312046135,0.3680082442912965,-0.3604929685604168,0.6855502968894244,-0.1783966489656241,0.0,0.0,1.588546491077605,0.8937197020943507,1.0,0.0,3.73358160708451,-3.671466581953044,0.0,0.0,0.0005606166340177132,0.0005774264447779842,-7.859547832239798e-08,-2.404988060835685e-06,-0.0007942748340852933,-0.0004468607447668773,0.0,0.0,-0.0007942732455388024,-0.0004468598510471754,0.0003739525958659126,-0.0003678859570436253,0.00148310534911567,0.0007969812510551882,-0.0009285086865258307,-0.0002145652305407808,0.0007882518870323545,0.0004518487451892502,-0.0006948520723791705,-0.0003451318156023068,0.0003680082442912965,-0.0003604929685604168
2,562341.3251903405,0.0,1.415086067933872,0.6703712862478879,0.3563137683219897,-0.3533441114679482,0.6797666519007265,-0.1748662490486979,0.0,0.0,1.617934858137549,0.875261532270213,1.0,0.0,3.617605492591719,-3.604396282000149,0.0,0.0,0.0005801466345983775,0.0005643056438065508,-6.013572261329108e-08,-2.48682992748016e-06,-0.0008089690470036329,-0.0004376316413966388,0.0,0.0,-0.0008089674290687747,-0.0004376307661351065,0.0003623657471410811,-0.0003612280189480224,0.001510401381514931,0.000778215032444463,-0.0009363638313457656,-0.0002085107739456804,0.0008028569324619276,0.0004430287189492329,-0.0007075430339669361,-0.000335185643123944,0.0003563137683219897,-0.0003533441114679482
2,584341.4133735087,0.0,1.439399850974672,0.6498351472364139,0.3450874974155034,-0.3459754410337862,0.674214507435575,-0.1712273347364609,0.0,0.0,1.646145623828994,0.8562316558599428,1.0,0.0,3.506269283606127,-3.535296163078399,0.0,0.0,0.0005988799405063083,0.0005507727738523482,-3.931602221149532e-08,-2.572077195716223e-06,-0.0008230744580601208,-0.0004281166841616272,0.0,0.0,-0.0008230728119144969,-0.0004281158279299714,0.0003512424206878471,-0.0003543689691160682,0.001536581583652752,0.0007588563585015469,-0.0009438928000754521,-0.0002022606360075063,0.0008168802187655652,0.0004339381350481928,-0.0007196999254873363,-0.0003249175736182069,0.0003450874974155034,-0.0003459754410337863
2,607202.1956909792,0.0,1.462636560087368,0.6287255083890704,0.3343322393246334,-0.3384214835297176,0.6688952490391092,-0.1674969871169975,0.0,0.0,1.673171676030967,0.8367161045086808,1.0,0.0,3.399600630176154,-3.464514466706876,0.0,0.0,0.0006168110542425498,0.0005368842682319241,-1.59718126054157e-08,-2.660910778807292e-06,-0.0008365875111871598,-0.0004183588889704449,0.0,0.0,-0.0008365858380154837,-0.0004183580522543404,0.0003405853767612801,-0.000347343664797462,0.001561638144618151,0.0007389835423794257,-0.0009510930672566309,-0.000195836546342476,0.0008303184019379069,0.0004246201594593821,-0.0007313182800436839,-0.0003143627541945352,0.0003343322393246334,-0.0003384214835297176
2,630957.3444801836,0.0,1.484793524645398,0.6071100301236692,0.324047867333838,-0.3307156619258618,0.6638088108648088,-0.1636917419147589,0.0,0.0,1.699013274538928,0.8167981058432623,1.0,0.0,3.29759807128519,-3.392388735193128,0.0,0.0,0.000633939348745366,0.000522694653179584,1.007231455061362e-08,-2.753519529646021e-06,-0.0008495083362827386,-0.000408399869719737,0.0,0.0,-0.0008495066372694642,-0.0004083990529216312,0.0003303944671057058,-0.0003401858970296962,0.001585570055941645,0.0007186722074657902,-0.0009579640545353263,-0.0001892594227395072,0.000843171808825422,0.0004151165852939255,-0.0007423967623226988,-0.0003035550150618346,0.000324047867333838,-0.0003307156619258618
2,655641.8494179688,0.0,1.505873780608561,0.5850532122733811,0.3142315648653387,-0.3228900589387632,0.6589537966196202,-0.1598274723180596,0.0,0.0,1.723677435803241,0.796557486526439,1.0,0.0,3.200233458542173,-3.319243472660577,0.0,0.0,0.0006502686515753309,0.0005082561486902948,3.900373964401194e-08,-2.850100720518948e-06,-0.0008618404415790561,-0.0003982795398207061,0.0,0.0,-0.0008618387179016203,-0.0003982787432632195,0.0003206668770752039,-0.0003329281570802016,0.001608382529286895,0.0006979947284315279,-0.0009645069605562495,-0.0001825492084522873,0.0008554441331088345,0.0004054675372416254,-0.0007529368903042804,-0.0002925266061366906,0.0003142315648653386,-0.0003228900589387632
2,681292.0690579507,0.0,1.525885483753577,0.5626159619028523,0.3048780832016518,-0.3149752227770936,0.6543276069940952,-0.155919292921212,0.0,0.0,1.747177284660428,0.77607018257582,1.0,0.0,3.107454509760109,-3.245388229934274,0.0,0.0,0.0006658068067031675,0.0004936183412197204,7.102302210288625e-08,-2.950860609915126e-06,-0.0008735903895074989,-0.0003880358673580925,0.0,0.0,-0.0008735886423302142,-0.00038803509128791,0.0003113973807287174,-0.0003256014452396867,0.001630086382764808,0.0006770197727781587,-0.0009707245816553411,-0.0001757247385670291,0.0008671421150025359,0.0003957112292107707,-0.0007629427418767887,-0.0002813079809514262,0.0003048780832016519,-0.0003149752227770936
2,707945.7843841269,0.0,1.54484130731162,0.53985525299081,0.2959800056749496,-0.30700001431485,0.6499265702890819,-0.1519814841531292,0.0,0.0,1.769531389768781,0.7554078537507398,1.0,0.0,3.019187426474319,-3.171116100725368,0.0,0.0,0.0006805652250537475,0.0004788279261254413,1.063451863818382e-07,-3.05601510201208e-06,-0.0008847674644157802,-0.0003777046822832235,0.0,0.0,-0.0008847656948843904,-0.0003777039268753699,0.0003025786023110411,-0.0003182351207122798,0.001650697411463187,0.000655811939929299,-0.0009766211278527115,-0.0001688036345959543,0.0008782752129660703,0.0003858837735786413,-0.0007724206536558099,-0.000269927626495405,0.0002959800056749496,-0.00030700001431485
2,735642.2544596299,0.0,1.562757836974407,0.5168238732876724,0.2875280124119995,-0.298991493530587,0.6457460733156161,-0.1480274361234297,0.0,0.0,1.790763097603357,0.7346375965693732,1.0,0.0,2.935339516770442,-3.096702607719843,0.0,0.0,0.0006945584337140487,0.0004639285162392481,1.452010877692653e-07,-3.165790504622604e-06,-0.0008953833395647761,-0.0003673195329222832,0.0,0.0,-0.0008953815488016786,-0.0003673187982846866,0.0002942012782620492,-0.0003108567904654729,0.001670235756047534,0.0006344314928202561,-0.0009822020381449192,-0.000161802225842167,0.0008888552748024939,0.0003760190393525466,-0.0007813789184872035,-0.0002584119366438362,0.0002875280124119995,-0.000298991493530587
2,764422.2742525883,0.0,1.579654974427439,0.4935702521551935,0.2795111405382945,-0.290974842366359,0.6417806900476378,-0.1440696104783828,0.0,0.0,1.810899877816684,0.7138217487965134,1.0,0.0,2.855801772868535,-3.022404950389674,0.0,0.0,0.0007078036323439341,0.0004489605118142281,1.878388595220266e-07,-3.280424391745617e-06,-0.0009054517498082199,-0.0003569115882200055,0.0,0.0,-0.0009054499389083423,-0.0003569108743982567,0.00028625451470336,-0.0003034922342248128,0.00168872528137137,0.000612934175334563,-0.0009874737985414161,-0.0001547354956164537,0.0008988962145026759,0.0003661485556867141,-0.0007898274872137195,-0.0002467851260775967,0.0002795111405382945,-0.000290974842366359
2,794328.234724269,0.0,1.595555358697033,0.4701383621317405,0.2719170355910822,-0.282973320673062,0.638024305925563,-0.1401195186182024,0.0,0.0,1.829972690644053,0.6930177770179103,1.0,0.0,2.780451361295381,-2.948461581519392,0.0,0.0,0.0007203202639047834,0.0004339610262709959,2.345254435018036e-07,-3.400166577436713e-06,-0.0009149881752947168,-0.0003465095815267322,0.0,0.0,-0.0009149863453220263,-0.0003465088885089552,0.0002787260361893665,-0.0002961653623162589,0.001706192975043809,0.0005913711077967248,-0.0009924437657118645,-0.0001476170500608054,0.0009084137001399343,0.0003563014565924927,-0.0007977776793485165,-0.0002350691810658703,0.0002719170355910822,-0.000282973320673062
2,825404.1852680054,0.0,1.610483812741332,0.4465676863056351,0.2647321907301486,-0.2750082516034581,0.6344702361237021,-0.1361877144761464,0.0,0.0,1.848015384922244,0.6722782381489824,1.0,0.0,2.70915399179335,-2.875092076416316,0.0,0.0,0.0007321296054098869,0.0004189638616618196,2.855482071206917e-07,-3.525280208497985e-06,-0.0009240095404765073,-0.0003361397913527293,0.0,0.0,-0.000924007692461122,-0.0003361391190744912,0.0002716024223403557,-0.0002888982027569842,0.0017226683739279,0.000569788752018261,-0.0009971199985408519,-0.0001404591071253736,0.0009174248570734214,0.0003465044622977574,-0.0008052419063706662,-0.0002232838431528176,0.0002647321907301486,-0.0002750082516034581
2,857695.8985908806,0.0,1.624466820941805,0.4228932432724843,0.2579421711370357,-0.2670990326688374,0.6311113364910484,-0.1322837999880048,0.0,0.0,1.865064133274393,0.6516508053599545,1.0,0.0,2.641766139059997,-2.802497257335653,0.0,0.0,0.0007432543830519223,0.0004039995275287589,3.412166499748692e-07,-3.656042984474977e-06,-0.00093253393170133,-0.0003258260543307825,0.0,0.0,-0.0009325320666371967,-0.0003258254026799772,0.000264869329769218,-0.0002817109138518684,0.001738183024656845,0.0005482289370588237,-0.001001511099338298,-0.0001332725031514825,0.0009259479897191216,0.0003367818925293385,-0.0008122334104709023,-0.0002114466216362422,0.0002579421711370357,-0.0002670990326688374
2,891250.9381337314,0.0,1.637532041510715,0.3991456614471167,0.2515318217352499,-0.2592631686655845,0.6279401062418143,-0.128416441375743,0.0,0.0,1.88115690914789,0.6311783488746873,1.0,0.0,2.578137098763304,-2.730859535559457,0.0,0.0,0.0007537184148141696,0.0003890952968216566,4.018642040282059e-07,-3.79274851463743e-06,-0.0009405803357308538,-0.0003155898056156926,0.0,0.0,-0.0009405784545739449,-0.0003155891744373437,0.0002585116974475615,-0.0002746218185437637,0.001752769982509968,0.0005267289368484538,-0.001005626065951032,-0.0001260667145090155,0.0009340023242225697,0.0003271557069792343,-0.0008187660207553574,-0.0001995728307235584,0.0002515318217352499,-0.0002592631686655845
2,926118.7281287787,0.0,1.649707856355912,0.375351294740317,0.2454854570305614,-0.2515163227784064,0.6249487818017211,-0.1245933944187537,0.0,0.0,1.896333008715976,0.6108990623525737,1.0,0.0,2.51811086588064,-2.660343434569141,0.0,0.0,0.0007635462825524852,0.0003742752927143322,4.678501315816904e-07,-3.935707823001934e-06,-0.0009481684006909971,-0.0003054501420753491,0.0,0.0,-0.0009481665043579883,-0.0003054495311762869,0.0002525139343166754,-0.0002676474568656372,0.001766463351422278,0.0005053215910610313,-0.001009474155564238,-0.0001188498918095748,0.0009416077735364653,0.0003176455683395781,-0.0008248539281779561,-0.0001876756473701585,0.0002454854570305614,-0.0002515163227784063
2,962350.6263980733,0.0,1.661022959656755,0.3515323720403571,0.2397870324528107,-0.2438723823527686,0.6221294215040037,-0.1208215369780185,0.0,0.0,1.910632619188785,0.5908466260293793,1.0,0.0,2.461527829176886,-2.591096259597863,0.0,0.0,0.0007727630345544523,0.0003595606004756224,5.395615255089672e-07,-4.085251014023985e-06,-0.0009553182202270116,-0.0002954239038613158,0.0,0.0,-0.0009553163095943924,-0.0002954233130146896,0.0002468600885248972,-0.0002608026530272327,0.00177929786653177,0.0004840354610743067,-0.001013064760585367,-0.0001116289043468222,0.0009487847256804334,0.0003082689235217559,-0.0008305114798283774,-0.0001757661860201786,0.0002397870324528107,-0.0002438723823527686
2,999999.9999999839,0.0,1.671505985311937,0.3277071735081556,0.2344202970752548,-0.2363435360769064,0.6194739810736899,-0.1171069071610185,0.0,0.0,1.924096433835135,0.5710503984153423,1.0,0.0,2.408226280533942,-2.52324888131109,0.0,0.0,0.0007813939187511082,0.0003449693989754365,6.174154163342602e-07,-4.241729113340081e-06,-0.0009620501410140016,-0.0002855257702580694,0.0,0.0,-0.0009620482169175677,-0.0002855251992076712,0.0002415339981620764,-0.0002541005939149093,0.001791308519505468,0.0004628950134439835,-0.001016407296667576,-0.0001044093925866296,0.0009555538553435144,0.0002990410989827323,-0.0008357529926559684,-0.0001638535867540778,0.0002344202970752548,-0.0002363435360769064
2,1039122.303835152,0.0,1.681185172519783,0.3038902273569946,0.2293689279953029,-0.228940359602836,0.6169743800403943,-0.1134547456581485,0.0,0.0,1.93676531299004,0.5515356290748572,1.0,0.0,2.358043741879106,-2.456916604234822,0.0,0.0,0.000789464146070909,0.0003305171068965912,7.018609906577121e-07,-4.405516099874227e-06,-0.0009683845932603328,-0.0002757683660730576,0.0,0.0,-0.0009683826564950197,-0.0002757678145374286,0.000236519423764867,-0.0002475529160702207,0.001802530225926489,0.0004419208240092929,-0.001019511102649445,-9.719582673527183e-05,0.0009619359584814255,0.0002899754064405682,-0.0008405925862598916,-0.0001519451136784973,0.0002293689279953029,-0.000228940359602836
2,1079775.162327692,0.0,1.69008806803498,0.2800925215037384,0.2246166469856984,-0.2216719069481521,0.6146225593806719,-0.1098695409358375,0.0,0.0,1.94867998950377,0.5323236857966975,1.0,0.0,2.310818115674827,-2.392200093653418,0.0,0.0,0.0007969986828795517,0.0003162165392575356,7.933819251740696e-07,-4.577011147739192e-06,-0.0009743419434318746,-0.0002661623752220346,0.0,0.0,-0.0009743399947518851,-0.0002661618428983488,0.0002318001631876809,-0.0002411697985228073,0.001812997533260624,0.0004211297964933413,-0.00102238535196815,-8.99915696273429e-05,0.000967951809155066,0.0002810832556489507,-0.00084504403401749,-0.0001400462607518692,0.0002246166469856984,-0.0002216719069481522
2,1122018.454301945,0.0,1.698241263098808,0.2563217252155809,0.2201473202743595,-0.2145458053411283,0.6124105308142084,-0.1063550761301516,0.0,0.0,1.959880816460527,0.5134322902693315,1.0,0.0,2.266388667391889,-2.329186337884744,0.0,0.0,0.000804022071030211,0.000302078070396769,8.924988400619945e-07,-4.756641098660465e-06,-0.0009799423681110802,-0.0002567166585669559,0.0,0.0,-0.0009799404082302637,-0.0002567161451346657,0.0002273601496797256,-0.0002349600591715129,0.001822744367336442,0.0004005353902281958,-0.001025038974933626,-8.27989424023734e-05,0.0009736220375457759,0.0002723742712986802,-0.0008491206315494038,-0.0001281608626077905,0.0002201473202743595,-0.0002145458053411283
2,1165914.401179813,0.0,1.705670162645374,0.2325824166085277,0.2159450424921931,-0.2075683514888582,0.6103304182676694,-0.1029144766415007,0.0,0.0,1.970407554537473,0.4948757571726945,1.0,0.0,2.224596850171486,-2.267949625991536,0.0,0.0,0.0008105582737473194,0.0002881098001126375,9.997718748168862e-07,-4.944863188133732e-06,-0.000985205747676291,-0.0002474383734621044,0.0,0.0,-0.0009852037772687364,-0.0002474378785863473,0.0002231835341865881,-0.0002289312527225197,0.001831803814849562,0.0003801478523943128,-0.001027480591127422,-7.561929166007009e-05,0.0009789670278567118,0.0002638564115076323,-0.000852835081322687,-0.0001162912083042639,0.0002159450424921931,-0.0002075683514888582
2,1211527.658628569,0.0,1.712398784125058,0.2088763125610282,0.2119942059500305,-0.2007446075527393,0.6083744920802965,-0.09955025758164349,0.0,0.0,1.980299196066584,0.4766652323627508,1.0,0.0,2.185286983075541,-2.20855252401374,0.0,0.0,0.0008166305453626288,0.0002743177201736668,1.115803388630638e-06,-5.142168051199376e-06,-0.0009901515783324881,-0.0002383330928466078,0.0,0.0,-0.000990149598033292,-0.0002383326161813754,0.0002192547530139456,-0.0002230897684956668,0.001840207939118516,0.0003599744508951626,-0.001029718451109357,-6.845305699930415e-05,0.0009840068346572029,0.000255536085738336,-0.000856199392062529,-0.0001044381562805141,0.0002119942059500305,-0.0002007446075527393
